channel,activation_variance_clean,activation_variance_clean_iqr,activation_variance_light,activation_variance_light_iqr,active_ratio_clean,active_ratio_clean_iqr,active_ratio_light,active_ratio_light_iqr,gradient_energy_clean,gradient_energy_clean_iqr,gradient_energy_light,gradient_energy_light_iqr,orientation_coherence_clean,orientation_coherence_clean_iqr,orientation_coherence_light,orientation_coherence_light_iqr,dominant_angle_clean,dominant_angle_clean_iqr,dominant_angle_light,dominant_angle_light_iqr,spectral_centroid_clean,spectral_centroid_clean_iqr,spectral_centroid_light,spectral_centroid_light_iqr,cross_light_ncc,cross_light_ncc_iqr,relative_mad,relative_mad_iqr,mean_shift_absolute,mean_shift_absolute_iqr,mean_shift_relative,mean_shift_relative_iqr,gradient_retention,gradient_retention_iqr,spatial_entropy_clean,spatial_entropy_clean_iqr,component_count_clean,component_count_clean_iqr,component_scale_clean,component_scale_clean_iqr,spatial_entropy_light,spatial_entropy_light_iqr,component_count_light,component_count_light_iqr,component_scale_light,component_scale_light_iqr,gradient_energy,orientation_coherence,spectral_centroid,density_label,structure_label,illumination_label,colour_label,frequency_label,soft_label,dead_variance_max_condition,dead_gradient_max_condition,dead_base_rule,dead_bootstrap_stability,confirmed_dead_candidate,manual_review_status
25,0.11456232248531713,0.05183675903711564,0.08927832591842377,0.06483600598479551,0.999609375,0.001054687499999929,0.9994010416666667,0.002825520833333317,0.051703103634796785,0.029143058504735003,0.0419752198645551,0.03322515623413143,0.27654442006115254,0.10877407350443807,0.30673306955029034,0.11505397216666577,20.40722891264059,164.25224827941915,11.5277801173924,163.80009287197552,0.15502409532802008,0.03295240467301189,0.17975961203615543,0.03683175077554848,0.9460059198531037,0.26407813726528273,0.12554224130247094,0.2002170002223667,0.0,0.06514586267452022,0.0,0.09694110546850748,0.9058397520512673,0.22185051525895128,0.9901324964809768,0.0029522586500758674,41.0,17.5,0.0030665727955426357,0.0009426609008972705,0.9915342644892355,0.003580010078378826,39.5,14.5,0.003006904069767442,0.000740394949379324,0.046839161749675944,0.29163874480572144,0.16739185368208775,Dense-global,Region-blob,Stable,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Stable,0.11456232248531713,0.05442408667140708,False,0.0,False,not_required
26,0.16022676724946106,0.03168880308658514,0.14222191024662278,0.047097415675746795,0.8283854166666667,0.025937500000000058,0.8301041666666666,0.03838541666666673,0.11161833059317583,0.031214155494934254,0.09859151750382228,0.044671600663109254,0.4436714242405393,0.11052901610116161,0.41744462537004073,0.0768413307191883,90.22417466564514,9.753318825690272,90.04862554449247,8.452604840023767,0.23630215389907844,0.0217877632221401,0.24255608901289472,0.020585954374906623,0.9525823852825326,0.27207431764589207,0.20643949511167647,0.3688036950202363,0.0,0.05412631857285323,0.0,0.1306951619517493,0.9081538283620678,0.18521190181570646,0.9551988546951893,0.005934439852685269,46.0,9.25,0.0019086371527777778,0.0005968923868906854,0.9550359423002174,0.016836523289909255,46.0,10.0,0.0017618811359104158,0.0004926630720318071,0.10510492404849905,0.43055802480529004,0.23942912145598658,Dense-global,Region-blob,Intermediate,N/A,Mid-frequency,Dense-global + Region-blob + Mid-frequency + Intermediate,0.16022676724946106,0.11161833059317583,False,0.0,False,not_required
27,0.06915100239283542,0.020209298002949336,0.061240657686757426,0.027690774498707806,0.9321614583333333,0.03386718749999995,0.9417708333333333,0.046497395833333344,0.049631349088976456,0.013848062619062323,0.042504658519033234,0.018407272678103714,0.19403570558795746,0.11065746951886177,0.16955892843365786,0.09483167714232899,126.76647842302526,13.704204468287713,127.2939908905258,10.437154628880393,0.22345528333982173,0.01070671223331357,0.22377455053580225,0.021836089217526583,0.8718809529626197,0.3252685890532254,0.2542442963781403,0.22949551352009723,0.0,0.08905714739267212,0.0,0.21311396646608308,0.877758023072545,0.20886539770127543,0.9779964617933283,0.007442426050276785,48.5,12.75,0.0017493474192277385,0.0006422251531020685,0.9785748781898456,0.011596329968981411,45.0,15.75,0.0017092112531565656,0.0008697371045712195,0.046068003804004845,0.18179731701080765,0.223614916937812,Dense-global,Region-blob,Sensitive,N/A,Mid-frequency,Dense-global + Region-blob + Mid-frequency + Sensitive,0.06974768753493707,0.049631349088976456,False,0.0,False,not_required
28,0.16680247629763906,0.031302468226556496,0.17007897923251117,0.038245425374232506,0.7565625,0.042031249999999964,0.768203125,0.053593749999999885,0.16265470282485495,0.03523555407105522,0.15673375741929885,0.040929417454322714,0.11628760568108693,0.10130948831250883,0.10760861766194862,0.07285786414936549,116.84996639647218,12.465903125231634,114.53692931460469,27.600005084273732,0.3111920355245943,0.016844783164034427,0.29869880605972254,0.027957409749669926,0.8161195626336946,0.35729555896023624,0.42781948095615596,0.37836584883479163,-0.013054696546194039,0.05206972148667015,-0.03336525687738005,0.12314861223728751,0.971090135114764,0.1326807729769841,0.9470446200920115,0.007367687939623502,40.0,9.5,0.001032847591607565,9.369015896087138e-05,0.9455031922396928,0.006885616428087271,45.0,10.75,0.0010274572466254862,0.00021581384188357395,0.1596942301220769,0.11194811167151777,0.3049454207921584,Dense-global,Texture/high-frequency,Sensitive,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Sensitive,0.17007897923251117,0.16688309046650823,False,0.0,False,not_required
29,0.2501143324422501,0.05651786244481227,0.24410043978319218,0.10278372634377339,0.7190624999999999,0.05305989583333326,0.7298177083333333,0.06944010416666668,0.17827011496174233,0.06297011276220651,0.16964356089015326,0.07891814107944482,0.3676124494387708,0.07373931748553059,0.3880929786213242,0.08403084299289776,77.8657896381292,11.49751882406845,76.45918775367392,9.561864918892198,0.25487355094408537,0.030940173701076046,0.2596119193639048,0.027392113659567147,0.9555753757416231,0.11703534279500116,0.2373287740906443,0.3239493891037797,0.0,0.10396752608397186,0.0,0.2753414036729973,0.9741652738892115,0.2353040678677384,0.935115153279749,0.008932656724030208,45.0,5.0,0.0015637444153069153,0.0002615188001079249,0.9350229613301206,0.015047469197874253,45.5,9.5,0.0015201449979541735,0.0004652110042735044,0.1739568379259478,0.3778527140300475,0.2572427351539951,Dense-global,Mixed/isotropic,Intermediate,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Intermediate,0.25480224512321537,0.17969509148328766,False,0.0,False,not_required
30,0.17241953293247325,0.04780285240347629,0.16570800562547208,0.05645732504032469,0.906953125,0.06528645833333324,0.9123697916666667,0.06178385416666665,0.14809257184520436,0.05079384742870735,0.14244785242768995,0.05810190268962151,0.34958675420639895,0.09051271917886894,0.38069769623419497,0.082780931638467,44.70607522308744,5.702743502197492,45.57024516679503,5.182815631060841,0.30452385600969056,0.0163100086753179,0.30779617581228336,0.021325952270812132,0.9197228532698353,0.3502340454857211,0.15555392356379333,0.2298571428125274,-0.007149155648658034,0.04279193217980115,-0.010703389536399262,0.05925735670366912,0.9781962803074981,0.07584255811892804,0.9774807983337213,0.010413710139157262,58.5,10.75,0.0010789379409171075,0.00023940766266028815,0.9780389837617505,0.011083777127432803,58.5,15.5,0.001102760518193632,0.00040465897892375685,0.14527021213644714,0.36514222522029693,0.30616001591098696,Dense-global,Texture/high-frequency,Intermediate,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Intermediate,0.17256410817766338,0.14809257184520436,False,0.0,False,not_required
31,0.09619920748584637,0.026248282473358364,0.09183682716348801,0.03704564632346441,0.88046875,0.041549479166666736,0.8822916666666667,0.04460937499999995,0.07153014014302717,0.021316138642153697,0.0686099422059592,0.030669729475620702,0.33015697109227804,0.09568090503433335,0.3244979385141602,0.07766832113440297,106.05964921101003,8.884370546461682,105.7403792005632,7.854168084132681,0.23943128590122337,0.011789660278312991,0.23687024362929496,0.02624950125303563,0.8818752599617026,0.2568214534565041,0.25331887197649305,0.25032506301999174,0.0,0.05198308406424318,0.0,0.12799309833166808,0.93800551156623,0.15403374686559612,0.968191484884468,0.00655515481167257,49.5,7.75,0.0016100954270597129,0.0002239651481966095,0.9673899563716268,0.011055456243930006,48.5,6.75,0.0016401599702380951,0.000363960210668621,0.07007004117449318,0.3273274548032191,0.23815076476525915,Dense-global,Mixed/isotropic,Sensitive,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Sensitive,0.09803299795280793,0.07360709215212487,False,0.0,False,not_required
32,0.09685761906979662,0.02746348352101627,0.09107678076448711,0.03977455562432189,0.5211458333333334,0.0325781249999999,0.44265625,0.121953125,0.09181290879147402,0.02247235765996039,0.08301268610816051,0.03550194031747714,0.08769043308108532,0.049515902942352696,0.09695103117482601,0.0479984038676171,61.382873979624364,43.04032162461122,59.33106623079378,32.716618363520425,0.3100072331124454,0.010502302671286823,0.2919500854206248,0.02053694493882946,0.8590560945305278,0.34062155099277236,0.4505932975355553,0.521029582511805,-0.03448795916761242,0.060300136553603174,-0.19643886696176194,0.3055312617824014,0.9757395839712115,0.25738788711995453,0.8999951220793256,0.005852663657183177,23.5,6.75,0.0010637297453703703,0.00020359860578969785,0.8746361209460389,0.034217232321991586,22.0,7.75,0.001088155864197531,0.00020671104813453178,0.08741279744981727,0.09232073212795566,0.3009786592665351,Dense-global,Mixed/isotropic,Sensitive,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Sensitive,0.10202500645099397,0.09474099308658293,False,0.0,False,not_required
33,0.021301576295550427,0.007487453101711814,0.02573908339575769,0.02238050562422464,0.32807291666666666,0.10272135416666667,0.415703125,0.3778776041666667,0.019945356868562025,0.007424182343726767,0.022451408286331704,0.019477113664356605,0.05518308810657524,0.05244058724412197,0.06015784872682063,0.0763350550887026,72.22914091916256,48.12050591523236,63.12908111619878,66.37300187043012,0.2984859904193211,0.016576361965996655,0.2937673940009212,0.0205304559976503,0.7915765559414119,0.3568324906009428,0.6941426372202448,1.047665416280059,0.0,0.06824413993433134,0.0,1.2855170524139288,0.9999999999612643,1.4763310627565298,0.845587158012244,0.03448973697125168,10.0,8.0,0.0007763671875,0.0001357171474358974,0.8493148820100804,0.06615906888652923,14.0,21.5,0.0009201388888888889,0.0003559215198863637,0.021198382577446863,0.057670468416697936,0.29612669221012117,Moderate-region,Mixed/isotropic,Sensitive,N/A,Mid-frequency,Moderate-region + Mixed/isotropic + Mid-frequency + Sensitive,0.02705158219150918,0.023905673559867315,False,0.0,False,not_required
34,0.07867145212152073,0.014335050082938575,0.07775799894463674,0.027111434813611952,0.934296875,0.022161458333333495,0.9461979166666667,0.051236979166666696,0.042989089109247106,0.014922207697592609,0.042197337564642334,0.016902569190788246,0.12899316193352903,0.06365629930128007,0.15152222918546204,0.06789961640758652,43.763270687181446,22.412476280009212,39.01367152256405,22.936711801347936,0.1688712350415042,0.034678216748096624,0.18324741110109644,0.03319410568961517,0.8789907490426863,0.37571740055031,0.21208824493700065,0.2790561507799397,0.0,0.13479835374566673,0.0,0.25972170064259165,0.9999999999811007,0.14185090332699124,0.9806669339003227,0.005531526464298997,40.5,17.0,0.0030745732159142723,0.002800290648756731,0.9835742531853632,0.009204926901462906,41.0,19.5,0.0017894345238095239,0.0009675979341056623,0.04259321333694472,0.14025769555949552,0.17605932307130032,Dense-global,Region-blob,Sensitive,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Sensitive,0.08247492205455227,0.04354622874094928,False,0.0,False,not_required
35,0.03847631000722444,0.013154120891959598,0.03744550978738647,0.030339804242103745,0.6669791666666667,0.08304687499999996,0.684375,0.07687500000000003,0.022300075259849103,0.009763370369324158,0.01960899875104922,0.015460508351616435,0.10564197526335736,0.08733618703050147,0.09376416673731566,0.089843791441887,123.38607642428516,138.35527898608316,146.10049346511698,151.98365044612015,0.1959326936707636,0.030237123395211563,0.21379233830839559,0.05841181043471683,0.829080946334122,0.5341193402260254,0.5046893709315468,0.6450557600580715,0.0,0.03097979073346816,0.0,0.2038105159666691,0.9774793774351469,0.48898780000779063,0.9279731744317401,0.018845500249240255,36.5,7.25,0.0016604158359914939,0.0009959734715019642,0.9352653594872975,0.017751231755264607,34.5,11.0,0.0015924403777226358,0.0007080625218837534,0.02095453700544916,0.09970307100033651,0.2048625159895796,Dense-global,Region-blob,Sensitive,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Sensitive,0.04000839215831163,0.022300075259849103,False,0.0,False,not_required
36,0.19317897061042769,0.03236914829241022,0.18864280228807742,0.043221244511689044,0.79234375,0.027213541666666674,0.8036458333333334,0.036822916666666705,0.18860126279956113,0.038039706670962015,0.18033838257950807,0.05438703583803303,0.269850570264827,0.10431464675852015,0.27210828341294135,0.0888180154936482,108.42390881578176,8.247309652244695,110.18563613984348,7.597871965595104,0.36808084551893205,0.01758762120698526,0.3616881441779082,0.014340795896110536,0.9111581975105223,0.3348298997910947,0.2145684775187553,0.36925190618460296,0.01378740451048599,0.03481052995698375,0.025896832069171555,0.0667770410338412,0.9851069859359465,0.1876481480823654,0.9589469291131387,0.004018818872880137,47.0,6.25,0.000979435050993022,0.00015533034673659676,0.9627105170882502,0.007527936841499994,45.5,12.25,0.0010450480458656332,0.0002628437485137822,0.1844698226895346,0.2709794268388842,0.3648844948484201,Dense-global,Texture/high-frequency,Intermediate,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Intermediate,0.19370331399045715,0.18994084397774136,False,0.0,False,not_required
37,0.07985810305359631,0.013997200381593675,0.07135028705299384,0.020502088504733576,0.8893229166666667,0.04139322916666677,0.8611197916666666,0.08001302083333339,0.06403204409071823,0.015087167311083761,0.055360801670327656,0.02095105171797987,0.07296054509202304,0.04538271758710536,0.05390031956071288,0.05884316802731752,111.8005952659652,56.109016451495265,108.32038913710666,68.79243272946373,0.2793618753901167,0.019250000998931982,0.2747802957451534,0.021258284499545366,0.8293389129421307,0.351854514117496,0.34971352936356975,0.42927289658094675,-0.009517528163491995,0.12396831677795767,-0.028000432689081676,0.3690162895200573,0.902738635922147,0.19997321731520046,0.9664182629753157,0.004249303995646936,54.5,13.25,0.0015646895343705174,0.00033524423709970614,0.9625357002170054,0.021349703917525997,53.5,8.5,0.0014998024425287356,0.0005218233985887627,0.059696422880522945,0.06343043232636797,0.27707108556763504,Dense-global,Mixed/isotropic,Sensitive,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Sensitive,0.07985810305359631,0.06439716362145245,False,0.0,False,not_required
38,0.21236955520903433,0.04180493198944549,0.1917335246423712,0.05492008022189501,0.8618489583333333,0.059348958333333424,0.8774739583333333,0.06722656250000003,0.22342320866292784,0.050794896807280415,0.21010263238405175,0.06893500151799803,0.43427337311330266,0.06979677781445576,0.4147953177676177,0.05799022202478182,43.62528459056125,2.5238526525980234,43.214900560728225,2.9537789058997603,0.3844935963519997,0.0242050501921397,0.3839157796199859,0.017373964259194075,0.9144432944914831,0.28145153698920833,0.1982508297374861,0.28203092556830245,0.0,0.01649915699055099,0.0,0.02485627102029281,0.9220739487837315,0.20427965516828983,0.9693525836094141,0.009377443889613146,42.5,14.5,0.0008863308953900709,0.00013153070887445874,0.972399368961723,0.011144545100830516,42.5,16.25,0.0009310980902777778,0.0002814178644018581,0.21676292052348978,0.4245343454404602,0.38420468798599283,Dense-global,Texture/high-frequency,Intermediate,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Intermediate,0.21396196825913724,0.22494866405607983,False,0.0,False,not_required
39,0.11087746300960634,0.04639978329981494,0.11126016485598458,0.05263763060243934,0.9710937500000001,0.01528645833333342,0.9774479166666667,0.019101562499999947,0.10868367148266289,0.04886098381396792,0.10637840940018584,0.054421818870840286,0.1336814693831111,0.06425176750579883,0.1375498423509213,0.0654003576417599,132.2640459486781,11.372265379260654,132.17843037471152,16.922124293316557,0.33455732813907735,0.019848347108932407,0.33432746402724256,0.02938851523233138,0.8938910224677045,0.3344580179051079,0.1482479717693776,0.1479498203839792,0.009777419967476775,0.024810073439827385,0.012798898569533411,0.03308152095192089,0.9999999999901632,0.1373498661234912,0.9882937998284486,0.0044383162657010145,54.5,10.5,0.0010245998116760829,0.00021970190183080826,0.9892307755930425,0.005644650230397841,52.0,16.75,0.0010410680076628352,0.0002632575186837031,0.10753104044142436,0.13561565586701618,0.33444239608315995,Dense-global,Texture/high-frequency,Intermediate,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Intermediate,0.11594266819704474,0.11581525193069159,False,0.0,False,not_required
40,0.14654642723167438,0.048872566264643924,0.1381460064556295,0.056891321497999164,0.762890625,0.11011718749999999,0.76953125,0.1173046874999999,0.15196913927348782,0.051229922358216384,0.14259254917588232,0.05772345414974284,0.12162702381672993,0.039432883421007744,0.1190207323202388,0.032836211010757704,140.85938015491558,5.955844475286966,141.271058681227,6.053421972348161,0.37004075105244827,0.01587172643370638,0.3715097416710464,0.013198221347368921,0.869625318883177,0.3837868512991812,0.29250070268485967,0.3746512295893082,0.0,0.01948830813141586,0.0,0.05264856275704339,0.9732473145587395,0.10216074070289283,0.9525206994329326,0.01898666245161207,19.0,5.75,0.0007990828804347826,8.459762094630507e-05,0.9541495225068107,0.021939447076874674,25.0,15.75,0.000824820788530466,0.00011681369617224887,0.14728084422468507,0.12032387806848437,0.3707752463617473,Dense-global,Texture/high-frequency,Sensitive,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Sensitive,0.14654642723167438,0.15196913927348782,False,0.0,False,not_required
41,0.042443123213847495,0.025389653180595967,0.04361953767127285,0.024273542682285817,0.9971614583333334,0.003294270833333335,0.996484375,0.0031249999999999334,0.025385793024013153,0.01775412672393102,0.023637781479965515,0.019259235509387896,0.10987194154807547,0.02834370040955997,0.10987194154807547,0.02957225303529286,97.98481619535733,135.97959423300927,116.67275989440046,136.88875917467277,0.21699466381382596,0.03930771986483897,0.20312124009834376,0.042775009219544524,0.8950769430444123,0.4279821648726405,0.14439145895118455,0.18643226596045986,0.021334880232316222,0.04046843715014506,0.036024245051499384,0.07370308190969127,0.9994895105343713,0.11391343173972635,0.9927020505814101,0.0026205232381603105,45.5,10.5,0.001751028918997669,0.0007116766971737051,0.9930325880092195,0.0027872917991129675,42.0,15.0,0.0017528044871794872,0.00034999660167841476,0.024511787251989332,0.10987194154807547,0.21005795195608484,Dense-global,Region-blob,Intermediate,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Intermediate,0.04465352722508309,0.026139866792656667,False,0.0,False,not_required
42,0.08986627134889219,0.046621384091140194,0.08159583847489121,0.039661689250617194,0.9917968749999999,0.009960937499999933,0.9935677083333334,0.008567708333333313,0.0686053100006431,0.03816780723664871,0.06186467863195036,0.03559819738363121,0.14714950537284366,0.08752011767190407,0.13029641354958899,0.07824272428211392,96.91463477911776,25.023069993488434,93.53417511498661,22.908377881225974,0.2874669641436517,0.013627059365456273,0.29195615868760005,0.021926136217491177,0.927848659176624,0.2309835135936883,0.11010545577073738,0.1487628399481252,0.0,0.05441326450556519,0.0,0.06579490277144767,0.9622216399723265,0.1649718776984883,0.9921981175094459,0.004276433650742928,51.0,13.5,0.001401741575867635,0.00033887864475500343,0.993082257015176,0.004327008248665942,49.0,21.0,0.0013420758928571427,0.00027219460227272726,0.06523499431629673,0.13872295946121632,0.2897115614156259,Dense-global,Mixed/isotropic,Stable,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Stable,0.09167569856582833,0.06999864806366887,False,0.0,False,not_required
43,0.1821732178096249,0.057165393926320834,0.1698555346854148,0.07929982246857212,0.8932291666666666,0.035690104166666625,0.893359375,0.038776041666666705,0.1584890665462441,0.06269791248575896,0.1472330718235474,0.07500523836087988,0.0866208702286663,0.09036344484528042,0.1114013637744049,0.09056722270511228,104.11232957327171,38.525515228525066,96.30291127859117,38.95968132072805,0.2855709031040771,0.025283796384331148,0.2886563818067096,0.02135474239693491,0.9277777690854929,0.2381825035003714,0.1722994774259023,0.27520012247929393,0.0,0.06543041426802018,0.0,0.1119882929379753,0.9921276057635486,0.1743409453338658,0.9737287527020468,0.005564335852568991,58.0,12.5,0.0013799603174603175,0.00039127054562167153,0.9741548580864994,0.006234298940217209,60.0,9.25,0.0013901842755544842,0.0005707409323669915,0.15286106918489573,0.0990111170015356,0.2871136424553934,Dense-global,Mixed/isotropic,Stable,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Stable,0.1821732178096249,0.1584890665462441,False,0.0,False,not_required
44,0.08856183941661865,0.04649096699472423,0.07761432896137041,0.049120271508185376,0.8643229166666666,0.03977864583333335,0.8875520833333334,0.08006510416666668,0.055001701583826834,0.028264651886052428,0.0516412417414569,0.026707196587952314,0.16906876730450282,0.07424435238530103,0.18943912628629264,0.16609974855882031,13.937685745624782,168.49959457223403,15.566387914495527,168.93338709596472,0.21582301460822273,0.021261193514715865,0.2178299939438591,0.027599117431269443,0.9178541718941373,0.2661800880202352,0.24617046933549785,0.2782513574889331,0.0,0.09734813293207588,0.0,0.26439683820490745,0.9999999999868474,0.2522115382688028,0.9683121432098281,0.008780533506568156,41.5,7.5,0.0019950492216117216,0.0003964988121122905,0.9689596411815298,0.014569346099348235,41.0,7.75,0.001998571047008547,0.0004772445557706599,0.05332147166264187,0.17925394679539775,0.21682650427604092,Dense-global,Region-blob,Intermediate,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Intermediate,0.0896088422336091,0.05615971306999662,False,0.0,False,not_required
45,0.0473768637410466,0.013793429225992831,0.05063861133308534,0.022122135220962395,0.9783333333333334,0.014388020833333348,0.973125,0.01897135416666662,0.030090186804225337,0.008477774228957784,0.029072414428131594,0.010094068331833968,0.07891115691227535,0.06316031229484219,0.08375220093274961,0.062175627020949524,136.91012074990402,24.495715453744936,137.4108225799436,101.21909476380178,0.2040028782663064,0.01615335568755874,0.22024652764039163,0.11050769799758012,0.8033429032723075,0.3176741696442329,0.2675870713385148,0.1625086348679425,0.0,0.03979518470842809,0.0,0.0818223947416608,0.9999999999673174,0.23551128429172463,0.9882444998273402,0.003981123854059576,57.5,13.5,0.0020853043420027274,0.0005233479633623772,0.9873964115044184,0.009013137792196257,49.5,27.75,0.0018853006592421916,0.0019687311671964156,0.029581300616178467,0.08133167892251247,0.212124702953349,Dense-global,Region-blob,Sensitive,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Sensitive,0.052994965345641035,0.03155515546488207,False,0.0,False,not_required
46,0.20554897107445683,0.0911078219114192,0.1846583565798358,0.09323702556361196,0.9490885416666667,0.03979166666666667,0.9515364583333333,0.04190104166666675,0.1812395389824405,0.08386083535073532,0.1682307172160621,0.08858718336747426,0.2659454870501434,0.08799108644188017,0.2664750138904173,0.08750590535274283,42.46783829473798,8.22451502680439,42.712682511000416,8.157415386360363,0.3419358559625659,0.011962270135267072,0.34392301432171546,0.019629899131604622,0.9288729675210506,0.26372864397247164,0.12889092991460294,0.14567471383557856,0.0,0.023537459375318148,0.0,0.025023818820991743,0.9499895819548143,0.1730084396722762,0.9859821108161754,0.007565094683602225,58.5,8.0,0.0010954301075268816,0.00012256038161845024,0.9865064830604091,0.007953514941396844,54.0,9.25,0.0011022634289564882,0.00020224326134930652,0.1747351280992513,0.26621025047028035,0.3429294351421407,Dense-global,Texture/high-frequency,Stable,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Stable,0.20577645945652703,0.1812395389824405,False,0.0,False,not_required
47,0.05499824415860049,0.03636193197326827,0.054884108047516006,0.03545713224058532,0.9961197916666666,0.0025130208333333792,0.996328125,0.002955729166666754,0.04056435012687669,0.032167212691497186,0.03901885850287756,0.03142186176623139,0.11011522236018378,0.07498035307251916,0.10358672321647061,0.06570430147559479,122.40794074714313,43.838237746535455,114.42142888240906,33.47393238497688,0.2555862167726929,0.028056333787419035,0.25031206633713377,0.0356099040115552,0.9099243961212431,0.45413743581504096,0.12073187487921425,0.1898872529629887,0.00735847527711786,0.04879827760463129,0.010261223728000859,0.06508156403750075,0.9838324287851261,0.0942189494701473,0.9941519525520343,0.002490723884917667,49.0,12.75,0.0015470451451905626,0.00024106209687052072,0.9942519803366667,0.002628285466605318,45.0,13.25,0.0014994941383565622,0.0003282450290722351,0.039791604314877126,0.1068509727883272,0.2529491415549133,Dense-global,Mixed/isotropic,Intermediate,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Intermediate,0.05587024675407493,0.040608282895866196,False,0.0,False,not_required
48,0.18777506023471974,0.028452353134498315,0.17078771802506815,0.04570515252441368,0.7369791666666667,0.0267708333333333,0.7521614583333334,0.06555989583333321,0.1812119241485074,0.033935701628175635,0.1617809444174854,0.04142093981155301,0.28496203524871827,0.07447202495278013,0.28658471478168707,0.07596030403513993,115.83813994980159,6.786766143157223,116.8844477077987,11.758225631564883,0.34673809616999096,0.025586711770749226,0.3489126046934365,0.02770942422960543,0.9317635072909656,0.25724237763903446,0.23936158779704975,0.4133684857287483,-0.010437977493176043,0.02741823318237263,-0.02557985472171074,0.06695657871485437,0.9152773750026948,0.20897038887992792,0.943956840549746,0.003115116936681983,47.0,6.25,0.0010519155578898225,0.0002669951661220044,0.9463577723935026,0.007842166634074221,50.0,10.0,0.0011582629504504503,0.0003605341044857174,0.17149643428299638,0.28577337501520267,0.3478253504317137,Dense-global,Texture/high-frequency,Intermediate,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Intermediate,0.18815344944817597,0.1812119241485074,False,0.0,False,not_required
49,0.29893769727644315,0.030205788413103396,0.27499420296723903,0.059224852074624995,0.7806510416666667,0.02605468749999995,0.7967447916666666,0.04632812500000005,0.29333299612446506,0.04821956434415808,0.2709324953460708,0.07859741945760512,0.2509473293668162,0.0989340960757677,0.2497487075394069,0.0777836375877981,86.5100622570649,14.335345724471651,84.47877020744298,12.22952841363707,0.3842548278716402,0.026657651553078365,0.3889877201419419,0.026582819970152438,0.9277719429816138,0.25531640109316767,0.20828787825629813,0.3308988394249383,0.0,0.011596056629068652,0.0,0.01779461162844779,0.9368885404518522,0.16106805567907279,0.9569569655963394,0.004602575187789282,32.0,14.75,0.0008078124999999999,9.224589954938184e-05,0.960476624741607,0.009001364387605348,37.0,16.5,0.0008139534883720931,0.00015003862186979298,0.2821327457352679,0.25034801845311155,0.386621274006791,Dense-global,Texture/high-frequency,Intermediate,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Intermediate,0.3003963993969864,0.29333299612446506,False,0.0,False,not_required
50,0.2167264977367315,0.0684686675657055,0.20134236944615974,0.07828098737559092,0.9692447916666667,0.019791666666666652,0.97484375,0.019570312499999964,0.22648611665186397,0.06352512370602142,0.21089255212123537,0.09345157466751752,0.36150622067873645,0.09552798898357162,0.364495206831026,0.07052473998246678,137.4146941761839,2.7164188793328776,137.55875462236702,2.477088918465853,0.39158162765625215,0.02275807341985231,0.39517185810144373,0.022971272311258506,0.9134922003907405,0.2812205319750344,0.12628421980835874,0.16221717632687338,0.004611832135075655,0.07839678991341015,0.00429501914122802,0.07315132043117893,0.9575514742546093,0.15324955431460818,0.9885213785194282,0.0037193883756200252,43.5,11.5,0.0008220361881335718,9.542692550505044e-05,0.9898740763549798,0.004343338944819308,41.0,8.0,0.0008706649335334476,0.00015755421440261878,0.21868933438654967,0.3630007137548812,0.39337674287884794,Dense-global,Texture/high-frequency,Intermediate,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Intermediate,0.22212748720121936,0.23439387022295705,False,0.0,False,not_required
