Trial	N_Channels	Channels	ATE_Mean_cm	Status
462	4	d7,d11,d57,d58	35.0815	OK
463	4	d7,d16,d53,d58	27.1299	OK
464	4	d2,d39,d50,d59	25.4781	OK
465	8	d0,d2,d4,d13,d32,d37,d47,d52	27.5515	OK
466	8	d3,d4,d22,d34,d44,d54,d57,d60	28.5025	OK
467	8	d2,d8,d11,d18,d26,d49,d58,d60	25.4809	OK
468	8	d23,d24,d28,d53,d55,d57,d60,d61	27.8459	OK
469	6	d10,d34,d42,d43,d55,d61	26.8466	OK
470	6	d7,d11,d17,d22,d41,d55	46.6613	OK
471	6	d8,d14,d33,d46,d50,d53	25.4498	OK
472	6	d0,d1,d19,d29,d43,d48	26.9425	OK
473	4	d29,d31,d48,d54	31.9498	OK
474	4	d19,d35,d44,d58	33.1610	OK
475	4	d4,d14,d24,d53	15.8666	OK
476	4	d2,d8,d26,d30	21.4872	OK
477	8	d2,d12,d28,d38,d43,d45,d55,d62	28.9233	OK
478	8	d2,d6,d14,d15,d25,d28,d34,d47	30.1330	OK
479	8	d3,d8,d18,d27,d32,d48,d49,d55	31.7079	OK
480	8	d20,d29,d36,d38,d46,d52,d58,d59	26.2167	OK
481	6	d9,d15,d19,d41,d42,d56	20.4871	OK
482	6	d3,d17,d19,d26,d28,d35	37.3340	OK
483	6	d22,d27,d31,d35,d40,d43	29.1141	OK
484	6	d6,d22,d41,d42,d60,d62	23.8811	OK
485	4	d40,d48,d52,d53	34.5987	OK
486	4	d19,d23,d38,d48	32.9004	OK
487	4	d28,d30,d38,d60	27.8973	OK
488	4	d7,d18,d52,d59	34.3338	OK
489	8	d8,d13,d15,d16,d24,d33,d35,d53	23.9518	OK
490	8	d5,d23,d28,d41,d42,d54,d59,d61	20.7782	OK
491	8	d2,d3,d17,d24,d38,d43,d58,d63	35.5515	OK
492	8	d9,d12,d35,d37,d42,d46,d48,d51	21.0737	OK
493	6	d13,d21,d27,d30,d55,d58	22.2584	OK
494	6	d0,d12,d13,d38,d58,d61	21.7103	OK
495	6	d15,d30,d47,d48,d58,d63	28.5343	OK
496	6	d15,d20,d25,d26,d35,d58	25.8861	OK
497	4	d36,d45,d48,d59	32.8641	OK
498	4	d33,d39,d46,d63	30.2245	OK
499	4	d12,d40,d59,d60	24.3271	OK
500	4	d26,d40,d47,d52	22.6989	OK
