step,n_channels,channel_str,removed_channel,ret50_mean,ret50_std,ret50_min,ret30_mean,local_clean_mean,local_50_mean,cn50_mean
0,8,"8,22,23,27,28,42,48,60",,107.24477230644322,15.78273132260967,91.40290846889744,109.5600794372972,0.04791939137894402,0.05159032277446627,1.4694531205084926
1,7,"8,22,23,27,28,42,48",60,122.00657047320466,24.252800271755323,102.9169895130003,118.72132759178987,0.044069944842236385,0.053813453402934884,1.3680520156316558
2,6,"8,22,23,27,42,48",28,129.92726911749787,34.52896219075281,103.32540253609994,125.01477492026292,0.04415292854079561,0.05748972479431628,1.3504654703137131
3,5,"8,23,27,42,48",22,141.63980070702465,27.418715694252082,121.17022428120146,136.80863434258157,0.048205297035724744,0.06733870257880743,1.710077345028221
4,4,"8,23,27,48",42,169.83718652857348,40.19152001156677,139.61164451137313,165.24170391146936,0.04368495592463364,0.07196524556014121,1.3713057638282564
5,3,"8,27,48",23,197.77842041217704,62.68981768812689,144.08096192293144,218.6940392192346,0.02242286659914884,0.04162079782142264,1.345652149539032
6,2,"8,27",48,197.7784204121771,62.689817688126084,144.08096192293158,218.69403921923438,0.022422866599148845,0.04162079782142269,1.3456521495390275
7,1,8,27,186.75604105507787,59.35360032729194,116.13952305668165,267.67316720959667,0.018154169649574444,0.031482634243509,1.6624081481831456
