channel,condition,local_sharpness,global_sharpness,x_local,y_local
176,+50%,0.006277,0.010407,0.001978,0.010576
177,Clean,0.003621,0.016000,0.003562,0.003680
177,+30%,0.007867,0.012552,0.005525,0.010210
177,+50%,0.007663,0.011464,0.011823,0.003504
178,Clean,0.003775,0.017297,0.002856,0.004694
178,+30%,0.005601,0.010664,0.007318,0.003883
178,+50%,0.004353,0.011002,0.002522,0.006184
179,Clean,0.003094,0.016003,0.002837,0.003350
179,+30%,0.004349,0.012894,0.005916,0.002783
179,+50%,0.003838,0.011756,0.005353,0.002322
180,Clean,0.004270,0.017996,0.005301,0.003239
180,+30%,0.011509,0.010468,0.009891,0.013128
180,+50%,0.011429,0.010019,0.008982,0.013876
181,Clean,0.003427,0.015966,0.003215,0.003640
181,+30%,0.006394,0.012026,0.004596,0.008191
181,+50%,0.005152,0.007543,0.001404,0.008901
182,Clean,0.003133,0.014293,0.002267,0.004000
182,+30%,0.007877,0.008197,0.008969,0.006784
182,+50%,0.009635,0.008977,0.015321,0.003950
183,Clean,0.004146,0.017889,0.002390,0.005902
183,+30%,0.004186,0.013740,0.002231,0.006141
183,+50%,0.005446,0.013083,0.003717,0.007176
184,Clean,0.003460,0.016921,0.002275,0.004645
184,+30%,0.005841,0.009999,0.005467,0.006215
184,+50%,0.007192,0.009557,0.009278,0.005106
185,Clean,0.003275,0.016289,0.002071,0.004479
185,+30%,0.007733,0.011204,0.001396,0.014069
185,+50%,0.010467,0.009477,0.005011,0.015923
186,Clean,0.003951,0.018024,0.004485,0.003418
186,+30%,0.007389,0.011829,0.003343,0.011435
186,+50%,0.005869,0.009957,0.004999,0.006738
187,Clean,0.003282,0.015588,0.003086,0.003477
187,+30%,0.006731,0.010204,0.009310,0.004152
187,+50%,0.008893,0.009363,0.010920,0.006866
188,Clean,0.003496,0.015994,0.003709,0.003282
188,+30%,0.007590,0.010318,0.013158,0.002022
188,+50%,0.008083,0.009957,0.006524,0.009642
189,Clean,0.002901,0.014920,0.002241,0.003561
189,+30%,0.009042,0.009520,0.007987,0.010097
189,+50%,0.008833,0.009657,0.009259,0.008407
190,Clean,0.003815,0.017022,0.003219,0.004411
190,+30%,0.008144,0.009730,0.003953,0.012334
190,+50%,0.009215,0.009426,0.006017,0.012414
191,Clean,0.003541,0.016350,0.003097,0.003986
191,+30%,0.005174,0.013205,0.002859,0.007489
191,+50%,0.006081,0.011058,0.003887,0.008275
192,Clean,0.003609,0.017761,0.003116,0.004102
192,+30%,0.005140,0.013094,0.006380,0.003900
192,+50%,0.003258,0.016334,0.002527,0.003989
193,Clean,0.003918,0.017624,0.004151,0.003685
193,+30%,0.008348,0.008932,0.011628,0.005069
193,+50%,0.008517,0.008374,0.011187,0.005848
194,Clean,0.003396,0.016346,0.002300,0.004491
194,+30%,0.006984,0.013078,0.007162,0.006806
194,+50%,0.004626,0.012693,0.001688,0.007563
195,Clean,0.003408,0.015662,0.002551,0.004265
195,+30%,0.008397,0.010310,0.009851,0.006943
195,+50%,0.008683,0.008534,0.005732,0.011633
196,Clean,0.002823,0.014425,0.002954,0.002692
196,+30%,0.002958,0.011901,0.003466,0.002449
196,+50%,0.006828,0.008694,0.008395,0.005261
197,Clean,0.003704,0.017361,0.002771,0.004636
197,+30%,0.004296,0.012058,0.001811,0.006781
197,+50%,0.003225,0.014308,0.002258,0.004191
198,Clean,0.003543,0.016924,0.003164,0.003922
198,+30%,0.007347,0.011934,0.007213,0.007481
198,+50%,0.007081,0.012608,0.006256,0.007906
199,Clean,0.004007,0.017048,0.003931,0.004082
199,+30%,0.004853,0.013631,0.003217,0.006489
199,+50%,0.007156,0.008122,0.006580,0.007733
200,Clean,0.003954,0.017900,0.002621,0.005287
200,+30%,0.005508,0.011605,0.005637,0.005379
200,+50%,0.007189,0.010961,0.004920,0.009459
201,Clean,0.003346,0.016509,0.002459,0.004233
201,+30%,0.008317,0.009499,0.003738,0.012897
201,+50%,0.008462,0.009113,0.002988,0.013936
202,Clean,0.003846,0.017607,0.003307,0.004386
202,+30%,0.010228,0.009131,0.005653,0.014803
202,+50%,0.008434,0.007813,0.001402,0.015466
203,Clean,0.003821,0.017318,0.004044,0.003599
203,+30%,0.007459,0.010938,0.009911,0.005008
203,+50%,0.008577,0.008243,0.011593,0.005560
204,Clean,0.003869,0.018024,0.004039,0.003699
204,+30%,0.008676,0.013430,0.008969,0.008382
204,+50%,0.011534,0.009735,0.013120,0.009948
205,Clean,0.004076,0.018240,0.002997,0.005156
205,+30%,0.004140,0.015809,0.003942,0.004339
205,+50%,0.003733,0.013145,0.002638,0.004828
206,Clean,0.003674,0.017389,0.002672,0.004676
206,+30%,0.006969,0.010861,0.004475,0.009464
206,+50%,0.006751,0.010159,0.006780,0.006723
207,Clean,0.003643,0.016861,0.002767,0.004519
207,+30%,0.007103,0.011925,0.005997,0.008209
207,+50%,0.004321,0.011099,0.003051,0.005591
208,Clean,0.003192,0.015810,0.001973,0.004410
208,+30%,0.003904,0.013086,0.001764,0.006043
208,+50%,0.004986,0.011339,0.006817,0.003154
209,Clean,0.003809,0.016888,0.002405,0.005213
209,+30%,0.008044,0.008574,0.002875,0.013213
209,+50%,0.007579,0.010022,0.006540,0.008618
210,Clean,0.004429,0.017543,0.004238,0.004621
210,+30%,0.008087,0.009844,0.005235,0.010940
210,+50%,0.006788,0.009809,0.009856,0.003721
211,Clean,0.003963,0.017161,0.002789,0.005136
211,+30%,0.005338,0.014335,0.005700,0.004976
211,+50%,0.008400,0.008441,0.005557,0.011243
212,Clean,0.003374,0.016019,0.002635,0.004113
212,+30%,0.006944,0.010240,0.008578,0.005311
212,+50%,0.006802,0.012379,0.011074,0.002530
213,Clean,0.003688,0.015694,0.003266,0.004110
213,+30%,0.004970,0.014690,0.005547,0.004392
213,+50%,0.008283,0.011540,0.012741,0.003824
214,Clean,0.003477,0.016108,0.002754,0.004200
214,+30%,0.005568,0.013129,0.006702,0.004434
214,+50%,0.006822,0.011274,0.006426,0.007217
215,Clean,0.004106,0.018124,0.003588,0.004624
215,+30%,0.007137,0.009043,0.002746,0.011528
215,+50%,0.006832,0.010363,0.001334,0.012330
216,Clean,0.003600,0.015846,0.001770,0.005429
216,+30%,0.005997,0.011834,0.004570,0.007424
216,+50%,0.006324,0.011512,0.007894,0.004754
217,Clean,0.003628,0.016407,0.003055,0.004201
217,+30%,0.007575,0.010179,0.007397,0.007753
217,+50%,0.008772,0.009294,0.012219,0.005324
218,Clean,0.003223,0.015611,0.003177,0.003269
218,+30%,0.007852,0.008485,0.010460,0.005244
218,+50%,0.007538,0.008887,0.009099,0.005976
219,Clean,0.003896,0.017490,0.002787,0.005006
219,+30%,0.007738,0.010796,0.002896,0.012580
219,+50%,0.008751,0.008084,0.001997,0.015505
220,Clean,0.003590,0.016285,0.003281,0.003899
220,+30%,0.003374,0.013570,0.002750,0.003998
220,+50%,0.005153,0.010725,0.004476,0.005830
221,Clean,0.003233,0.015250,0.002990,0.003475
221,+30%,0.004559,0.013224,0.005468,0.003650
221,+50%,0.009683,0.009907,0.007309,0.012057
222,Clean,0.003587,0.016851,0.002134,0.005039
222,+30%,0.004362,0.013059,0.001569,0.007155
222,+50%,0.008303,0.008979,0.004488,0.012118
223,Clean,0.003588,0.015403,0.002007,0.005169
223,+30%,0.005276,0.012693,0.006312,0.004239
223,+50%,0.006977,0.009516,0.007135,0.006819
224,Clean,0.003260,0.015802,0.002439,0.004081
224,+30%,0.003437,0.013077,0.001975,0.004899
224,+50%,0.007437,0.010331,0.004039,0.010834
225,Clean,0.003537,0.015934,0.002915,0.004159
225,+30%,0.007967,0.008932,0.006958,0.008976
225,+50%,0.009104,0.008696,0.008093,0.010114
226,Clean,0.003443,0.015368,0.002739,0.004146
226,+30%,0.008260,0.009121,0.012166,0.004354
226,+50%,0.008706,0.008569,0.013013,0.004399
227,Clean,0.003494,0.015190,0.003392,0.003596
227,+30%,0.008011,0.010860,0.013400,0.002623
227,+50%,0.009245,0.008436,0.007110,0.011379
228,Clean,0.003409,0.016719,0.003349,0.003470
228,+30%,0.006802,0.011004,0.011575,0.002029
228,+50%,0.007305,0.011414,0.001357,0.013254
229,Clean,0.003906,0.016941,0.002530,0.005281
229,+30%,0.008493,0.011568,0.007178,0.009808
229,+50%,0.005509,0.008619,0.009165,0.001853
230,Clean,0.004204,0.017147,0.002615,0.005793
230,+30%,0.007403,0.009756,0.007805,0.007001
230,+50%,0.007441,0.009716,0.007792,0.007090
231,Clean,0.003334,0.016759,0.002907,0.003761
231,+30%,0.005625,0.012382,0.005774,0.005476
231,+50%,0.005210,0.014380,0.006573,0.003847
232,Clean,0.003399,0.015492,0.003180,0.003619
232,+30%,0.006359,0.012108,0.004528,0.008191
232,+50%,0.004935,0.011428,0.002079,0.007791
233,Clean,0.005099,0.019597,0.003544,0.006654
233,+30%,0.008447,0.008330,0.001115,0.015778
233,+50%,0.008494,0.008317,0.000172,0.016816
234,Clean,0.002985,0.014080,0.002615,0.003355
234,+30%,0.003041,0.014038,0.003083,0.002998
234,+50%,0.003595,0.010813,0.004130,0.003059
235,Clean,0.003299,0.015341,0.002951,0.003647
235,+30%,0.008589,0.013180,0.005047,0.012130
235,+50%,0.004499,0.009970,0.005463,0.003534
236,Clean,0.003675,0.016292,0.002193,0.005158
236,+30%,0.004317,0.014899,0.002698,0.005936
236,+50%,0.006308,0.012633,0.008865,0.003751
237,Clean,0.003287,0.015717,0.002351,0.004224
237,+30%,0.003512,0.015120,0.002778,0.004245
237,+50%,0.003394,0.013712,0.002506,0.004283
238,Clean,0.003545,0.017107,0.004261,0.002828
238,+30%,0.005246,0.012360,0.007995,0.002496
238,+50%,0.006176,0.010510,0.009940,0.002411
239,Clean,0.004039,0.018038,0.003940,0.004137
239,+30%,0.008690,0.008505,0.007914,0.009465
239,+50%,0.008613,0.008529,0.006898,0.010327
240,Clean,0.003360,0.016205,0.002815,0.003906
240,+30%,0.006920,0.010679,0.002172,0.011667
240,+50%,0.004118,0.012739,0.002982,0.005253
241,Clean,0.003552,0.016123,0.002158,0.004946
241,+30%,0.007393,0.010969,0.007129,0.007657
241,+50%,0.004948,0.007724,0.003578,0.006318
242,Clean,0.004305,0.017417,0.003507,0.005103
242,+30%,0.006483,0.010111,0.007160,0.005806
242,+50%,0.007442,0.010038,0.011389,0.003495
243,Clean,0.003636,0.017280,0.003011,0.004260
243,+30%,0.004770,0.012443,0.004785,0.004756
243,+50%,0.008050,0.009603,0.008695,0.007404
244,Clean,0.003638,0.017498,0.002754,0.004522
244,+30%,0.006586,0.012155,0.005553,0.007619
244,+50%,0.007013,0.011772,0.005671,0.008355
245,Clean,0.003814,0.016352,0.003146,0.004481
245,+30%,0.007759,0.013051,0.007413,0.008104
245,+50%,0.007217,0.008728,0.012238,0.002196
246,Clean,0.003486,0.016280,0.002958,0.004014
246,+30%,0.003966,0.014690,0.003797,0.004136
246,+50%,0.006322,0.009986,0.003341,0.009302
247,Clean,0.003215,0.015290,0.002491,0.003938
247,+30%,0.007599,0.008380,0.005670,0.009529
247,+50%,0.008521,0.008403,0.006954,0.010089
248,Clean,0.003521,0.016227,0.003456,0.003586
248,+30%,0.004003,0.015394,0.003625,0.004381
248,+50%,0.006762,0.010536,0.005112,0.008412
249,Clean,0.003566,0.017483,0.003787,0.003345
249,+30%,0.007658,0.011868,0.007764,0.007551
249,+50%,0.009560,0.009807,0.009860,0.009260
250,Clean,0.002964,0.013900,0.002359,0.003570
250,+30%,0.006397,0.009760,0.001832,0.010962
250,+50%,0.009120,0.009094,0.004580,0.013660
251,Clean,0.003725,0.017624,0.003339,0.004110
251,+30%,0.006081,0.012953,0.007544,0.004618
251,+50%,0.007946,0.010953,0.012988,0.002904
252,Clean,0.004109,0.015913,0.005414,0.002804
252,+30%,0.008343,0.008013,0.008493,0.008193
252,+50%,0.008367,0.007983,0.004773,0.011961
253,Clean,0.003811,0.016601,0.003503,0.004119
253,+30%,0.003431,0.013329,0.002579,0.004282
253,+50%,0.003552,0.013662,0.002636,0.004468
254,Clean,0.004351,0.017162,0.002880,0.005822
254,+30%,0.007096,0.011033,0.010818,0.003375
254,+50%,0.008891,0.008446,0.011399,0.006383
255,Clean,0.003225,0.015429,0.001993,0.004457
255,+30%,0.003881,0.015639,0.003246,0.004516
255,+50%,0.004919,0.011998,0.005219,0.004619
256,Clean,0.003603,0.015780,0.002477,0.004729
256,+30%,0.008117,0.008477,0.003727,0.012507
256,+50%,0.007221,0.009447,0.003639,0.010803
257,Clean,0.003967,0.017978,0.003311,0.004622
257,+30%,0.005671,0.013127,0.006754,0.004587
257,+50%,0.005740,0.012737,0.008467,0.003013
258,Clean,0.004025,0.016655,0.002385,0.005665
258,+30%,0.005749,0.012251,0.004936,0.006562
258,+50%,0.006237,0.010514,0.006957,0.005516
259,Clean,0.003144,0.015057,0.002299,0.003989
259,+30%,0.003000,0.011483,0.002336,0.003664
259,+50%,0.004563,0.010676,0.004955,0.004170
260,Clean,0.003513,0.017005,0.002166,0.004861
260,+30%,0.003745,0.015668,0.002631,0.004859
260,+50%,0.006052,0.012397,0.008368,0.003737
261,Clean,0.003553,0.015761,0.002257,0.004849
261,+30%,0.008524,0.008602,0.005016,0.012032
261,+50%,0.008430,0.009882,0.007396,0.009464
262,Clean,0.004575,0.018053,0.004801,0.004350
262,+30%,0.004101,0.014359,0.005372,0.002830
262,+50%,0.005285,0.010888,0.008141,0.002429
263,Clean,0.003678,0.017294,0.003475,0.003882
263,+30%,0.005819,0.010608,0.003291,0.008347
263,+50%,0.005815,0.013015,0.003992,0.007638
264,Clean,0.003618,0.015097,0.002670,0.004566
264,+30%,0.008720,0.012041,0.012447,0.004994
264,+50%,0.009027,0.012138,0.013375,0.004679
265,Clean,0.003681,0.017037,0.003461,0.003901
265,+30%,0.003283,0.011179,0.004058,0.002509
265,+50%,0.009058,0.008913,0.006510,0.011606
266,Clean,0.003257,0.015353,0.003503,0.003011
266,+30%,0.009284,0.008879,0.009618,0.008950
266,+50%,0.008493,0.008829,0.010390,0.006597
267,Clean,0.003920,0.017486,0.004117,0.003723
267,+30%,0.005926,0.014176,0.003567,0.008285
267,+50%,0.004531,0.009635,0.006065,0.002996
268,Clean,0.003649,0.016323,0.003182,0.004115
268,+30%,0.008925,0.008805,0.005365,0.012486
268,+50%,0.009080,0.008945,0.004748,0.013412
269,Clean,0.003893,0.016624,0.003334,0.004453
269,+30%,0.003863,0.016405,0.003268,0.004458
269,+50%,0.005525,0.014125,0.006198,0.004852
270,Clean,0.003321,0.015577,0.003118,0.003524
270,+30%,0.003687,0.014819,0.004185,0.003189
270,+50%,0.007832,0.009065,0.013684,0.001980
271,Clean,0.003345,0.015697,0.002341,0.004349
271,+30%,0.007362,0.010949,0.002293,0.012430
271,+50%,0.004924,0.009693,0.001642,0.008205
272,Clean,0.003019,0.014296,0.002923,0.003115
272,+30%,0.008587,0.008639,0.010467,0.006707
272,+50%,0.007166,0.009009,0.013221,0.001111
273,Clean,0.003183,0.015193,0.002063,0.004303
273,+30%,0.005096,0.015853,0.003473,0.006719
273,+50%,0.007210,0.013003,0.007459,0.006961
274,Clean,0.004768,0.018494,0.002423,0.007113
274,+30%,0.005129,0.013415,0.003612,0.006646
274,+50%,0.007261,0.009070,0.010955,0.003567
275,Clean,0.003204,0.016276,0.002478,0.003930
275,+30%,0.005700,0.013387,0.007652,0.003747
275,+50%,0.003219,0.015381,0.001998,0.004440
276,Clean,0.003686,0.016817,0.002759,0.004614
276,+30%,0.007297,0.010233,0.009843,0.004751
276,+50%,0.008415,0.008679,0.013343,0.003487
277,Clean,0.003432,0.016269,0.003226,0.003638
277,+30%,0.003802,0.013193,0.003613,0.003991
277,+50%,0.006899,0.013106,0.009504,0.004294
278,Clean,0.003185,0.015028,0.002355,0.004014
278,+30%,0.006181,0.009586,0.010427,0.001935
278,+50%,0.005959,0.007005,0.011127,0.000791
279,Clean,0.003234,0.015875,0.002724,0.003744
279,+30%,0.005777,0.013570,0.002954,0.008601
279,+50%,0.005277,0.013952,0.003107,0.007447
280,Clean,0.003850,0.017393,0.003618,0.004082
280,+30%,0.005987,0.014134,0.003435,0.008540
280,+50%,0.007254,0.008778,0.003513,0.010995
281,Clean,0.003665,0.017588,0.003320,0.004009
281,+30%,0.008512,0.009469,0.006474,0.010551
281,+50%,0.008984,0.008952,0.007977,0.009990
282,Clean,0.003492,0.016670,0.002332,0.004653
282,+30%,0.005015,0.013889,0.006394,0.003636
282,+50%,0.003227,0.013975,0.001781,0.004674
283,Clean,0.003428,0.016443,0.002874,0.003982
283,+30%,0.005356,0.012228,0.007933,0.002780
283,+50%,0.008223,0.009265,0.015179,0.001268
284,Clean,0.003080,0.014512,0.002444,0.003716
284,+30%,0.005711,0.012734,0.005382,0.006040
284,+50%,0.009097,0.008527,0.006924,0.011270
285,Clean,0.003763,0.016127,0.003633,0.003893
285,+30%,0.008878,0.011565,0.011972,0.005784
285,+50%,0.004138,0.015839,0.004858,0.003419
286,Clean,0.003178,0.015639,0.001599,0.004758
286,+30%,0.008135,0.011191,0.006676,0.009594
286,+50%,0.004087,0.011848,0.000996,0.007178
287,Clean,0.003568,0.017460,0.002779,0.004357
287,+30%,0.004551,0.013325,0.004965,0.004137
287,+50%,0.008599,0.009994,0.009781,0.007418
288,Clean,0.003444,0.016308,0.003520,0.003369
288,+30%,0.006561,0.010346,0.007151,0.005972
288,+50%,0.008942,0.008446,0.007167,0.010718
289,Clean,0.003726,0.017562,0.003347,0.004105
289,+30%,0.007426,0.011170,0.005380,0.009471
289,+50%,0.006602,0.011985,0.009657,0.003548
290,Clean,0.003302,0.016510,0.003183,0.003421
290,+30%,0.009066,0.008884,0.006550,0.011581
290,+50%,0.008362,0.008894,0.008943,0.007780
291,Clean,0.003290,0.014611,0.004071,0.002510
291,+30%,0.007777,0.009435,0.001540,0.014014
291,+50%,0.007080,0.009607,0.001344,0.012816
292,Clean,0.003851,0.017125,0.003792,0.003909
292,+30%,0.005668,0.015504,0.005757,0.005578
292,+50%,0.007409,0.012181,0.011463,0.003354
293,Clean,0.003221,0.013229,0.003190,0.003252
293,+30%,0.004459,0.012273,0.004980,0.003939
293,+50%,0.003460,0.010925,0.003323,0.003596
294,Clean,0.003797,0.016953,0.002911,0.004684
294,+30%,0.007966,0.010704,0.013933,0.001999
294,+50%,0.007279,0.010933,0.001997,0.012561
295,Clean,0.003661,0.017263,0.002001,0.005321
295,+30%,0.006300,0.011257,0.001430,0.011171
295,+50%,0.004613,0.014001,0.005817,0.003409
296,Clean,0.003415,0.016843,0.002645,0.004184
296,+30%,0.005857,0.011154,0.003089,0.008626
296,+50%,0.009367,0.010025,0.008130,0.010604
297,Clean,0.003271,0.014868,0.002968,0.003575
297,+30%,0.005491,0.010097,0.001908,0.009074
297,+50%,0.009275,0.008770,0.007259,0.011290
298,Clean,0.003947,0.016528,0.002588,0.005306
298,+30%,0.008499,0.014331,0.005609,0.011390
298,+50%,0.005981,0.010714,0.002127,0.009836
299,Clean,0.003378,0.016215,0.002842,0.003915
299,+30%,0.007052,0.010493,0.001740,0.012363
299,+50%,0.003460,0.012733,0.003494,0.003426
300,Clean,0.002842,0.013457,0.002306,0.003378
300,+30%,0.005941,0.009128,0.003221,0.008661
300,+50%,0.007986,0.008770,0.001013,0.014959
301,Clean,0.003176,0.015526,0.003212,0.003139
301,+30%,0.006034,0.012878,0.002688,0.009379
301,+50%,0.010010,0.009551,0.006431,0.013588
302,Clean,0.003314,0.015260,0.002669,0.003958
302,+30%,0.004331,0.014962,0.003096,0.005567
302,+50%,0.007672,0.009513,0.003806,0.011538
303,Clean,0.003943,0.017742,0.003895,0.003992
303,+30%,0.006059,0.011346,0.002644,0.009473
303,+50%,0.008101,0.010307,0.001383,0.014818
304,Clean,0.003308,0.015805,0.003335,0.003281
304,+30%,0.006428,0.013390,0.002773,0.010083
304,+50%,0.007573,0.010136,0.006521,0.008625
305,Clean,0.003172,0.015475,0.003028,0.003315
305,+30%,0.006344,0.009578,0.010069,0.002618
305,+50%,0.005590,0.010510,0.008476,0.002705
306,Clean,0.003046,0.015426,0.002601,0.003491
306,+30%,0.002951,0.015119,0.002743,0.003159
306,+50%,0.005621,0.012009,0.006621,0.004621
307,Clean,0.003263,0.016005,0.001967,0.004559
307,+30%,0.003865,0.014073,0.002003,0.005727
307,+50%,0.006874,0.009028,0.005138,0.008610
308,Clean,0.002977,0.015102,0.003149,0.002805
308,+30%,0.005092,0.015230,0.004489,0.005696
308,+50%,0.003827,0.014733,0.004032,0.003622
309,Clean,0.003379,0.015319,0.003419,0.003340
309,+30%,0.008950,0.008738,0.010711,0.007188
309,+50%,0.009195,0.008961,0.011799,0.006591
310,Clean,0.003718,0.017722,0.004114,0.003322
310,+30%,0.004909,0.013405,0.007079,0.002740
310,+50%,0.008575,0.009268,0.012152,0.004998
311,Clean,0.002996,0.014975,0.002583,0.003409
311,+30%,0.004866,0.013975,0.004964,0.004768
311,+50%,0.007372,0.010821,0.012974,0.001770
312,Clean,0.003184,0.014814,0.002662,0.003706
312,+30%,0.008120,0.009935,0.011210,0.005030
312,+50%,0.008195,0.008886,0.011114,0.005277
313,Clean,0.003686,0.015780,0.003131,0.004241
313,+30%,0.006628,0.012487,0.002747,0.010509
313,+50%,0.009002,0.008639,0.010797,0.007206
314,Clean,0.003806,0.016649,0.002925,0.004687
314,+30%,0.004069,0.012137,0.001999,0.006140
314,+50%,0.005664,0.011288,0.001991,0.009337
315,Clean,0.003167,0.014977,0.003368,0.002967
315,+30%,0.008600,0.008341,0.009804,0.007396
315,+50%,0.008623,0.008188,0.008857,0.008389
316,Clean,0.003989,0.016922,0.003665,0.004313
316,+30%,0.003650,0.015187,0.003991,0.003309
316,+50%,0.008705,0.008637,0.012429,0.004981
317,Clean,0.003089,0.014891,0.002950,0.003228
317,+30%,0.005560,0.010359,0.008866,0.002254
317,+50%,0.007592,0.007942,0.005111,0.010073
318,Clean,0.003856,0.017679,0.003581,0.004131
318,+30%,0.006113,0.010437,0.002499,0.009728
318,+50%,0.008529,0.008702,0.009768,0.007289
319,Clean,0.002957,0.014412,0.002708,0.003206
319,+30%,0.003539,0.012519,0.004207,0.002871
319,+50%,0.008792,0.008723,0.007773,0.009812
320,Clean,0.003213,0.016391,0.003072,0.003355
320,+30%,0.003756,0.010578,0.002147,0.005365
320,+50%,0.006072,0.008634,0.010500,0.001644
321,Clean,0.003793,0.016382,0.004343,0.003243
321,+30%,0.007735,0.008606,0.005311,0.010159
321,+50%,0.007915,0.008251,0.010278,0.005553
322,Clean,0.003179,0.015783,0.002977,0.003382
322,+30%,0.004429,0.013960,0.002442,0.006415
322,+50%,0.004852,0.012367,0.006322,0.003382
323,Clean,0.003783,0.017562,0.002823,0.004744
323,+30%,0.003499,0.013948,0.002579,0.004419
323,+50%,0.007248,0.011106,0.002335,0.012161
324,Clean,0.004260,0.017293,0.003672,0.004847
324,+30%,0.008283,0.008976,0.008605,0.007961
324,+50%,0.008268,0.008370,0.007842,0.008695
325,Clean,0.003317,0.016340,0.003335,0.003299
325,+30%,0.006278,0.012890,0.004253,0.008302
325,+50%,0.008352,0.011801,0.010717,0.005987
326,Clean,0.003721,0.017067,0.002178,0.005263
326,+30%,0.009052,0.009288,0.002789,0.015314
326,+50%,0.009191,0.009570,0.002902,0.015479
327,Clean,0.003222,0.014894,0.002973,0.003471
327,+30%,0.007306,0.009190,0.003497,0.011114
327,+50%,0.006782,0.009753,0.008355,0.005208
328,Clean,0.003929,0.018018,0.002998,0.004861
328,+30%,0.003713,0.014577,0.003785,0.003641
328,+50%,0.006157,0.012182,0.002589,0.009725
329,Clean,0.003049,0.013941,0.003171,0.002927
329,+30%,0.007878,0.008452,0.004152,0.011604
329,+50%,0.006789,0.008707,0.001423,0.012155
330,Clean,0.003337,0.016095,0.003452,0.003223
330,+30%,0.002838,0.012029,0.002963,0.002713
330,+50%,0.002504,0.011488,0.002978,0.002030
331,Clean,0.003916,0.017506,0.003123,0.004708
331,+30%,0.006500,0.012332,0.009911,0.003090
331,+50%,0.004211,0.008632,0.006649,0.001773
332,Clean,0.003871,0.017737,0.003630,0.004111
332,+30%,0.006782,0.011855,0.004935,0.008630
332,+50%,0.007998,0.010471,0.014007,0.001988
333,Clean,0.003102,0.014902,0.003023,0.003182
333,+30%,0.005375,0.014898,0.005631,0.005120
333,+50%,0.006728,0.009622,0.007743,0.005713
334,Clean,0.003780,0.017070,0.001772,0.005789
334,+30%,0.007059,0.009468,0.003086,0.011031
334,+50%,0.009219,0.008803,0.005294,0.013145
335,Clean,0.003627,0.016737,0.003597,0.003658
335,+30%,0.007769,0.009390,0.001600,0.013937
335,+50%,0.007976,0.009013,0.008822,0.007130
336,Clean,0.003841,0.016941,0.002333,0.005348
336,+30%,0.003818,0.015274,0.002409,0.005226
336,+50%,0.003945,0.013678,0.001953,0.005936
337,Clean,0.003562,0.016365,0.004430,0.002693
337,+30%,0.006749,0.012997,0.004144,0.009355
337,+50%,0.006632,0.010312,0.003994,0.009270
338,Clean,0.003408,0.016261,0.002916,0.003899
338,+30%,0.005292,0.012205,0.002868,0.007716
338,+50%,0.006392,0.011039,0.002865,0.009918
339,Clean,0.003873,0.016451,0.002567,0.005180
339,+30%,0.003084,0.013221,0.002190,0.003979
339,+50%,0.005348,0.010250,0.002907,0.007789
340,Clean,0.004009,0.018156,0.002741,0.005276
340,+30%,0.005446,0.012380,0.005858,0.005033
340,+50%,0.006665,0.010505,0.002509,0.010820
341,Clean,0.003510,0.016116,0.002653,0.004367
341,+30%,0.007597,0.011256,0.012710,0.002484
341,+50%,0.007573,0.012382,0.011054,0.004092
342,Clean,0.003617,0.016463,0.003307,0.003926
342,+30%,0.003621,0.014707,0.002892,0.004350
342,+50%,0.008061,0.008221,0.004326,0.011796
343,Clean,0.003122,0.015646,0.002377,0.003866
343,+30%,0.005131,0.011773,0.005843,0.004418
343,+50%,0.008569,0.008867,0.008026,0.009113
344,Clean,0.003693,0.015350,0.004363,0.003023
344,+30%,0.006005,0.009277,0.002028,0.009982
344,+50%,0.006847,0.009805,0.001570,0.012124
345,Clean,0.003608,0.016714,0.002294,0.004923
345,+30%,0.004466,0.012730,0.001683,0.007249
345,+50%,0.003200,0.016002,0.002457,0.003943
346,Clean,0.003535,0.015735,0.002987,0.004082
346,+30%,0.004976,0.011822,0.003209,0.006744
346,+50%,0.004542,0.012844,0.003044,0.006040
347,Clean,0.003083,0.015630,0.001859,0.004308
347,+30%,0.006320,0.012632,0.002324,0.010316
347,+50%,0.008019,0.009687,0.001057,0.014981
348,Clean,0.003357,0.016520,0.002210,0.004503
348,+30%,0.007701,0.010132,0.013227,0.002174
348,+50%,0.008729,0.008380,0.012537,0.004921
349,Clean,0.003863,0.017481,0.003538,0.004188
349,+30%,0.007057,0.011466,0.006514,0.007600
349,+50%,0.008308,0.010484,0.010361,0.006254
350,Clean,0.003723,0.017681,0.003903,0.003542
350,+30%,0.008623,0.011859,0.009629,0.007617
350,+50%,0.008131,0.012161,0.011783,0.004480
351,Clean,0.004338,0.016586,0.001556,0.007121
351,+30%,0.007603,0.011173,0.002142,0.013063
351,+50%,0.006119,0.010383,0.002465,0.009773
352,Clean,0.003569,0.016946,0.003474,0.003664
352,+30%,0.006512,0.013283,0.002818,0.010206
352,+50%,0.008481,0.010503,0.003343,0.013619
353,Clean,0.003826,0.018145,0.004508,0.003144
353,+30%,0.007856,0.012497,0.006250,0.009462
353,+50%,0.010067,0.008882,0.009908,0.010226
354,Clean,0.003170,0.014852,0.002981,0.003358
354,+30%,0.008562,0.008745,0.007316,0.009808
354,+50%,0.009665,0.009140,0.006798,0.012532
355,Clean,0.003502,0.016312,0.003524,0.003481
355,+30%,0.005449,0.011098,0.005427,0.005471
