step,n_channels,channel_str,added_channel,composite_score,local_clean_mean,local_50_mean,ret50_mean,ret50_std,ret50_min,ret30_mean,cn_clean_mean,cn50_mean,n_survive_50,survival_rate
0,1,15,,0.11357635501221647,0.12890256750572957,0.10700797822928228,83.19385361189394,7.543974973644812,76.51074398506917,94.0838151923889,1.699895104788796,1.6476343873643893,1,100.0
