step,n_channels,channel_str,added_channel,composite_score,local_clean_mean,local_50_mean,ret50_mean,ret50_std,ret50_min,ret30_mean,cn_clean_mean,cn50_mean,n_survive_50,survival_rate
0,1,45,,0.018194564223621656,0.01916212921932875,0.01777989351117576,93.28823566545884,5.110966960900029,87.27781101059219,103.80131423806706,1.8579574028891386,1.684718647231316,1,100.0
1,2,"15,45",15,0.06302440471406309,0.05818828884594674,0.06509702580039868,111.39462443884184,6.991972675910958,101.63086939026991,109.65558857303661,1.7366343956166872,1.659863191148479,2,100.0
