rank,channels,source_stage,se3_ate_rmse_cm,se3_ate_mean_cm,rotation_ape_rmse_deg,translation_rpe_rmse_cm,translation_rpe_max_cm,rotation_rpe_rmse_deg,rotation_rpe_max_deg,translation_jump_flag,rotation_jump_flag,rpe_safety_pass,legacy_keyframe_sim3_mean_cm,legacy_keyframe_sim3_scale,legacy_keyframe_poses,photo_mse_median,photo_mse_nonfinite_count,valid_ratio_min
534,"5,23,40,52",bruteforce,9.991584295205376,8.6618450998277,81.01892356464936,5.16148831155402,26.617807772977674,3.393546979175822,18.79988012690237,True,True,False,9.621983637312503,0.8612602231787189,7,3396.762451,0,0.808
535,"6,10,27,31",bruteforce,9.991819445403317,9.134485818310345,97.04287061511202,2.5331071739536783,9.142813928387504,1.9735062034888948,8.117273481417287,True,True,False,6.982394995168906,1.6578879610799921,6,12158.893555,0,0.901
536,"5,30,34,59",bruteforce,9.99341930073896,8.378154234630866,89.2849553117384,3.6815180066763773,20.29644366239341,2.1193184656990076,10.077596239950584,True,True,False,10.116763539497695,1.2295489439538017,5,2185.414795,0,0.777
537,"23,52,56,60",bruteforce,9.99344947640483,8.734767929738293,64.03770517124941,3.8276403951931104,19.175427358214392,2.5861687759747634,13.372691086399602,True,True,False,9.499878497585502,1.2823321286750617,7,44381.648438,0,0.942
538,"5,24,34,52",bruteforce,9.993993775047265,8.459589317403202,72.33605733376787,3.4981942443342433,18.243263727995878,2.510132751897425,13.23798309002523,True,True,False,9.459222764769445,1.3521718970498793,7,12297.462891,0,0.932
539,"0,26,39,52",bruteforce,9.998133679577622,8.416076394904422,87.34229497607203,3.994463023050702,21.691477296377805,2.635125386552209,13.788632762797764,True,True,False,10.290866070500375,1.1888559916783397,7,2390.811768,0,0.807
540,"14,23,56,63",bruteforce,10.002468589491771,9.185949133515306,94.00009387259642,4.7600416576467355,25.57034642056059,2.9042821173160545,16.20630062230533,True,True,False,7.639816673208009,1.0315236898388556,8,772.217834,0,0.63
541,"1,5,23,26",bruteforce,10.006024472876366,8.507372996860864,79.15599938935314,4.252022092347584,22.661350623076114,2.779995979371788,14.297989451196122,True,True,False,9.079760141114315,1.0201746204886772,8,3070.911377,0,0.72
542,"1,17,52,59",bruteforce,10.009294851486226,9.043666693523747,74.8729288366871,3.5868531021315717,17.81559361651637,2.5882879250982644,12.841150795316238,True,True,False,10.482621994703196,1.425469168823319,7,5672.869141,0,0.889
543,"5,17,26,50",bruteforce,10.01388474210039,8.78172785377914,81.43365634357359,5.5123095255023316,31.32224345748717,3.583564302526729,19.82519971015541,True,True,False,8.089166849641238,0.8697604244307154,7,5801.80127,0,0.629
544,"14,30,39,63",bruteforce,10.020449739244658,9.24594470276722,68.70514669537647,2.808073841167645,11.22020524332018,1.7505473688607323,6.27423044850029,True,True,False,4.56260239318299,1.6134021014953221,5,896.991699,0,0.919
545,"18,25,50,52",bruteforce,10.022182871897769,9.439469742401364,68.68529850870559,4.154316186000022,20.96721477290725,3.105165339072046,15.568815170150424,True,True,False,8.556775720584772,1.296404655604695,7,6695.348145,0,0.902
546,"0,8,27,40",bruteforce,10.02282885662983,8.663414573265115,98.62197081116804,2.264396183063542,7.35285683907509,1.8349936287527284,5.970284887174545,True,True,False,8.140778022622266,1.7777537788394766,6,101.336205,0,0.926
547,"14,24,26,60",bruteforce,10.026234618129584,9.375345311845958,166.3465419180073,4.085670662857362,22.47706478063924,3.000145023110646,17.81679253876413,True,True,False,9.500270991228318,1.168919020813371,13,18.077696,0,0.77
548,"5,8,18,50",bruteforce,10.027600633603678,8.97581364192713,115.3286033270425,3.4843190850819603,14.235621945890294,2.271668530226702,9.738133695979265,True,True,False,8.100140170860778,1.4713401229849155,6,793.110962,0,0.87
549,"5,23,56,60",bruteforce,10.03032137119808,8.826091359279927,78.86362246696062,4.984503774221704,26.969951158235244,3.2726143723228245,17.872558113227566,True,True,False,8.213623912749117,0.8272053659888415,7,4173.662109,0,0.702
550,"1,26,60,63",bruteforce,10.031849567166041,9.190099674304495,63.12330914217898,2.749586365744363,11.609292798565981,1.7514788447966663,6.913529410071904,True,True,False,8.749083894369841,1.339727879654744,9,116.782959,0,0.931
551,"31,32,33,43",bruteforce,10.035092148567477,9.403010365950582,97.10899573366676,2.567298517898214,10.231418266630795,1.8147088625892682,6.268903005868584,True,True,False,5.988042387844905,1.6911898849265348,8,3089.706543,0,0.871
552,"52,56,59,62",bruteforce,10.037485973208952,8.19739940495952,88.15261295254001,4.730077411848336,27.482055277407426,3.1823516954763553,18.330559489263617,True,True,False,8.163127507186509,0.9567775439966391,5,261419.75,0,0.834
553,"14,24,50,63",bruteforce,10.037938163674024,9.458028146430346,86.41915481828396,2.221337558963341,9.812841773362042,1.6504902302367375,6.065336809685644,True,True,False,4.841396617766238,1.850551514759939,7,66.175957,0,0.898
