channel,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_30,ch_31,ch_32,ch_33,ch_34,ch_35,ch_36,ch_37,ch_38,ch_39,ch_40,ch_41,ch_42,ch_43,ch_44,ch_45,ch_46,ch_47,ch_48,ch_49,ch_50,ch_51,ch_52,ch_53,ch_54,ch_55,ch_56,ch_57,ch_58,ch_59,ch_60,ch_61,ch_62,ch_63
31,0.33951008,0.44096720,,0.49601480,,0.16585895,0.20248371,,0.22712605,,0.48110926,0.40833238,0.56407320,,0.03157445,0.13521858,0.72091448,0.50665194,0.41401434,0.73310542,0.53240412,0.74533999,0.63012242,0.35277730,0.19233307,0.44124824,0.07413527,0.34897453,0.20200640,0.55257857,0.07038842,1.00000000,0.21667190,0.57697982,0.61711097,0.63641357,,0.73025012,,0.34733889,0.09563312,0.56690156,0.48468935,0.42835683,0.55046451,0.73485911,0.80753911,0.61961830,,0.24613595,0.34261328,0.70751160,0.13537556,0.68642259,0.55648255,0.71040261,0.25177392,0.34526300,0.54939842,0.02086503,0.64105690,0.76894450,0.62608820,0.18999368
32,0.11941539,0.12834647,,0.19787085,,0.02595390,0.75486505,,0.15181047,,0.27896017,0.33295250,0.29673675,,0.11972599,0.23244563,0.51224834,0.23024911,0.40528131,0.25596774,0.22898605,0.32799047,0.38911015,0.32140973,0.03326383,0.09357097,0.09753704,0.79549134,0.71487093,0.31706107,0.21426983,0.21667190,1.00000000,0.21405154,0.21230772,0.53920227,,0.63220537,,0.13362685,0.20542651,0.35430396,0.35506803,0.29791862,0.26554203,0.13577816,0.32480603,0.33500862,,0.27230668,0.06044590,0.32923931,0.73033738,0.33944985,0.28669071,0.39400089,0.31007677,0.38328761,0.19566225,0.02150466,0.32279256,0.38165456,0.31010804,0.16856876
33,0.22306427,0.55414581,,0.33426052,,0.14261004,0.33371401,,0.25204423,,0.58713645,0.50538492,0.40311423,,0.02850636,0.16433997,0.54216987,0.64475131,0.57687253,0.67555189,0.58292705,0.78262901,0.69253904,0.46087024,0.18080236,0.36509728,0.03976241,0.25742209,0.22104689,0.48139188,0.08582732,0.57697982,0.21405154,1.00000000,0.74910849,0.45759553,,0.62941027,,0.37843606,0.15764534,0.55258977,0.58931494,0.42534110,0.57742518,0.66146821,0.76065594,0.63244808,,0.42892298,0.25118041,0.70636946,0.37946326,0.65805078,0.35212421,0.70285940,0.27863222,0.39387605,0.40615165,0.12861860,0.69886327,0.76684165,0.41721335,0.34036589
34,0.23749627,0.56025445,,0.30246148,,0.11341248,0.09646502,,0.27777445,,0.57352662,0.56677109,0.36078507,,0.03394046,0.24886493,0.68873751,0.86758786,0.69927734,0.72309577,0.56894159,0.79670554,0.70021570,0.53156811,0.14093205,0.35141602,0.05987715,0.30301663,0.18657224,0.42433292,0.08727689,0.61711097,0.21230772,0.74910849,1.00000000,0.44308296,,0.72245777,,0.40217164,0.09973486,0.58158833,0.59089434,0.42543966,0.59714210,0.74380720,0.78400016,0.64355361,,0.47527763,0.25562081,0.75862861,0.17864653,0.71135867,0.31436127,0.71974862,0.25204813,0.37104511,0.34730625,0.11240353,0.69949847,0.78542352,0.36760706,0.25094116
35,0.26813447,0.48015967,,0.67566341,,0.03108903,0.38921565,,0.34109154,,0.63268888,0.67346227,0.81457359,,0.14216651,0.38194472,0.82550526,0.22977552,0.24903284,0.68897808,0.57966352,0.82245338,0.77464545,0.56335354,0.08231487,0.40878153,0.02996825,0.32133043,0.35407132,0.76512492,0.26499873,0.63641357,0.53920227,0.45759553,0.44308296,1.00000000,,0.86461228,,0.44169074,0.03992547,0.66220778,0.66238308,0.56344795,0.67363179,0.72484827,0.79177213,0.71694195,,0.49435157,0.17430571,0.76217651,0.21132407,0.74471068,0.74664187,0.76379198,0.28963345,0.56530166,0.73825735,0.07672983,0.70671082,0.84386110,0.81412858,0.27408490
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.32429767,0.57957494,,0.66163725,,0.07040468,0.41769296,,0.34700447,,0.71418065,0.76440835,0.74910229,,0.05556250,0.42728940,0.96049172,0.59769386,0.65159339,0.74428833,0.75818425,0.94207776,0.83559227,0.63576478,0.12639987,0.55874342,0.07849371,0.62003291,0.45647353,0.81241667,0.32454699,0.73025012,0.63220537,0.62941027,0.72245777,0.86461228,,1.00000000,,0.52226067,0.04756411,0.70477957,0.80869675,0.74553263,0.78259552,0.88361561,0.90005624,0.82658166,,0.59827149,0.26744679,0.89457893,0.16189627,0.88286233,0.68838549,0.88107502,0.37230885,0.68065131,0.71961510,0.04562323,0.82361662,0.96854913,0.78806603,0.44928303
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.15441009,0.47944599,,0.39798501,,0.06328916,0.10498308,,0.27742487,,0.60072583,0.55821848,0.46926671,,0.03051485,0.39781576,0.48085469,0.22504029,0.33196282,0.41398579,0.42113224,0.55910850,0.42739227,0.42481881,0.17646998,0.30619037,0.08805983,0.23093155,0.18546377,0.41324192,0.38017261,0.34733889,0.13362685,0.37843606,0.40217164,0.44169074,,0.52226067,,1.00000000,0.16099930,0.32336459,0.54255748,0.39558542,0.42912889,0.51384664,0.48916984,0.53437179,,0.58833456,0.10422362,0.59712207,0.13289785,0.55133462,0.38027823,0.47010624,0.11267857,0.32047683,0.46483323,0.02301357,0.51938868,0.50970799,0.43620810,0.29784638
40,0.04113325,0.09288909,,0.03246940,,0.16031750,0.22105896,,0.17676751,,0.09577170,0.12987667,0.04053592,,0.03861278,0.02906396,0.06488579,0.04365031,0.03860808,0.11578304,0.19010001,0.07985084,0.11078046,0.19385512,0.27852565,0.04440279,0.06841715,0.14870569,0.16550019,0.07008989,0.02724719,0.09563312,0.20542651,0.15764534,0.09973486,0.03992547,,0.04756411,,0.16099930,1.00000000,0.03625970,0.13394281,0.03047895,0.22824594,0.12888417,0.09096526,0.15127933,,0.13901411,0.02973661,0.06569934,0.26917386,0.04817388,0.05566999,0.08105854,0.07195237,0.02350525,0.07291741,0.03856690,0.21921566,0.07021358,0.02088026,0.20508525
41,0.28393948,0.32685545,,0.52142251,,0.04569818,0.21335992,,0.31929484,,0.53725386,0.65390146,0.58666521,,0.40505570,0.29235882,0.74084258,0.44190857,0.49850902,0.69183755,0.37276429,0.71792239,0.82964671,0.51095843,0.14780861,0.14391157,0.04160140,0.39116597,0.32504827,0.60653436,0.15407732,0.56690156,0.35430396,0.55258977,0.58158833,0.66220778,,0.70477957,,0.32336459,0.03625970,1.00000000,0.64048600,0.41438121,0.64634758,0.67556274,0.71285343,0.69508749,,0.48211655,0.11702455,0.58789933,0.12177142,0.54059529,0.54251015,0.81791139,0.49536830,0.53395355,0.53320044,0.50118500,0.67471582,0.75835776,0.55483782,0.16171825
