step,n_channels,channel_str,removed_channel,ret50_mean,ret50_std,ret50_min,ret30_mean,local_clean_mean,local_50_mean,cn50_mean
0,8,"6,7,12,15,36,45,58,62",,125.4438989393841,7.949229342581633,114.68434210048346,119.56715426530292,0.04980318364812512,0.06213448159250898,1.5966972883841368
1,7,"6,7,12,15,36,58,62",45,132.14809306753173,12.33474483811641,121.381421547406,135.53144302944006,0.06396305162774295,0.08338094779264167,1.5825997282120072
2,6,"7,12,15,36,58,62",6,157.64920056954435,25.351613611261772,123.8440016261753,180.99297387282797,0.07050291464901125,0.10700797822928217,1.6476343873643853
3,5,"12,15,36,58,62",7,157.64920056954438,25.35161361126176,123.8440016261755,180.992973872828,0.07050291464901123,0.10700797822928217,1.6476343873643906
4,4,"12,15,58,62",36,157.64920056954463,25.35161361126206,123.84400162617537,180.99297387282843,0.0705029146490112,0.10700797822928226,1.6476343873643904
5,3,"12,15,58",62,142.65832372708027,22.470332167165708,112.78130239420676,163.79308174364644,0.07780557455920338,0.1070079782292823,1.6476343873643862
6,2,"15,58",12,120.73506013829335,17.7614453858177,95.85438185675667,137.0625255044402,0.09141550279350562,0.10700797822928221,1.647634387364391
7,1,15,58,83.19385361189394,7.543974973644812,76.51074398506917,94.0838151923889,0.12890256750572957,0.10700797822928228,1.6476343873643893
