step,n_channels,channel_str,added_channel,composite_score,local_clean_mean,local_50_mean,ret50_mean,ret50_std,ret50_min,ret30_mean,cn_clean_mean,cn50_mean,n_survive_50,survival_rate
0,,42,,0.059786,0.057628,0.06071,104.4,,,,2.65,2.6,,100.0
1,2,"23,42",23,0.07304589148130874,0.06998545192864515,0.07435750843245027,105.83101898437756,3.448586555122145,101.57988279583373,99.82463677597036,1.8496463232150655,1.7711530388278127,2,100.0
