rank,label,channels,role,replicate,coverage,historical_evo_ape_mean_cm,historical_evo_ape_rmse_cm,historical_evo_rpe_rmse_cm,se3_ate_rmse_cm,se3_ate_mean_cm,se3_ate_max_cm,translation_rpe_rmse_cm,translation_rpe_max_cm,rotation_rpe_rmse_deg,rotation_rpe_max_deg,allframe_sim3_mean_cm,allframe_sim3_scale,keyframe_sim3_mean_cm,keyframe_sim3_scale
1,resnet_c2f_b_fine03_coarse05,"resnet:c2f:B:fine15,20,26,34,45,53:coarse108,121",Step-R full-grid C2F-B; F3 × C5,0,0.9965095986038395,9.8569,10.9538,1.188,14.665215212728128,13.943294232902312,22.636625676748007,0.9070981567062009,4.409150439895229,0.5848650834000437,5.79570994832718,10.969492998070686,1.1090709361611923,9.868910071288537,1.1214023468698104
2,resnet_c2f_b_fine01_coarse05,"resnet:c2f:B:fine15,20,26,34:coarse108,121",Step-R full-grid C2F-B; F1 × C5,0,0.9965095986038395,10.1203,11.0924,1.1841000000000002,14.537441722354963,13.906024824987892,21.83459714227202,0.909533948705574,5.1696140323185045,0.584296928286737,5.811653195090891,11.231164441483113,1.1036519307060575,10.128624562799276,1.11630370901345
3,resnet_c2f_b_fine02_coarse05,"resnet:c2f:B:fine23,24,26,51,63:coarse108,121",Step-R full-grid C2F-B; F2 × C5,0,0.9965095986038395,10.2787,11.2698,1.1952,14.609625679935826,13.713410604160977,23.619044229613653,0.934478097794482,4.8618091751065755,0.5996089591083318,6.356754509578101,11.240311954321948,1.1015461909136541,10.291666311996028,1.114470398624731
4,resnet_c2f_b_fine02_coarse01,"resnet:c2f:B:fine23,24,26,51,63:coarse41,60,67,108,121",Step-R full-grid C2F-B; F2 × C1,0,0.9965095986038395,10.5499,12.6214,4.0017,19.33755486418013,16.219622820258493,60.08350504701122,3.104997183242179,67.96243196105645,2.5081666629366137,56.46883349109665,13.882401072680628,1.0940183144493099,10.546222611560314,1.115713643131625
5,resnet_c2f_a_fine05_coarse04,"resnet:c2f:A:fine5,6,24,29:coarse67,108,121",Step-R full-grid C2F-A; F5 × C4,0,0.9965095986038395,10.6933,11.572000000000001,1.1938,16.10379877587341,15.25927723709791,25.344721517607038,0.9570882003201364,8.819577550706354,0.5777796144590182,4.810035361278079,11.430408508212894,1.1353920694763882,10.706852737909474,1.1470935747306004
6,resnet_c2f_b_fine05_coarse04,"resnet:c2f:B:fine5,6,24,29:coarse67,108,121",Step-R full-grid C2F-B; F5 × C4,0,0.9965095986038395,10.7274,11.5108,1.1613,15.28544352289593,14.569808558084205,24.25875106512124,0.9352929701237904,8.222248526308592,0.5572258571016039,4.450648046518715,11.130239516637456,1.123079810978864,10.745192884159247,1.1334992088130362
7,resnet_c2f_b_fine05_coarse05,"resnet:c2f:B:fine5,6,24,29:coarse108,121",Step-R full-grid C2F-B; F5 × C5,0,0.9965095986038395,11.1759,11.852500000000001,1.2266000000000001,15.413184431868132,14.50815547092225,27.12452458271021,0.931826226890112,6.12531677518076,0.5827721577952922,5.561449437977808,11.093729784803383,1.127064439177932,11.204208497688594,1.1365291452216475
8,resnet_c2f_a_fine05_coarse03,"resnet:c2f:A:fine5,6,24,29:coarse41,60,67,95,108,121",Step-R full-grid C2F-A; F5 × C3,0,0.9965095986038395,11.442,12.4315,1.2387000000000001,16.40828950290126,15.62850605993907,28.541105903338774,0.9887516341451077,10.556600306545844,0.579133618589084,5.265929892551762,12.542982838501882,1.1222397623746023,11.441948418005271,1.1356664937021335
9,resnet_c2f_b_fine03_coarse04,"resnet:c2f:B:fine15,20,26,34,45,53:coarse67,108,121",Step-R full-grid C2F-B; F3 × C4,0,0.9965095986038395,11.485199999999999,12.3148,1.1179,15.966734385637224,15.328175190627105,24.844888111010327,0.8992305381321083,6.469177830761712,0.5550306713220454,4.748234294273184,12.266682192800648,1.1191727682285728,11.49299521827616,1.1315906475601394
10,resnet_c2f_a_fine06_coarse04,"resnet:c2f:A:fine29,33,52:coarse67,108,121",Step-R full-grid C2F-A; F6 × C4,0,0.9965095986038395,11.5763,12.595600000000001,1.1573,16.66673169105654,15.960168627818197,24.645953271749217,0.9262945884150912,7.21828619646339,0.5516294163668461,3.7297824669990263,12.43262881821899,1.1301145687823002,11.586689875605828,1.1421018850069582
11,resnet_direct_fine03,"resnet:direct:conv1:15,20,26,34,45,53",Step-R direct fine rank 3,0,0.9965095986038395,11.6218,12.7363,1.2805,15.91297263040303,15.089097926409517,36.859109872596036,1.7475035871863176,34.10684179646963,1.3961830566719167,29.66337367722541,13.426149320465269,1.0864660294059778,11.62004791833418,1.1039569425147207
12,resnet_c2f_b_fine06_coarse04,"resnet:c2f:B:fine29,33,52:coarse67,108,121",Step-R full-grid C2F-B; F6 × C4,0,0.9965095986038395,11.7041,12.456399999999999,1.2705,16.192586601486965,15.672211067012078,24.333257098044072,1.0037847942830973,11.437181195428932,0.5361145170423647,2.105528436462428,12.111215989885988,1.1261290321941844,11.720205578494323,1.13594908300781
13,resnet_c2f_a_fine02_coarse05,"resnet:c2f:A:fine23,24,26,51,63:coarse108,121",Step-R full-grid C2F-A; F2 × C5,0,0.9965095986038395,12.0326,13.012,1.3512,16.231236671775147,15.303325101318844,27.7101076142018,0.9859740365038453,6.536290273834171,0.6178962807498244,6.5561573416996515,12.843369574466232,1.108411134390993,12.05149724248249,1.125566660973192
14,resnet_c2f_a_fine01_coarse04,"resnet:c2f:A:fine15,20,26,34:coarse67,108,121",Step-R full-grid C2F-A; F1 × C4,0,0.9965095986038395,12.0726,13.1068,1.196,16.754626920483858,16.133364591408206,27.066335188365,0.9560563714189292,9.135993871072568,0.575124212670322,4.9118661400013375,13.34311594115111,1.114607344425838,12.072224139623415,1.131160696796681
15,resnet_c2f_b_fine04_coarse04,"resnet:c2f:B:fine33,52:coarse67,108,121",Step-R full-grid C2F-B; F4 × C4,0,0.9965095986038395,12.1327,12.995499999999998,1.2877,16.10725990417541,15.396482342723218,27.531072414936265,1.0313085063021397,10.023828906903404,0.594408879101292,6.522119782074495,12.550489332763041,1.114504957500474,12.135119086877616,1.1245258683357042
16,resnet_c2f_a_fine03_coarse04,"resnet:c2f:A:fine15,20,26,34,45,53:coarse67,108,121",Step-R full-grid C2F-A; F3 × C4,0,0.9965095986038395,12.1419,13.2133,1.2043,17.02429491718849,16.399048988829076,26.895108332835814,0.955202943684136,9.289282340882751,0.5674624486715015,4.744283047215251,13.385318075984726,1.1201778085544511,12.142352816390684,1.1365671258851646
17,resnet_c2f_a_fine06_coarse03,"resnet:c2f:A:fine29,33,52:coarse41,60,67,95,108,121",Step-R full-grid C2F-A; F6 × C3,0,0.9965095986038395,12.1517,13.300699999999999,1.7260000000000002,17.497278198479005,16.67508519001404,29.648822858080422,1.3089553226290722,22.122067021025895,0.9681612612342326,18.965454994993983,13.648502521268274,1.116873167303069,12.155587787583858,1.1358924834670066
18,resnet_c2f_a_fine03_coarse05,"resnet:c2f:A:fine15,20,26,34,45,53:coarse108,121",Step-R full-grid C2F-A; F3 × C5,0,0.9965095986038395,12.1811,13.087299999999999,1.2918,16.56966589051866,15.724965294671108,26.39353994502791,0.94239399606117,5.736963740211953,0.6128408999814907,6.143051009916232,13.150798429947303,1.1153967436299672,12.192523297772423,1.1332469120861588
19,resnet_c2f_b_fine06_coarse03,"resnet:c2f:B:fine29,33,52:coarse41,60,67,95,108,121",Step-R full-grid C2F-B; F6 × C3,0,0.9965095986038395,12.3707,13.064200000000001,1.4445,16.2893465576134,15.824741621264629,25.12241109950834,1.1405533105841592,17.376297915677284,0.5398931997885613,3.2496937250484472,12.477450558857301,1.1235491431639129,12.386932742868515,1.1304795479228185
