Trial	N_Channels	Channels	ATE_Mean_cm	Status
922	8	d28,d34,d43,d71,d87,d107,d117,d119	46.3518	OK
923	8	d22,d40,d43,d56,d58,d75,d105,d125	37.3987	OK
924	8	d3,d55,d63,d71,d83,d109,d118,d121	35.7484	OK
925	6	d1,d11,d38,d56,d106,d111	45.9270	OK
926	6	d8,d10,d100,d108,d120,d122	41.5490	OK
927	6	d3,d21,d25,d61,d115,d126	53.1150	OK
928	6	d33,d55,d61,d75,d91,d104	-	FROZEN_FAIL
929	4	d4,d23,d78,d122	56.7901	OK
930	4	d6,d41,d116,d117	35.1315	OK
931	4	d35,d47,d103,d118	67.4260	OK
932	4	d0,d18,d94,d118	48.4156	OK
933	8	d8,d20,d53,d69,d75,d85,d98,d109	46.8865	OK
934	8	d10,d13,d14,d28,d85,d93,d98,d119	45.6852	OK
935	8	d17,d29,d35,d44,d52,d61,d85,d93	54.0091	OK
936	8	d53,d57,d68,d70,d82,d90,d108,d122	46.4236	OK
937	6	d13,d16,d88,d95,d115,d124	-	TIMEOUT
938	6	d16,d31,d74,d94,d115,d120	59.5771	OK
939	6	d20,d22,d45,d48,d100,d117	49.0777	OK
940	6	d19,d27,d28,d42,d70,d73	49.8122	OK
941	4	d37,d38,d52,d127	38.9781	OK
942	4	d5,d33,d75,d106	40.4582	OK
943	4	d88,d107,d113,d121	33.1942	OK
944	4	d5,d16,d48,d74	51.6220	OK
945	8	d5,d59,d83,d85,d87,d105,d113,d124	43.8644	OK
946	8	d33,d43,d58,d66,d77,d78,d117,d123	36.5973	OK
947	8	d12,d37,d42,d72,d73,d90,d95,d116	-	TIMEOUT
948	8	d10,d29,d39,d41,d44,d46,d60,d73	34.3738	OK
949	6	d32,d47,d66,d81,d94,d112	38.6505	OK
950	6	d8,d37,d52,d81,d88,d95	33.8448	OK
951	6	d6,d31,d41,d77,d103,d114	44.0695	OK
952	6	d1,d37,d39,d81,d117,d127	36.8044	OK
953	4	d74,d75,d84,d121	25.7589	OK
954	4	d28,d37,d86,d113	-	TIMEOUT
955	4	d10,d29,d35,d122	43.8694	OK
956	4	d6,d56,d78,d102	40.1247	OK
957	8	d14,d23,d49,d56,d71,d83,d91,d114	46.2656	OK
958	8	d5,d21,d22,d49,d50,d100,d114,d125	-	TIMEOUT
959	8	d14,d37,d81,d92,d94,d98,d101,d109	39.0532	OK
960	8	d3,d22,d72,d78,d88,d89,d95,d114	-	TIMEOUT
961	6	d41,d55,d73,d106,d108,d113	38.7860	OK
962	6	d22,d35,d36,d53,d77,d106	47.1177	OK
963	6	d1,d16,d22,d85,d96,d121	50.1301	OK
964	6	d35,d44,d69,d104,d106,d118	45.8542	OK
965	4	d47,d51,d74,d97	23.9469	OK
966	4	d10,d77,d125,d126	48.5868	OK
967	4	d0,d6,d57,d118	-	TIMEOUT
968	4	d39,d67,d76,d120	42.7870	OK
969	8	d7,d30,d31,d45,d62,d73,d106,d125	34.7483	OK
970	8	d17,d66,d70,d92,d111,d121,d123,d126	45.7188	OK
971	8	d4,d14,d30,d37,d41,d66,d81,d95	35.0959	OK
972	8	d13,d34,d41,d69,d91,d92,d107,d118	36.1395	OK
973	6	d12,d19,d46,d49,d74,d91	35.5470	OK
974	6	d24,d42,d69,d77,d80,d82	47.0336	OK
975	6	d3,d24,d35,d36,d90,d92	39.8277	OK
976	6	d41,d72,d87,d95,d105,d124	41.0365	OK
977	4	d26,d39,d55,d56	45.3114	OK
978	4	d29,d48,d106,d117	40.2565	OK
979	4	d4,d19,d29,d33	37.0390	OK
980	4	d79,d89,d92,d122	61.6548	OK
981	8	d7,d30,d35,d44,d56,d77,d87,d113	44.6440	OK
982	8	d20,d32,d33,d36,d53,d58,d78,d108	35.4233	OK
983	8	d4,d10,d19,d27,d28,d50,d110,d123	-	TIMEOUT
984	8	d8,d11,d15,d16,d30,d64,d77,d120	55.7030	OK
985	6	d2,d24,d31,d47,d51,d52	-	TIMEOUT
986	6	d7,d23,d37,d71,d89,d90	38.5060	OK
987	6	d3,d17,d25,d41,d55,d61	58.9822	OK
988	6	d1,d25,d43,d49,d54,d72	43.7753	OK
989	4	d47,d93,d112,d121	-	TIMEOUT
990	4	d27,d46,d90,d97	-	FROZEN_FAIL
991	4	d54,d58,d104,d108	38.4084	OK
992	4	d28,d31,d80,d119	-	TIMEOUT
993	8	d10,d21,d28,d34,d73,d83,d92,d126	36.3619	OK
994	8	d29,d57,d72,d79,d98,d113,d116,d126	47.1393	OK
995	8	d17,d45,d48,d74,d94,d104,d109,d121	36.4212	OK
996	8	d3,d21,d26,d30,d36,d101,d112,d125	39.9286	OK
997	6	d16,d26,d43,d93,d101,d102	47.9458	OK
998	6	d31,d50,d51,d59,d86,d103	48.1912	OK
999	6	d69,d71,d91,d102,d108,d127	31.4895	OK
1000	6	d37,d71,d103,d116,d121,d124	23.8882	OK
1001	4	d27,d31,d64,d125	51.5446	OK
1002	4	d7,d34,d59,d127	48.0571	OK
1003	4	d13,d17,d25,d127	66.1878	OK
1004	4	d6,d45,d83,d97	-	TIMEOUT
1005	8	d19,d24,d39,d51,d75,d77,d119,d126	46.0242	OK
1006	8	d4,d8,d30,d66,d87,d110,d125,d127	48.0849	OK
1007	8	d8,d9,d80,d96,d98,d113,d115,d117	53.9853	OK
1008	8	d34,d42,d45,d77,d79,d99,d110,d125	42.4637	OK
1009	6	d28,d40,d120,d121,d124,d125	39.0327	OK
1010	6	d14,d67,d90,d96,d100,d126	35.6241	OK
1011	6	d7,d11,d15,d32,d72,d82	41.1974	OK
1012	6	d6,d24,d87,d89,d93,d97	52.4729	OK
1013	4	d88,d91,d105,d109	35.1438	OK
1014	4	d14,d62,d63,d89	47.6406	OK
1015	4	d16,d21,d60,d79	-	TIMEOUT
1016	4	d29,d43,d78,d86	48.0112	OK
1017	8	d5,d9,d68,d83,d107,d108,d117,d120	37.7594	OK
1018	8	d5,d25,d52,d81,d82,d96,d99,d125	27.7661	OK
1019	8	d19,d42,d51,d76,d86,d93,d111,d127	50.3980	OK
1020	8	d12,d23,d54,d57,d67,d73,d76,d102	32.4794	OK
1021	6	d17,d24,d69,d86,d109,d121	60.1550	OK
1022	6	d19,d53,d76,d77,d88,d110	45.2338	OK
1023	6	d51,d64,d80,d102,d106,d116	34.0008	OK
1024	6	d4,d46,d47,d54,d119,d127	49.9671	OK
1025	4	d15,d51,d68,d111	-	TIMEOUT
1026	4	d37,d61,d93,d118	57.0346	OK
1027	4	d38,d76,d105,d111	60.0640	OK
1028	4	d16,d52,d81,d105	-	TIMEOUT
1029	8	d29,d41,d60,d61,d65,d68,d73,d103	44.2410	OK
1030	8	d7,d38,d49,d62,d79,d111,d118,d124	36.4070	OK
1031	8	d7,d9,d34,d40,d51,d66,d69,d108	31.5924	OK
1032	8	d5,d10,d14,d21,d45,d71,d80,d124	49.3575	OK
1033	6	d16,d23,d76,d93,d101,d104	57.9028	OK
1034	6	d28,d30,d35,d60,d64,d127	46.9855	OK
1035	6	d23,d31,d60,d80,d84,d99	29.2511	OK
1036	6	d27,d36,d44,d55,d60,d108	34.0349	OK
1037	4	d54,d70,d104,d112	44.8890	OK
1038	4	d14,d65,d95,d125	-	TIMEOUT
1039	4	d28,d81,d108,d121	24.3061	OK
1040	4	d37,d63,d71,d92	31.5002	OK
1041	8	d5,d8,d13,d61,d64,d78,d94,d121	51.6573	OK
1042	8	d2,d31,d60,d79,d92,d98,d99,d113	37.5071	OK
1043	8	d23,d41,d53,d60,d65,d76,d77,d100	35.4623	OK
1044	8	d8,d20,d70,d81,d104,d112,d120,d125	49.0483	OK
1045	6	d25,d41,d66,d85,d105,d108	24.8062	OK
1046	6	d7,d16,d83,d90,d107,d116	38.0996	OK
1047	6	d0,d13,d34,d47,d102,d113	51.2279	OK
1048	6	d21,d28,d40,d51,d78,d80	48.4586	OK
1049	4	d33,d63,d81,d105	41.4990	OK
1050	4	d34,d66,d115,d122	68.5107	OK
1051	4	d44,d50,d72,d83	-	TIMEOUT
1052	4	d21,d46,d94,d106	40.5922	OK
1053	8	d5,d22,d50,d57,d58,d96,d100,d118	36.7613	OK
1054	8	d12,d22,d38,d43,d66,d67,d102,d109	40.1428	OK
1055	8	d3,d30,d43,d57,d94,d111,d116,d126	42.2735	OK
1056	8	d33,d48,d52,d68,d73,d97,d110,d126	36.1783	OK
1057	6	d46,d48,d52,d55,d72,d107	48.1106	OK
1058	6	d7,d37,d60,d67,d74,d104	21.9441	OK
1059	6	d2,d21,d63,d94,d115,d117	-	TIMEOUT
1060	6	d34,d54,d82,d98,d101,d120	48.9752	OK
1061	4	d18,d24,d65,d108	42.2710	OK
1062	4	d13,d15,d60,d85	42.0423	OK
1063	4	d1,d11,d90,d120	52.2289	OK
1064	4	d64,d77,d97,d101	38.4032	OK
1065	8	d10,d33,d43,d45,d66,d86,d94,d126	47.0695	OK
1066	8	d22,d29,d33,d36,d66,d81,d110,d119	33.7020	OK
1067	8	d11,d32,d71,d72,d80,d92,d110,d127	-	TIMEOUT
1068	8	d13,d38,d42,d67,d80,d111,d112,d125	45.4561	OK
1069	6	d9,d13,d38,d46,d48,d58	37.4858	OK
1070	6	d29,d41,d66,d111,d119,d120	42.7364	OK
1071	6	d10,d91,d113,d117,d124,d126	39.5767	OK
1072	6	d23,d28,d31,d37,d89,d126	40.5019	OK
1073	4	d43,d46,d52,d72	59.6209	OK
1074	4	d1,d46,d54,d69	54.4715	OK
1075	4	d19,d63,d106,d127	39.6371	OK
1076	4	d6,d24,d72,d84	53.5068	OK
1077	8	d7,d20,d27,d31,d39,d82,d95,d100	30.1861	OK
1078	8	d1,d11,d68,d84,d115,d116,d117,d122	-	TIMEOUT
1079	8	d12,d14,d18,d33,d54,d72,d82,d83	37.4844	OK
1080	8	d5,d22,d23,d45,d61,d65,d97,d102	38.9715	OK
1081	6	d39,d41,d53,d72,d99,d103	39.3168	OK
1082	6	d30,d33,d76,d79,d110,d125	-	FROZEN_FAIL
1083	6	d24,d51,d91,d94,d114,d125	-	TIMEOUT
1084	6	d23,d68,d94,d99,d108,d121	34.4379	OK
1085	4	d23,d47,d109,d111	51.4931	OK
1086	4	d10,d57,d87,d118	54.4897	OK
1087	4	d21,d39,d74,d126	43.4188	OK
1088	4	d20,d111,d119,d122	48.1583	OK
1089	8	d12,d19,d32,d38,d63,d75,d76,d109	43.5935	OK
1090	8	d11,d24,d27,d64,d90,d105,d108,d118	45.4203	OK
1091	8	d4,d20,d29,d45,d46,d65,d100,d118	46.3602	OK
1092	8	d11,d21,d67,d76,d80,d106,d115,d116	53.8325	OK
1093	6	d20,d27,d47,d54,d66,d87	46.2903	OK
1094	6	d1,d3,d4,d29,d101,d111	52.8594	OK
1095	6	d43,d77,d103,d117,d122,d124	44.9101	OK
1096	6	d22,d32,d34,d77,d92,d101	-	TIMEOUT
1097	4	d3,d4,d28,d48	42.4115	OK
1098	4	d6,d48,d53,d123	47.6457	OK
1099	4	d37,d48,d61,d111	39.5038	OK
1100	4	d22,d37,d77,d118	42.9972	OK
1101	8	d5,d29,d39,d42,d108,d113,d121,d124	37.8377	OK
1102	8	d5,d13,d51,d62,d75,d100,d115,d120	61.4425	OK
1103	8	d2,d9,d26,d74,d85,d106,d110,d126	37.4438	OK
1104	8	d4,d15,d16,d59,d80,d102,d108,d124	41.7875	OK
1105	6	d29,d68,d88,d106,d121,d126	37.1237	OK
1106	6	d5,d41,d49,d73,d111,d114	53.1752	OK
1107	6	d56,d59,d86,d88,d112,d120	51.9942	OK
1108	6	d33,d75,d92,d99,d106,d119	34.0235	OK
1109	4	d41,d53,d72,d120	53.5769	OK
1110	4	d22,d33,d44,d123	48.6266	OK
1111	4	d25,d40,d51,d125	38.8429	OK
1112	4	d60,d77,d106,d126	43.5191	OK
1113	8	d4,d8,d12,d40,d44,d53,d66,d91	46.5568	OK
1114	8	d16,d29,d30,d57,d58,d86,d110,d124	50.0974	OK
1115	8	d11,d12,d26,d38,d66,d68,d87,d90	50.3586	OK
1116	8	d10,d26,d27,d28,d30,d42,d112,d117	-	TIMEOUT
1117	6	d40,d52,d74,d92,d113,d127	37.3479	OK
1118	6	d25,d31,d35,d39,d85,d93	52.9642	OK
1119	6	d1,d51,d62,d106,d112,d121	26.6683	OK
1120	6	d21,d43,d68,d73,d87,d95	54.6437	OK
1121	4	d38,d62,d92,d106	37.2044	OK
1122	4	d35,d58,d107,d109	37.9107	OK
1123	4	d92,d104,d105,d117	66.9230	OK
1124	4	d2,d7,d37,d113	38.5482	OK
1125	8	d15,d17,d21,d42,d80,d86,d102,d111	62.3081	OK
1126	8	d9,d14,d38,d75,d77,d100,d102,d107	31.4535	OK
1127	8	d2,d37,d52,d71,d80,d88,d103,d114	54.6555	OK
1128	8	d9,d21,d50,d77,d85,d88,d103,d113	40.4952	OK
1129	6	d23,d32,d54,d72,d79,d99	42.5262	OK
1130	6	d5,d7,d40,d61,d66,d87	61.2965	OK
1131	6	d15,d28,d66,d77,d95,d108	45.8089	OK
1132	6	d1,d12,d31,d76,d90,d114	50.5607	OK
1133	4	d59,d60,d86,d116	48.5511	OK
1134	4	d35,d72,d76,d89	57.7764	OK
1135	4	d26,d63,d83,d96	32.1799	OK
1136	4	d25,d49,d92,d116	-	TIMEOUT
1137	8	d15,d20,d23,d33,d37,d105,d108,d121	36.0231	OK
1138	8	d19,d54,d67,d94,d101,d103,d114,d127	38.1825	OK
1139	8	d32,d36,d41,d106,d108,d112,d124,d125	31.7685	OK
1140	8	d8,d30,d33,d40,d54,d116,d117,d121	35.2784	OK
1141	6	d10,d28,d30,d74,d94,d104	38.7420	OK
1142	6	d30,d39,d75,d77,d78,d95	33.8003	OK
1143	6	d7,d12,d36,d78,d107,d124	32.2511	OK
1144	6	d0,d31,d46,d55,d72,d125	60.5697	OK
1145	4	d11,d17,d89,d106	48.6091	OK
1146	4	d79,d86,d115,d123	72.3459	OK
1147	4	d33,d35,d96,d121	29.1507	OK
1148	4	d38,d114,d115,d117	-	TIMEOUT
1149	8	d11,d22,d59,d83,d86,d99,d101,d104	42.2573	OK
1150	8	d6,d21,d22,d31,d42,d71,d79,d113	76.8471	OK
1151	8	d4,d13,d30,d46,d48,d49,d70,d121	41.2426	OK
1152	8	d11,d21,d52,d62,d82,d102,d113,d125	35.7281	OK
1153	6	d5,d6,d46,d87,d106,d111	44.8135	OK
1154	6	d23,d25,d29,d65,d81,d97	36.2008	OK
1155	6	d22,d36,d43,d46,d65,d73	43.7370	OK
1156	6	d15,d39,d43,d78,d83,d104	47.6500	OK
1157	4	d6,d14,d46,d76	50.2137	OK
1158	4	d25,d36,d81,d99	36.3766	OK
1159	4	d66,d82,d96,d105	33.0643	OK
1160	4	d13,d30,d51,d61	-	TIMEOUT
1161	8	d15,d29,d60,d68,d81,d98,d118,d126	46.5678	OK
1162	8	d4,d7,d16,d25,d59,d68,d104,d123	58.8709	OK
1163	8	d21,d32,d36,d52,d63,d77,d104,d114	40.9558	OK
1164	8	d0,d10,d43,d62,d95,d108,d115,d118	61.7782	OK
1165	6	d0,d15,d42,d69,d74,d123	51.1921	OK
1166	6	d11,d54,d64,d72,d89,d97	46.2184	OK
1167	6	d17,d22,d31,d41,d76,d101	-	FROZEN_FAIL
1168	6	d35,d53,d71,d81,d87,d110	48.7892	OK
1169	4	d62,d66,d69,d115	69.5742	OK
1170	4	d53,d82,d87,d117	43.8117	OK
1171	4	d0,d4,d34,d84	51.6262	OK
1172	4	d1,d2,d44,d121	48.8314	OK
1173	8	d7,d19,d20,d31,d100,d105,d113,d125	40.4095	OK
1174	8	d2,d31,d45,d90,d91,d96,d99,d118	32.6601	OK
1175	8	d2,d5,d49,d56,d71,d91,d94,d113	-	FROZEN_FAIL
1176	8	d9,d23,d49,d56,d59,d77,d92,d126	34.7323	OK
1177	6	d1,d50,d53,d71,d101,d126	47.4145	OK
1178	6	d28,d43,d44,d49,d71,d126	46.7609	OK
1179	6	d16,d32,d49,d58,d66,d70	38.5421	OK
1180	6	d0,d5,d13,d64,d109,d116	55.5721	OK
1181	4	d70,d82,d104,d110	38.5169	OK
1182	4	d31,d92,d119,d126	56.0331	OK
1183	4	d11,d12,d57,d71	69.9036	OK
1184	4	d1,d80,d107,d114	55.4143	OK
1185	8	d6,d19,d20,d49,d57,d85,d100,d108	47.8006	OK
1186	8	d7,d16,d24,d42,d50,d63,d79,d84	60.7593	OK
1187	8	d6,d27,d63,d64,d85,d110,d121,d122	39.6933	OK
1188	8	d13,d18,d24,d60,d61,d85,d87,d112	41.3566	OK
1189	6	d8,d15,d21,d31,d96,d114	40.1705	OK
1190	6	d14,d15,d16,d32,d80,d113	51.4283	OK
1191	6	d13,d14,d16,d26,d77,d110	45.1601	OK
1192	6	d24,d59,d75,d97,d102,d105	42.1839	OK
1193	4	d2,d98,d116,d118	49.7000	OK
1194	4	d6,d25,d86,d109	50.5642	OK
1195	4	d27,d49,d84,d116	-	TIMEOUT
1196	4	d3,d17,d26,d49	73.9783	OK
1197	8	d32,d47,d62,d65,d90,d107,d113,d123	47.7731	OK
1198	8	d11,d15,d32,d35,d37,d79,d91,d111	44.5314	OK
1199	8	d2,d14,d37,d74,d79,d87,d94,d120	38.8121	OK
1200	8	d13,d17,d50,d51,d60,d87,d88,d108	36.6004	OK
1201	6	d48,d76,d84,d85,d119,d121	32.6251	OK
1202	6	d10,d26,d41,d84,d107,d116	37.5496	OK
1203	6	d0,d56,d57,d58,d119,d126	57.0231	OK
1204	6	d52,d54,d61,d84,d96,d123	42.1403	OK
1205	4	d1,d47,d92,d102	32.8257	OK
1206	4	d2,d7,d18,d91	46.2703	OK
1207	4	d29,d36,d74,d112	32.9094	OK
1208	4	d7,d11,d49,d92	35.6670	OK
1209	8	d44,d45,d50,d56,d62,d67,d72,d86	42.7332	OK
1210	8	d5,d25,d28,d35,d45,d50,d67,d97	38.0635	OK
1211	8	d43,d53,d61,d78,d86,d94,d95,d116	57.4117	OK
1212	8	d16,d30,d33,d36,d48,d49,d96,d111	38.3776	OK
1213	6	d11,d48,d62,d81,d95,d109	39.5195	OK
1214	6	d13,d38,d63,d71,d75,d83	42.7397	OK
1215	6	d16,d20,d32,d53,d120,d125	66.4667	OK
1216	6	d42,d45,d95,d99,d118,d127	41.7428	OK
1217	4	d82,d95,d123,d126	51.7947	OK
1218	4	d9,d68,d102,d121	28.3358	OK
1219	4	d51,d53,d56,d115	-	TIMEOUT
1220	4	d55,d60,d78,d101	-	TIMEOUT
1221	8	d21,d34,d40,d65,d75,d95,d96,d108	36.8472	OK
1222	8	d10,d58,d86,d90,d109,d113,d115,d119	57.5174	OK
1223	8	d69,d81,d94,d97,d104,d110,d119,d127	42.9884	OK
1224	8	d6,d19,d21,d45,d59,d67,d91,d113	35.2061	OK
1225	6	d20,d25,d30,d58,d70,d75	46.2053	OK
1226	6	d9,d18,d50,d51,d85,d92	29.1166	OK
1227	6	d35,d48,d64,d70,d77,d84	46.0536	OK
1228	6	d2,d66,d72,d76,d88,d103	55.4600	OK
1229	4	d3,d38,d103,d120	66.3250	OK
1230	4	d53,d58,d101,d121	42.5084	OK
1231	4	d59,d87,d118,d119	-	TIMEOUT
1232	4	d21,d48,d80,d109	47.2469	OK
1233	8	d7,d32,d35,d53,d95,d106,d112,d115	50.3300	OK
1234	8	d2,d57,d78,d86,d90,d107,d108,d127	50.2159	OK
1235	8	d5,d8,d35,d39,d76,d83,d84,d103	45.2394	OK
1236	8	d16,d27,d48,d52,d97,d98,d100,d121	36.7149	OK
1237	6	d23,d26,d43,d77,d84,d115	-	TIMEOUT
1238	6	d6,d8,d45,d47,d50,d125	50.5374	OK
1239	6	d17,d52,d59,d72,d74,d98	46.9169	OK
1240	6	d2,d14,d17,d43,d94,d116	54.9826	OK
1241	4	d40,d83,d100,d105	43.0024	OK
1242	4	d28,d33,d107,d122	44.0113	OK
1243	4	d17,d33,d52,d99	42.7191	OK
1244	4	d52,d79,d110,d121	37.2206	OK
1245	8	d1,d36,d40,d51,d70,d79,d114,d117	35.4011	OK
1246	8	d10,d16,d63,d84,d102,d117,d118,d125	39.6687	OK
1247	8	d23,d44,d73,d76,d88,d100,d106,d116	40.8115	OK
1248	8	d24,d45,d46,d63,d98,d100,d110,d117	51.3983	OK
1249	6	d11,d17,d40,d61,d70,d74	53.9963	OK
1250	6	d19,d31,d55,d94,d105,d126	45.6252	OK
1251	6	d26,d42,d64,d83,d104,d115	-	TIMEOUT
1252	6	d6,d11,d18,d53,d97,d118	46.8384	OK
1253	4	d49,d87,d101,d102	33.3937	OK
1254	4	d2,d9,d29,d64	-	TIMEOUT
1255	4	d34,d83,d118,d124	45.9277	OK
1256	4	d17,d21,d62,d118	-	FROZEN_FAIL
1257	8	d4,d25,d35,d41,d43,d71,d112,d120	38.5788	OK
1258	8	d2,d19,d31,d43,d45,d69,d75,d100	29.7604	OK
1259	8	d8,d12,d39,d45,d55,d91,d112,d113	41.2786	OK
1260	8	d1,d12,d13,d26,d78,d96,d99,d113	35.3586	OK
1261	6	d4,d23,d51,d61,d63,d95	49.2366	OK
1262	6	d3,d7,d16,d49,d86,d107	49.8339	OK
1263	6	d11,d24,d27,d42,d56,d106	43.4386	OK
1264	6	d48,d53,d82,d83,d101,d109	34.7887	OK
1265	4	d27,d30,d54,d59	44.8302	OK
1266	4	d3,d44,d82,d91	44.1622	OK
1267	4	d3,d80,d99,d102	36.5178	OK
1268	4	d16,d54,d56,d117	47.7315	OK
1269	8	d11,d17,d55,d71,d77,d94,d105,d127	52.0346	OK
1270	8	d24,d26,d34,d43,d64,d83,d85,d99	41.0949	OK
1271	8	d4,d17,d44,d81,d85,d97,d114,d123	44.7785	OK
1272	8	d3,d5,d31,d59,d60,d62,d79,d109	39.7917	OK
1273	6	d15,d20,d35,d75,d95,d127	57.7593	OK
1274	6	d9,d38,d51,d52,d60,d96	23.0821	OK
1275	6	d10,d34,d71,d81,d84,d113	35.8617	OK
1276	6	d6,d58,d73,d84,d87,d106	43.6580	OK
1277	4	d13,d52,d62,d63	46.5809	OK
1278	4	d46,d56,d82,d97	40.5412	OK
1279	4	d1,d16,d113,d125	-	TIMEOUT
1280	4	d13,d17,d36,d49	67.1763	OK
1281	8	d20,d23,d32,d44,d52,d60,d109,d119	35.0265	OK
1282	8	d42,d45,d50,d62,d63,d77,d79,d108	-	TIMEOUT
1283	8	d20,d51,d69,d73,d92,d101,d114,d123	-	TIMEOUT
1284	8	d39,d42,d96,d108,d110,d112,d120,d123	35.7378	OK
1285	6	d5,d21,d39,d76,d97,d109	44.3457	OK
1286	6	d44,d65,d78,d97,d116,d118	41.5173	OK
1287	6	d18,d34,d72,d85,d96,d123	36.5710	OK
1288	6	d1,d3,d39,d48,d50,d120	38.6869	OK
1289	4	d95,d103,d106,d125	60.5747	OK
1290	4	d95,d98,d101,d125	74.5804	OK
1291	4	d9,d18,d78,d104	44.6887	OK
1292	4	d31,d41,d49,d98	57.2576	OK
1293	8	d14,d65,d89,d94,d98,d108,d111,d125	46.3883	OK
1294	8	d7,d8,d37,d62,d63,d66,d92,d122	35.9565	OK
1295	8	d3,d23,d29,d37,d41,d63,d65,d116	34.8407	OK
1296	8	d20,d42,d48,d64,d98,d101,d108,d109	42.2755	OK
1297	6	d22,d27,d77,d78,d97,d105	-	TIMEOUT
1298	6	d36,d53,d68,d78,d88,d101	38.8550	OK
1299	6	d0,d1,d17,d24,d43,d125	71.4479	OK
1300	6	d43,d45,d73,d95,d106,d110	36.6338	OK
1301	4	d34,d47,d50,d124	-	TIMEOUT
1302	4	d28,d46,d54,d115	-	TIMEOUT
1303	4	d15,d46,d47,d51	-	TIMEOUT
1304	4	d49,d66,d104,d112	40.2019	OK
1305	8	d20,d21,d27,d31,d42,d70,d75,d96	33.0857	OK
1306	8	d2,d7,d16,d25,d60,d87,d122,d124	34.9328	OK
1307	8	d1,d10,d15,d24,d54,d68,d96,d124	42.6471	OK
1308	8	d61,d80,d86,d87,d92,d94,d109,d121	43.1503	OK
1309	6	d14,d25,d84,d91,d96,d102	30.6785	OK
1310	6	d0,d6,d31,d35,d102,d116	41.3802	OK
1311	6	d63,d71,d94,d105,d115,d121	-	TIMEOUT
1312	6	d0,d4,d11,d48,d82,d92	42.6591	OK
1313	4	d59,d83,d113,d124	55.9185	OK
1314	4	d20,d89,d102,d109	46.5055	OK
1315	4	d25,d75,d98,d121	44.9179	OK
1316	4	d8,d32,d36,d49	45.3679	OK
1317	8	d22,d29,d43,d77,d114,d119,d123,d127	44.2202	OK
1318	8	d7,d22,d27,d43,d54,d61,d62,d111	39.8565	OK
1319	8	d31,d41,d56,d65,d71,d83,d98,d121	35.7055	OK
1320	8	d16,d23,d34,d57,d85,d87,d96,d125	40.5758	OK
1321	6	d29,d57,d59,d66,d97,d111	40.1782	OK
1322	6	d22,d28,d29,d48,d74,d87	35.4808	OK
1323	6	d0,d32,d79,d80,d94,d97	-	TIMEOUT
1324	6	d15,d48,d81,d93,d99,d108	46.6885	OK
1325	4	d27,d32,d56,d101	-	TIMEOUT
1326	4	d2,d37,d80,d117	39.1643	OK
1327	4	d56,d75,d116,d127	36.1883	OK
1328	4	d8,d37,d72,d81	-	TIMEOUT
1329	8	d31,d55,d70,d74,d79,d96,d122,d126	40.4611	OK
1330	8	d13,d15,d39,d45,d53,d57,d85,d124	44.9624	OK
1331	8	d5,d40,d76,d86,d89,d100,d108,d121	40.8287	OK
1332	8	d13,d18,d24,d33,d49,d72,d82,d100	-	TIMEOUT
1333	6	d35,d41,d77,d113,d117,d123	37.5499	OK
1334	6	d2,d37,d50,d53,d55,d74	46.1191	OK
1335	6	d26,d37,d43,d92,d96,d109	29.2665	OK
1336	6	d13,d14,d24,d45,d91,d121	38.6047	OK
1337	4	d30,d38,d86,d111	55.0122	OK
1338	4	d8,d30,d62,d103	62.9958	OK
1339	4	d61,d77,d101,d125	41.0657	OK
1340	4	d22,d44,d96,d118	45.4207	OK
1341	8	d2,d21,d29,d30,d70,d94,d97,d113	45.6556	OK
1342	8	d5,d24,d31,d46,d57,d70,d122,d125	57.1860	OK
1343	8	d16,d25,d32,d76,d83,d98,d111,d123	49.2108	OK
1344	8	d5,d16,d31,d47,d53,d100,d103,d125	74.1724	OK
1345	6	d1,d30,d31,d46,d80,d114	51.6760	OK
1346	6	d10,d22,d32,d41,d52,d65	35.7858	OK
1347	6	d8,d21,d31,d43,d76,d93	53.1630	OK
1348	6	d0,d11,d63,d75,d76,d108	36.4274	OK
1349	4	d35,d80,d113,d125	-	TIMEOUT
1350	4	d11,d25,d53,d90	56.3463	OK
1351	4	d9,d36,d48,d60	49.4530	OK
1352	4	d34,d55,d76,d91	-	TIMEOUT
1353	8	d19,d32,d41,d65,d66,d71,d97,d108	35.1182	OK
1354	8	d18,d21,d36,d52,d65,d102,d108,d116	34.4956	OK
1355	8	d39,d41,d49,d68,d80,d95,d107,d111	44.9676	OK
1356	8	d6,d19,d28,d31,d63,d69,d97,d104	43.0864	OK
1357	6	d16,d22,d69,d84,d85,d92	43.8993	OK
1358	6	d2,d25,d37,d57,d70,d96	31.1635	OK
1359	6	d26,d31,d44,d56,d78,d96	37.0177	OK
1360	6	d24,d25,d69,d72,d89,d125	56.3076	OK
1361	4	d12,d43,d81,d99	36.0695	OK
1362	4	d46,d88,d103,d122	58.2912	OK
1363	4	d2,d32,d39,d66	37.3024	OK
1364	4	d32,d36,d68,d96	40.1452	OK
1365	8	d13,d46,d63,d90,d94,d107,d112,d117	46.9374	OK
1366	8	d22,d58,d70,d73,d78,d104,d109,d119	40.8333	OK
1367	8	d14,d19,d20,d21,d23,d42,d61,d80	58.4772	OK
1368	8	d2,d31,d34,d73,d108,d122,d126,d127	44.4707	OK
1369	6	d1,d3,d48,d88,d103,d108	31.6152	OK
