step,beam,channel,subset,bqs,marginal
2,beam2(seed=ch66),95,"[66, 95]",0.6214548915496247,-0.020047
2,beam2(seed=ch66),96,"[66, 96]",0.6228904093803719,-0.018611
2,beam2(seed=ch66),97,"[66, 97]",0.643188489602853,0.001687
2,beam2(seed=ch66),98,"[66, 98]",0.6190064445764151,-0.022495
2,beam2(seed=ch66),99,"[66, 99]",0.6203720467813529,-0.02113
2,beam2(seed=ch66),100,"[66, 100]",0.640927689533684,-0.000574
2,beam2(seed=ch66),101,"[66, 101]",0.6433615363605435,0.00186
2,beam2(seed=ch66),102,"[66, 102]",0.6236608661766755,-0.017841
2,beam2(seed=ch66),103,"[66, 103]",0.6196142219424081,-0.021887
2,beam2(seed=ch66),104,"[66, 104]",0.6181887386897577,-0.023313
2,beam2(seed=ch66),105,"[66, 105]",0.582925884459235,-0.058576
2,beam2(seed=ch66),106,"[66, 106]",0.6487361462244462,0.007234
2,beam2(seed=ch66),107,"[66, 107]",0.6154557040595614,-0.026046
2,beam2(seed=ch66),108,"[66, 108]",0.6249446023151604,-0.016557
2,beam2(seed=ch66),109,"[66, 109]",0.6210547387580873,-0.020447
2,beam2(seed=ch66),110,"[66, 110]",0.6179579740441489,-0.023544
2,beam2(seed=ch66),111,"[66, 111]",0.5944849476303535,-0.047017
2,beam2(seed=ch66),112,"[66, 112]",0.6281215763054264,-0.01338
2,beam2(seed=ch66),113,"[66, 113]",0.569718278106131,-0.071783
2,beam2(seed=ch66),114,"[66, 114]",0.6319570844286553,-0.009545
2,beam2(seed=ch66),115,"[66, 115]",0.522549569903378,-0.118952
2,beam2(seed=ch66),116,"[66, 116]",0.6333874580427894,-0.008114
2,beam2(seed=ch66),117,"[66, 117]",0.6544447064603014,0.012943
2,beam2(seed=ch66),118,"[66, 118]",0.6225795849394533,-0.018922
2,beam2(seed=ch66),119,"[66, 119]",0.6390305163859813,-0.002471
2,beam2(seed=ch66),120,"[66, 120]",0.6796283241538603,0.038127
2,beam2(seed=ch66),121,"[66, 121]",0.6520532644062406,0.010552
2,beam2(seed=ch66),122,"[66, 122]",0.6237798133787519,-0.017722
2,beam2(seed=ch66),123,"[66, 123]",0.6548465080569654,0.013345
2,beam2(seed=ch66),124,"[66, 124]",0.6050507299296203,-0.036451
2,beam2(seed=ch66),125,"[66, 125]",0.6010865223522671,-0.040415
2,beam2(seed=ch66),126,"[66, 126]",0.5597872358132306,-0.081714
2,beam2(seed=ch66),127,"[66, 127]",0.5928299383189445,-0.048672
2,beam3(seed=ch120),0,"[120, 0]",0.6171107101043339,-0.021711
2,beam3(seed=ch120),1,"[120, 1]",0.5675886666301122,-0.071233
2,beam3(seed=ch120),2,"[120, 2]",0.5984874774945823,-0.040334
2,beam3(seed=ch120),3,"[120, 3]",0.5686432350411467,-0.070178
2,beam3(seed=ch120),4,"[120, 4]",0.5371725500923507,-0.101649
2,beam3(seed=ch120),5,"[120, 5]",0.5683173413091319,-0.070504
2,beam3(seed=ch120),6,"[120, 6]",0.558387331123866,-0.080434
2,beam3(seed=ch120),7,"[120, 7]",0.5313942993675156,-0.107427
2,beam3(seed=ch120),8,"[120, 8]",0.5753157798311406,-0.063506
2,beam3(seed=ch120),9,"[120, 9]",0.6327657874258832,-0.006056
2,beam3(seed=ch120),10,"[120, 10]",0.6117769728792816,-0.027045
2,beam3(seed=ch120),11,"[120, 11]",0.5584340548934779,-0.080388
2,beam3(seed=ch120),12,"[120, 12]",0.5898802361278271,-0.048941
2,beam3(seed=ch120),13,"[120, 13]",0.6112869501536535,-0.027535
2,beam3(seed=ch120),14,"[120, 14]",0.5294854695266719,-0.109336
2,beam3(seed=ch120),15,"[120, 15]",0.47055569822598053,-0.168266
2,beam3(seed=ch120),16,"[120, 16]",0.6382652431264831,-0.000556
2,beam3(seed=ch120),17,"[120, 17]",0.6372244791066186,-0.001597
2,beam3(seed=ch120),18,"[120, 18]",0.6505839229723385,0.011762
2,beam3(seed=ch120),19,"[120, 19]",0.5766019738659445,-0.06222
2,beam3(seed=ch120),20,"[120, 20]",0.6380894330707394,-0.000732
2,beam3(seed=ch120),21,"[120, 21]",0.6007810459517015,-0.038041
2,beam3(seed=ch120),22,"[120, 22]",0.6390415763493208,0.00022
2,beam3(seed=ch120),23,"[120, 23]",0.5941892760977443,-0.044632
2,beam3(seed=ch120),24,"[120, 24]",0.5804459898979918,-0.058376
2,beam3(seed=ch120),25,"[120, 25]",0.5458345686180275,-0.092987
2,beam3(seed=ch120),26,"[120, 26]",0.5514867310123891,-0.087335
2,beam3(seed=ch120),27,"[120, 27]",0.546690392885363,-0.092131
2,beam3(seed=ch120),28,"[120, 28]",0.44373830065275116,-0.195083
2,beam3(seed=ch120),29,"[120, 29]",0.5872542624430058,-0.051567
2,beam3(seed=ch120),30,"[120, 30]",0.5583850513165596,-0.080437
2,beam3(seed=ch120),31,"[120, 31]",0.6024439626134966,-0.036378
2,beam3(seed=ch120),32,"[120, 32]",0.6280155123771668,-0.010806
2,beam3(seed=ch120),33,"[120, 33]",0.5509455412927902,-0.087876
2,beam3(seed=ch120),34,"[120, 34]",0.6477960851145715,0.008974
2,beam3(seed=ch120),35,"[120, 35]",0.55622476905378,-0.082597
2,beam3(seed=ch120),36,"[120, 36]",0.5590895987000535,-0.079732
2,beam3(seed=ch120),37,"[120, 37]",0.6217851083805298,-0.017037
2,beam3(seed=ch120),38,"[120, 38]",0.5934577466380855,-0.045364
2,beam3(seed=ch120),39,"[120, 39]",0.6709689071248821,0.032147
2,beam3(seed=ch120),40,"[120, 40]",0.6389712006874614,0.00015
2,beam3(seed=ch120),41,"[120, 41]",0.5542970899899106,-0.084525
2,beam3(seed=ch120),42,"[120, 42]",0.5674222714524407,-0.071399
2,beam3(seed=ch120),43,"[120, 43]",0.6457472237958348,0.006926
2,beam3(seed=ch120),44,"[120, 44]",0.6358060085078486,-0.003016
2,beam3(seed=ch120),45,"[120, 45]",0.5816299662030774,-0.057192
2,beam3(seed=ch120),46,"[120, 46]",0.5535954723432366,-0.085226
