rank,label,channels,role,replicate,coverage,historical_evo_ape_mean_cm,historical_evo_ape_rmse_cm,historical_evo_rpe_rmse_cm,se3_ate_rmse_cm,se3_ate_mean_cm,se3_ate_max_cm,translation_rpe_rmse_cm,translation_rpe_max_cm,rotation_rpe_rmse_deg,rotation_rpe_max_deg,allframe_sim3_mean_cm,allframe_sim3_scale,keyframe_sim3_mean_cm,keyframe_sim3_scale
1,unet_c2f_a_f1_c4_negative_high_parent,"unet:c2f:A:fine2,3,7,12,13,14:coarse0,5,6,18,30",C2F-A negative control: on fr1 lightswitch it is worse than the globally best direct fine parent F1.,0,0.9965095986038395,6.499199999999999,7.0749,1.1273,9.617553555860097,9.17650152034695,15.502433303101792,0.938853589289939,10.137045285661566,0.6976534694075015,8.593232966150206,6.748279375729421,1.0765016772919762,6.5083281947249745,1.0791538167058359
2,unet_c2f_a_f2_c4_global_best,"unet:c2f:A:fine3,7,12:coarse0,5,6,18,30",C2F-A global U-Net C2F optimum on fr1 lightswitch; compare against both direct parents.,0,0.9965095986038395,6.858599999999999,7.537299999999999,1.0659999999999998,9.915563174208973,9.417293986822086,17.889925529681236,0.8955639904616172,7.7147768191308845,0.7196722798485286,9.67254269481774,7.112042794297979,1.0754901559200531,6.867887759967818,1.078090310698984
3,unet_c2f_a_f5_c4_positive_synergy,"unet:c2f:A:fine2,3,7,12,13:coarse0,5,6,18,30",C2F-A positive synergy case: 12.8% lower fr1-lightswitch ATE than direct F5.,0,0.9965095986038395,7.236199999999999,8.0749,1.0959999999999999,10.242060534932214,9.691382086221253,18.92284475387913,0.9202313451431122,6.598493902621322,0.7364161157458865,9.814569890756204,7.465282745095453,1.0733114888496467,7.246242298172981,1.076260468670313
4,gray_baseline,gray,Photometric grayscale baseline; no learned tracking features.,0,0.9965095986038395,7.3847,8.5987,0.9692,12.15545342403328,11.476238775136348,18.120850616900864,0.8174082630743986,3.6253795953370505,0.512093859521422,1.9672819967498894,8.588617602077822,1.0912595653028874,7.381853304879879,1.097656870332593
5,unet_enc0_direct_f5_d02_d03_d07_d12_d13,"unet:direct:enc0:2,3,7,12,13","Direct fine parent F5, included because it has the clearest positive C2F synergy.",0,0.9965095986038395,7.388699999999999,7.9467,1.1358,10.526510136023091,9.970775570881727,18.547630290045454,0.9426240967982472,10.295769602188045,0.70483952380091,10.281715828151633,7.684011392994258,1.0811679373002248,7.394629052607529,1.085198187425723
6,unet_enc1_direct_c4_d00_d05_d06_d18_d30,"unet:direct:enc1:0,5,6,18,30","Direct coarse parent C4, selected because it participates in the strongest U-Net C2F results.",0,0.9965095986038395,8.1456,8.991200000000001,1.0782999999999998,11.887200450610505,11.261418470620278,20.138048400224147,0.8973378397831476,7.1491127441599245,0.7191684269694791,9.50541735967938,8.57860084264468,1.090224725510659,8.155257705366237,1.0934642214166252
7,unet_c2f_b_f2_c2_variant_contrast,"unet:c2f:B:fine3,7,12:coarse0,5,6,17,18,30","C2F-B schedule contrast: on fr1 lightswitch it is worse than direct F2, despite the same fine scale family.",0,0.9965095986038395,8.313600000000001,9.1221,1.0865,11.164341489832708,10.529147214745379,21.524085931470445,0.9122287861294854,9.167047826246561,0.7019617377076928,9.902778996326923,8.552383743333465,1.0746839194969307,8.3186002901968,1.0786579796207894
8,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,"unet:direct:enc0:2,3,7,12,13,14",Direct fine parent F1: global direct U-Net optimum on fr1/desk_lightswitch.,0,0.9965095986038395,9.8457,11.0219,1.2796999999999998,11.983209964658162,11.229492389524086,19.942925056445564,1.079723064030089,17.379924152279653,0.5747421463395407,6.8428475513732385,9.623815804750947,1.065113896724223,9.867290469481626,1.0638996084064767
9,unet_enc0_direct_f2_d03_d07_d12,"unet:direct:enc0:3,7,12",Direct fine parent F2: the three-channel near-optimum.,0,0.9965095986038395,11.4312,12.9,1.05,14.136961414707653,13.210862889643405,29.175974962635408,0.8956846641682774,9.24797124302666,0.6560682264588276,10.329065347527125,11.815767439085837,1.059757326087172,11.423514402326042,1.0661183075555285
10,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,"unet:direct:enc1:0,5,6,17,18,30","Direct coarse parent C2, needed to interpret the C2F-B schedule contrast.",0,0.9965095986038395,13.694799999999999,15.415899999999999,1.1255,16.76216940943578,15.683958859377755,35.25025532391857,0.9463523094222757,9.19085088746889,0.7233713914361929,9.626232741434963,14.031712832725429,1.0731815878186444,13.691076863703412,1.0812861239664298
