channel,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_30,ch_31,ch_32,ch_33,ch_34,ch_35,ch_36,ch_37,ch_38,ch_39,ch_40,ch_41,ch_42,ch_43,ch_44,ch_45,ch_46,ch_47,ch_48,ch_49,ch_50,ch_51,ch_52,ch_53,ch_54,ch_55,ch_56,ch_57,ch_58,ch_59,ch_60,ch_61,ch_62,ch_63,ch_64,ch_65,ch_66,ch_67,ch_68,ch_69,ch_70,ch_71,ch_72,ch_73,ch_74,ch_75,ch_76,ch_77,ch_78,ch_79,ch_80,ch_81,ch_82,ch_83,ch_84,ch_85,ch_86,ch_87,ch_88,ch_89,ch_90,ch_91,ch_92,ch_93,ch_94,ch_95,ch_96,ch_97,ch_98,ch_99,ch_100,ch_101,ch_102,ch_103,ch_104,ch_105,ch_106,ch_107,ch_108,ch_109,ch_110,ch_111,ch_112,ch_113,ch_114,ch_115,ch_116,ch_117,ch_118,ch_119,ch_120,ch_121,ch_122,ch_123,ch_124,ch_125,ch_126,ch_127
33,0.88354129,0.84521264,0.97376573,0.90080655,0.96577084,0.96851969,0.89394164,0.96564120,0.87192392,0.95987958,0.93894792,0.88382196,0.84296280,0.78295261,0.92912209,0.86210310,0.96449125,0.88208944,0.79627967,0.93786985,0.97413450,0.89261216,0.81109923,0.77155823,0.89801657,0.96560979,0.85672402,0.91227496,0.90858412,0.88797981,0.89038324,0.96887153,0.91244388,0.00000000,0.76290208,0.96051788,0.93523234,0.94439411,0.95351338,0.91751772,0.73936528,0.93691212,0.84357446,0.81403333,0.82626796,0.95271754,0.80381531,0.95926338,0.92655301,0.96833277,0.89508617,0.97687918,0.89143592,0.90252042,0.91851515,0.82793832,0.88490742,0.89512283,0.97692031,0.82835186,0.92635083,0.95526856,0.74463665,0.92803138,0.96886384,0.97081769,0.94766957,0.95656294,0.92562789,0.98023242,0.97088867,0.91430771,0.96639705,0.87520468,0.87604755,0.94449592,0.97969782,0.97132719,0.83396304,0.93133855,0.76199806,0.94640023,0.89708453,0.84439164,0.92698795,0.96716285,0.92090547,0.72860074,0.97468740,0.90793896,0.76323164,0.76074684,0.88390207,0.82186568,0.84802729,0.95318168,0.90563262,0.79522729,0.86944175,0.73410833,0.93224776,0.83455628,0.96693039,0.93628842,0.84053910,0.96601897,0.95111686,0.93317640,0.95547432,0.97127241,0.94628173,0.88231468,0.78933156,0.96177918,0.88536191,0.93589902,0.75713253,0.93585998,0.94337136,0.86313224,0.90105379,0.61356407,0.92043364,0.95991576,0.77528507,0.83180487,0.97752726,0.95007825
34,0.89432979,0.87842429,0.93699312,0.84466445,0.97821003,0.98809624,0.92155969,0.98238415,0.92058277,0.97006190,0.86311233,0.91602182,0.89350164,0.85175151,0.95971435,0.94671464,0.97240013,0.93746674,0.85748386,0.92053932,0.94950998,0.89802456,0.70270145,0.92354643,0.86864781,0.98352849,0.90528131,0.89754617,0.94050962,0.86935717,0.94365156,0.96129256,0.88794988,0.76290208,0.00000000,0.90046829,0.98704827,0.89678383,0.86453295,0.96906275,0.96832287,0.98162574,0.85567480,0.86758989,0.76088518,0.93416691,0.88042241,0.96220368,0.89745814,0.88131958,0.83617103,0.98459011,0.96605694,0.93255889,0.87675881,0.91872972,0.90168136,0.89145201,0.93868208,0.86005247,0.94187605,0.81555676,0.95198321,0.95042378,0.95936608,0.98489666,0.85808700,0.97665286,0.91787690,0.94149351,0.94029593,0.85262644,0.97561234,0.91873431,0.90643692,0.98346490,0.93856764,0.96851599,0.84777081,0.98326522,0.80897844,0.97055697,0.90440822,0.79451203,0.98151088,0.94034600,0.93295586,0.98216259,0.95091480,0.92775023,0.77361262,0.69310403,0.87859166,0.86888981,0.83385175,0.94688368,0.85462475,0.84558702,0.93093461,0.95827514,0.93167925,0.77850187,0.98108327,0.92147082,0.85331392,0.98038131,0.98064530,0.92531669,0.89866698,0.98688287,0.94456875,0.98460037,0.94121182,0.98347878,0.94068670,0.89574093,0.84845608,0.96801615,0.98408443,0.96274567,0.79955494,0.75423604,0.86808509,0.92160058,0.91862571,0.80899286,0.98069215,0.97772610
35,0.88723814,0.96799612,0.88592929,0.83280528,0.91772103,0.96842277,0.96781242,0.98534721,0.98419470,0.90841866,0.82764977,0.96379584,0.94329858,0.94535786,0.90369725,0.98199129,0.95237964,0.98392075,0.91352147,0.90355074,0.93417430,0.96761513,0.80872852,0.97248358,0.97380579,0.94169456,0.98816657,0.96662593,0.98459417,0.95430231,0.97633928,0.91269988,0.97059011,0.96051788,0.90046829,0.00000000,0.96531677,0.92197907,0.85646999,0.96265566,0.96528596,0.96872383,0.87519383,0.93761241,0.86037850,0.95769203,0.90785784,0.97676337,0.97083712,0.94205159,0.98291117,0.97444487,0.96983314,0.98310083,0.95133382,0.91901374,0.97029448,0.87012047,0.92768991,0.98789227,0.96248651,0.96362352,0.97153616,0.91073865,0.95893627,0.97035646,0.96545535,0.93493938,0.95804793,0.95505172,0.97740412,0.93532115,0.97808933,0.97811699,0.93962067,0.98288304,0.95518893,0.97694331,0.88861966,0.89785540,0.82034910,0.97097719,0.87748259,0.88254738,0.94071430,0.91117668,0.97044325,0.97938699,0.87820846,0.93831623,0.82579309,0.95108151,0.76862931,0.95919675,0.85273451,0.94644332,0.92550552,0.92600542,0.90698183,0.82008225,0.97218013,0.76747370,0.98504311,0.97489566,0.90379071,0.94934303,0.96405542,0.97827899,0.98084366,0.88117892,0.98624825,0.92286694,0.87870342,0.98195523,0.91535544,0.95392734,0.97710294,0.98255533,0.86266708,0.96345133,0.97572654,0.82927805,0.93744594,0.95448959,0.78026706,0.92767388,0.95922422,0.93243122
36,0.97643048,0.95443267,0.82832754,0.93017042,0.97318649,0.79161572,0.97787738,0.88589776,0.90837634,0.93891543,0.96960944,0.80107915,0.98462135,0.89116418,0.92953753,0.85026288,0.94974422,0.94143599,0.85255980,0.93805069,0.97934800,0.74125135,0.96558934,0.95428878,0.95139110,0.98001230,0.98251706,0.97898299,0.95801461,0.84479237,0.84697807,0.96164602,0.86986160,0.93523234,0.98704827,0.96531677,0.00000000,0.84666169,0.96071929,0.95284140,0.94741064,0.80346835,0.91235739,0.93173248,0.92698801,0.96011400,0.98029625,0.96442634,0.94642496,0.96545380,0.95243216,0.97083473,0.97742474,0.97021621,0.96981853,0.98323762,0.96617377,0.98611462,0.92983490,0.92634702,0.97590214,0.97275883,0.98001599,0.92902493,0.90744382,0.88140231,0.93592215,0.91635877,0.92853230,0.94017392,0.97984314,0.98798078,0.81303370,0.83152270,0.90106899,0.62952000,0.71902853,0.94165999,0.97359961,0.80261588,0.91069025,0.96374893,0.94574845,0.87742877,0.76587260,0.91026950,0.89707708,0.96937382,0.92158020,0.94916922,0.97348177,0.89977634,0.95413399,0.75405163,0.95591640,0.90404952,0.94605243,0.95335132,0.76613533,0.74490273,0.93697560,0.91248906,0.97175425,0.94829524,0.95665252,0.69902647,0.82798100,0.97507364,0.96273363,0.81338382,0.97462761,0.86307609,0.96506542,0.88816917,0.97097421,0.96313196,0.96008539,0.97501421,0.93398112,0.98053014,0.92185223,0.90375733,0.89506668,0.93273330,0.96796733,0.94806147,0.95718306,0.91606933
37,0.94043249,0.93535691,0.94417274,0.88821048,0.90984917,0.94527513,0.88978451,0.96955049,0.94631767,0.78919667,0.96383357,0.88465166,0.90483081,0.93251830,0.97626275,0.95328075,0.97424245,0.92409116,0.95228577,0.85288668,0.94044685,0.96578938,0.78516370,0.95199454,0.78406799,0.92117393,0.96654594,0.94027013,0.94679672,0.93985581,0.95943570,0.97155380,0.97829235,0.94439411,0.89678383,0.92197907,0.84666169,0.00000000,0.86350977,0.97021431,0.96639335,0.88559949,0.91669399,0.91979146,0.85693204,0.92690653,0.95554388,0.97278452,0.97994590,0.97166753,0.97186154,0.85209918,0.92448688,0.92246604,0.94781709,0.89736378,0.89486414,0.91777867,0.97363549,0.90283632,0.94832683,0.95787686,0.94675815,0.96715665,0.97488445,0.98104250,0.93173760,0.97746223,0.89717460,0.98122966,0.96647346,0.83586204,0.92266220,0.85989618,0.96122044,0.91725504,0.94673252,0.87983370,0.85100162,0.98010212,0.87969583,0.95556659,0.94128436,0.87833482,0.97758275,0.96833408,0.97626579,0.96559304,0.94573617,0.83511889,0.93947381,0.80659777,0.76214939,0.92818367,0.85018182,0.97245038,0.88479459,0.93462700,0.94193649,0.94811875,0.80217671,0.86185575,0.91544789,0.87880337,0.87637866,0.96619737,0.89762425,0.97141391,0.89055103,0.85260165,0.91267622,0.88323039,0.90199184,0.97910237,0.91213334,0.97722656,0.91445142,0.95969290,0.94911718,0.95552409,0.97877192,0.91503137,0.83122301,0.87911630,0.97223449,0.88448155,0.95753551,0.96670854
38,0.89344883,0.96012455,0.92937630,0.97755909,0.93787402,0.97578055,0.94106984,0.96938354,0.95825016,0.90043437,0.89903396,0.97237223,0.89941192,0.97320336,0.97204763,0.97339606,0.92383766,0.81905878,0.92402017,0.96767908,0.92970216,0.98866075,0.83344519,0.94199198,0.82676589,0.97806507,0.89612019,0.92678225,0.90161419,0.94996345,0.96329278,0.92558444,0.80372620,0.95351338,0.86453295,0.85646999,0.96071929,0.86350977,0.00000000,0.91794676,0.92194790,0.95606977,0.92296022,0.90532744,0.91624385,0.90695548,0.91681910,0.95823222,0.96330118,0.94220585,0.97716367,0.97841960,0.98539394,0.97109175,0.93499011,0.86723244,0.97642410,0.97885698,0.92726213,0.95806056,0.96616137,0.97362584,0.96558195,0.97413564,0.95967472,0.90033698,0.83092362,0.97612572,0.95108092,0.97648072,0.97160363,0.90449733,0.96812654,0.95813537,0.96577519,0.98470551,0.97129714,0.93113041,0.83511263,0.93749177,0.96954840,0.94977397,0.91615444,0.97135597,0.89329386,0.89360625,0.91106838,0.95593083,0.95270848,0.84149420,0.97291040,0.95634931,0.98443621,0.90312350,0.88396758,0.96263850,0.96255565,0.87684351,0.95240885,0.93050778,0.85435063,0.85713643,0.98185253,0.70889872,0.92890608,0.96644819,0.90942222,0.98047441,0.91142344,0.91895616,0.98062068,0.91816461,0.96547753,0.96677506,0.89007229,0.85697877,0.87227118,0.97898477,0.97832805,0.84647280,0.85055590,0.95316827,0.88371688,0.91918069,0.97013855,0.93931371,0.81950021,0.90263927
39,0.94397670,0.93621093,0.97300154,0.94883633,0.96938014,0.92579603,0.96225727,0.94681984,0.97224540,0.95201087,0.94733274,0.96416175,0.97904122,0.98042381,0.96855080,0.95066667,0.97680461,0.95982397,0.94894725,0.96646935,0.97605938,0.98525298,0.93467760,0.81765258,0.96572232,0.98303032,0.97730660,0.92122966,0.95743620,0.94090289,0.73621428,0.80009741,0.95934713,0.91751772,0.96906275,0.96265566,0.95284140,0.97021431,0.91794676,0.00000000,0.91394323,0.95339298,0.92240751,0.94801044,0.94153136,0.92714041,0.95799482,0.93804193,0.73049831,0.94564009,0.96636099,0.81022495,0.96227169,0.94938648,0.90844977,0.96663594,0.95875502,0.97821528,0.95474851,0.73832464,0.95071334,0.97226185,0.92818981,0.97525215,0.60654032,0.97117776,0.84244609,0.93706501,0.95812684,0.96907896,0.95295268,0.97526234,0.80471504,0.93882686,0.89272130,0.94258112,0.96581310,0.93296921,0.94778031,0.73568666,0.96160519,0.71996975,0.95782149,0.96708763,0.95726866,0.95704824,0.94936508,0.77020234,0.95658374,0.96109366,0.97380936,0.94838470,0.96671045,0.91551864,0.91181028,0.72728753,0.96952063,0.95769799,0.96927738,0.89248121,0.97823691,0.91627306,0.94281685,0.96365941,0.98787731,0.97154021,0.97027987,0.95220053,0.97029734,0.96950769,0.86054319,0.95736146,0.70590377,0.92345655,0.93763489,0.96849215,0.96990913,0.94009072,0.97801197,0.92970210,0.95895910,0.94223595,0.94506663,0.95568943,0.96109974,0.97402555,0.95711076,0.79937983
40,0.97457838,0.93780553,0.96795189,0.87855411,0.93200797,0.96212262,0.96970165,0.82656467,0.77466071,0.90445042,0.95877451,0.95144802,0.92841977,0.89708173,0.84876215,0.72001320,0.95897782,0.94322479,0.74373788,0.92233580,0.96744263,0.95266849,0.96467400,0.83558398,0.93401659,0.97237176,0.80049604,0.90034640,0.93632597,0.89401573,0.78011584,0.92939061,0.86307347,0.73936528,0.96832287,0.96528596,0.94741064,0.96639335,0.92194790,0.91394323,0.00000000,0.77570832,0.76302278,0.87014169,0.96019948,0.94992709,0.84428662,0.96516615,0.94989395,0.93222725,0.96774954,0.88778710,0.91892999,0.97163206,0.96073347,0.85637283,0.86752898,0.97100484,0.96393287,0.83601803,0.80206525,0.76298374,0.75639892,0.94599086,0.92691326,0.93000507,0.93724513,0.80995059,0.89902461,0.96503299,0.97391653,0.91158682,0.84528464,0.98233193,0.88768643,0.92816192,0.96987313,0.88762903,0.94022667,0.94363135,0.86815220,0.71839362,0.88270283,0.83495426,0.84302419,0.93695629,0.94928765,0.74954081,0.86036003,0.97839814,0.92240781,0.94964528,0.95478028,0.91404521,0.97788787,0.84110034,0.96349388,0.87833798,0.93441635,0.83570749,0.93478656,0.89067400,0.92373508,0.84317803,0.94156760,0.72874409,0.95900792,0.96767128,0.90612012,0.92467898,0.94224668,0.93279171,0.88324964,0.83238590,0.92745650,0.92396486,0.85616493,0.97223234,0.97554564,0.73016995,0.88419998,0.64109170,0.88459957,0.94282562,0.80924380,0.93405390,0.96150935,0.94129795
41,0.94545746,0.84873915,0.81778455,0.85132766,0.97170085,0.77664298,0.92975152,0.74122256,0.82932210,0.92014468,0.86082435,0.94759893,0.97091490,0.92326200,0.88594967,0.68352318,0.90580684,0.96725655,0.57835484,0.95442951,0.97578764,0.93716490,0.97220963,0.86190408,0.91705847,0.90153700,0.88377631,0.90335774,0.84331334,0.70555067,0.96933025,0.96803170,0.89139557,0.93691212,0.98162574,0.96872383,0.80346835,0.88559949,0.95606977,0.95339298,0.77570832,0.00000000,0.87099469,0.76538920,0.97414792,0.95173192,0.87326396,0.85185343,0.76261157,0.87122035,0.94066012,0.81857026,0.88762534,0.95828849,0.93787205,0.90711522,0.95544231,0.95971620,0.95539826,0.89068085,0.69225168,0.97090042,0.88791806,0.93957382,0.96248400,0.86114258,0.92160147,0.72104210,0.86470854,0.89086312,0.85297388,0.97773975,0.85507345,0.91784972,0.94184065,0.92126894,0.79691613,0.97379571,0.96193159,0.82348812,0.90559006,0.85900068,0.94855469,0.91402966,0.67520010,0.79381573,0.86349857,0.88998556,0.88937992,0.80609685,0.94552666,0.85480213,0.93972868,0.90195429,0.92636430,0.97261411,0.97650313,0.87675130,0.72065389,0.85731977,0.95592093,0.90822554,0.93727189,0.73663265,0.97198439,0.59958690,0.76018322,0.96591955,0.95110798,0.60353255,0.95801735,0.88037509,0.92247730,0.79828835,0.90110099,0.96111244,0.91629326,0.90746564,0.97192097,0.90037823,0.90756488,0.74072635,0.96337175,0.84762275,0.88438815,0.95844305,0.96987814,0.88646543
42,0.69563818,0.88909328,0.86801714,0.79040909,0.93295753,0.91357541,0.98745078,0.91590923,0.71373594,0.96018881,0.86867881,0.95373577,0.73663878,0.97417408,0.84273368,0.60600299,0.87178373,0.91495252,0.68457913,0.88640666,0.98044395,0.88620919,0.83326185,0.90477461,0.87073386,0.94667006,0.83852339,0.78666627,0.94858629,0.91073477,0.93573284,0.96608490,0.94376117,0.84357446,0.85567480,0.87519383,0.91235739,0.91669399,0.92296022,0.92240751,0.76302278,0.87099469,0.00000000,0.93101078,0.77333915,0.97560233,0.85664856,0.97135395,0.88279247,0.97355139,0.96200025,0.85801476,0.98024297,0.96082962,0.95439029,0.71679688,0.82500732,0.89519620,0.97202647,0.74278373,0.84200794,0.82193506,0.88854557,0.88782346,0.96409267,0.92927909,0.93976414,0.81518602,0.94202489,0.97395992,0.97374719,0.73359001,0.84886801,0.96360934,0.82860762,0.95810062,0.89665651,0.96334207,0.87177509,0.86792994,0.78271151,0.87782568,0.88867688,0.65610600,0.88066256,0.81937706,0.95665747,0.94076401,0.96654505,0.79016137,0.88133365,0.80202794,0.83522022,0.88650721,0.72338420,0.95403999,0.90577734,0.87568212,0.87615824,0.91686225,0.97890246,0.83815074,0.97854334,0.92804420,0.74296403,0.80174470,0.94929135,0.95170587,0.97976702,0.87678069,0.93026388,0.90719360,0.87198472,0.92028892,0.76670933,0.90942794,0.91449231,0.97606641,0.96694279,0.89392346,0.97192603,0.54199290,0.73855758,0.97394550,0.73953605,0.82357860,0.95532471,0.89386189
43,0.91877198,0.89714134,0.88271481,0.91639668,0.87501663,0.90951318,0.85282493,0.95140195,0.94118005,0.93734187,0.82267141,0.85945630,0.96401763,0.89799136,0.92491055,0.85605019,0.94329536,0.96809208,0.72628593,0.90433949,0.77476978,0.93968284,0.76468736,0.89141494,0.72025937,0.97418272,0.85989171,0.90518105,0.79286516,0.95388865,0.96096516,0.97695982,0.83683276,0.81403333,0.86758989,0.93761241,0.93173248,0.91979146,0.90532744,0.94801044,0.87014169,0.76538920,0.93101078,0.00000000,0.90234727,0.94514430,0.77239287,0.86533856,0.90107632,0.85471940,0.89152354,0.89878958,0.87751573,0.87391716,0.95818692,0.77712786,0.86961967,0.93086141,0.96816725,0.77772582,0.85045481,0.90761000,0.92795366,0.93250179,0.96372938,0.96977216,0.93253148,0.97222948,0.83754385,0.97261375,0.84534204,0.91893089,0.95124012,0.86136508,0.93928492,0.97370833,0.93373692,0.95608425,0.68288213,0.92328328,0.91036850,0.97121453,0.86279541,0.79068571,0.97458184,0.90268153,0.87410122,0.92499346,0.94312572,0.95826936,0.89114964,0.91964668,0.96868783,0.94210500,0.95344150,0.96055186,0.80074292,0.67005575,0.88858718,0.93458676,0.87937135,0.84796154,0.97044384,0.96847093,0.94219518,0.95751923,0.92342770,0.96160132,0.95411456,0.95682526,0.96821237,0.92035878,0.82223159,0.90812790,0.76071775,0.83851641,0.87335479,0.95185554,0.96462333,0.96762884,0.95224303,0.76874959,0.91936648,0.97550464,0.90804905,0.87457848,0.86538589,0.90892935
44,0.80503345,0.90800661,0.88094670,0.82054967,0.91328841,0.88010007,0.96556485,0.95933336,0.89369643,0.94616103,0.86938560,0.97192979,0.86252773,0.97895801,0.91097766,0.78118634,0.93202716,0.89945430,0.91478318,0.92671359,0.96256113,0.96545494,0.69018376,0.96061146,0.83265042,0.94704157,0.90914035,0.92570776,0.95096064,0.91728020,0.97584963,0.91462606,0.97963619,0.82626796,0.76088518,0.86037850,0.92698801,0.85693204,0.91624385,0.94153136,0.96019948,0.97414792,0.77333915,0.90234727,0.00000000,0.94349390,0.88198423,0.93511987,0.91362989,0.90136212,0.95162541,0.88969874,0.97544914,0.81777930,0.96461815,0.74752849,0.92479348,0.92144680,0.95185012,0.82150948,0.93482250,0.84764969,0.97495735,0.89626527,0.92200816,0.96766579,0.96789777,0.93749416,0.86934221,0.97648436,0.94507450,0.79992312,0.93317878,0.92893744,0.92120016,0.98288822,0.94396329,0.96306795,0.84955037,0.86939478,0.90364867,0.95276576,0.87674087,0.67013353,0.90656966,0.95031399,0.93024194,0.97170311,0.93100369,0.86008006,0.66349179,0.85254657,0.83008468,0.90093958,0.83747548,0.94074482,0.84527844,0.89373624,0.87797081,0.90212774,0.93099654,0.75510418,0.96053755,0.94683796,0.84046483,0.92915273,0.94332612,0.95915371,0.95355034,0.97038585,0.97798294,0.91152954,0.83878559,0.95933640,0.92966521,0.85802794,0.96892667,0.91216850,0.98258889,0.87847143,0.97275651,0.73196387,0.81362081,0.94623077,0.87613153,0.86442327,0.97683394,0.88962692
45,0.88193619,0.86643744,0.96200323,0.91093141,0.96286422,0.95712632,0.96410811,0.63271672,0.78830111,0.95093888,0.80675244,0.86974883,0.96237248,0.77514720,0.89443898,0.89887822,0.97137111,0.89217389,0.88801932,0.94970524,0.94929314,0.98486030,0.95865363,0.96839213,0.96320111,0.94590420,0.92575014,0.95407188,0.91254127,0.93127841,0.95553654,0.92588389,0.92607039,0.95271754,0.93416691,0.95769203,0.96011400,0.92690653,0.90695548,0.92714041,0.94992709,0.95173192,0.97560233,0.94514430,0.94349390,0.00000000,0.97942853,0.85485488,0.96573091,0.94011021,0.91885668,0.96554846,0.96812522,0.94881994,0.91652840,0.97049010,0.94744176,0.92130888,0.97317243,0.95156538,0.93912858,0.97317886,0.96945524,0.82189071,0.94512028,0.91355813,0.95873350,0.93486702,0.94577199,0.92972296,0.93549776,0.98524094,0.94780755,0.92128760,0.93594861,0.97320408,0.96178758,0.96142524,0.94829559,0.94644791,0.92387718,0.93162078,0.89047563,0.95341676,0.96002799,0.90503824,0.96083564,0.95446110,0.90094090,0.90472400,0.97968239,0.95675224,0.97405142,0.89722705,0.90345025,0.97526968,0.96697646,0.93308878,0.95149314,0.93991911,0.75429189,0.93357885,0.63722652,0.95813030,0.92244285,0.93372524,0.96466917,0.95843655,0.95121479,0.93224287,0.91594225,0.92588764,0.94284630,0.98294091,0.97217274,0.89067698,0.91478157,0.96308380,0.95596778,0.95322812,0.92392164,0.89548045,0.96402663,0.91047424,0.98784876,0.97166896,0.94214624,0.90062898
46,0.94508439,0.97547990,0.93143177,0.90407324,0.97585398,0.95587289,0.84765375,0.96730393,0.86289155,0.97523987,0.97572613,0.97734761,0.77929401,0.96446085,0.96828079,0.84927952,0.97084206,0.91240221,0.76028484,0.95857370,0.97888899,0.95397842,0.86484355,0.93625641,0.86362296,0.97723067,0.93653214,0.80645412,0.86755711,0.95930552,0.96941644,0.97569185,0.96531713,0.80381531,0.88042241,0.90785784,0.98029625,0.95554388,0.91681910,0.95799482,0.84428662,0.87326396,0.85664856,0.77239287,0.88198423,0.97942853,0.00000000,0.97019428,0.94300115,0.93256605,0.95228434,0.95253801,0.90697193,0.94040412,0.97258317,0.81840652,0.90805799,0.95226604,0.93455040,0.84567809,0.89149582,0.86085880,0.92188001,0.92958355,0.97799546,0.91572970,0.94816518,0.96962476,0.92155325,0.97962213,0.86168367,0.91435122,0.91306734,0.90992635,0.92016816,0.98378247,0.93457502,0.97327119,0.89384699,0.95256203,0.93476462,0.95423490,0.93088174,0.82497883,0.97013867,0.95179403,0.96687371,0.91815448,0.95267856,0.87315160,0.93512279,0.88225013,0.96098566,0.89786053,0.88380545,0.98079616,0.89084983,0.89490724,0.97219867,0.96467847,0.96927506,0.90347046,0.98412275,0.96974546,0.96714061,0.91366714,0.97058189,0.93276113,0.97063196,0.94529104,0.95035177,0.95405871,0.87580556,0.95537037,0.85756630,0.89343113,0.88123894,0.97570336,0.95630801,0.84340256,0.96205825,0.75502914,0.84446120,0.97263813,0.92232513,0.84957379,0.86798179,0.92923045
47,0.94887096,0.96267402,0.91129708,0.86363840,0.94424897,0.80803657,0.97571743,0.89447290,0.97730815,0.96412772,0.86179757,0.81181508,0.98489934,0.98007822,0.88307959,0.76594436,0.82693470,0.82953173,0.85271466,0.91404700,0.96326041,0.94417101,0.93931854,0.96840459,0.90838277,0.97445202,0.96998692,0.92536461,0.93163574,0.91132861,0.96472663,0.97627079,0.95101529,0.95926338,0.96220368,0.97676337,0.96442634,0.97278452,0.95823222,0.93804193,0.96516615,0.85185343,0.97135395,0.86533856,0.93511987,0.85485488,0.97019428,0.00000000,0.88305378,0.89410019,0.90930766,0.94391024,0.97038060,0.91936141,0.95978761,0.96477932,0.96602821,0.97941035,0.96869600,0.90717751,0.93716651,0.96929854,0.95701689,0.93637633,0.96357137,0.98162818,0.95910245,0.90759140,0.79726660,0.94965428,0.78343928,0.98361921,0.87157333,0.97965586,0.98045301,0.88604140,0.91319382,0.97308570,0.92990768,0.86128575,0.97755826,0.92875290,0.94263297,0.85017300,0.95622480,0.90862763,0.98435080,0.97219133,0.96582025,0.96941251,0.98227817,0.98170084,0.97491789,0.83365679,0.95868057,0.94318259,0.88239735,0.88057631,0.88337654,0.85846698,0.97665632,0.81578696,0.93528217,0.91416335,0.97769785,0.92965823,0.81573772,0.97839272,0.93587887,0.92753130,0.97293758,0.92673218,0.91928732,0.97401953,0.97566283,0.96408385,0.96984476,0.96684879,0.94953179,0.96047729,0.96610737,0.87597412,0.97672302,0.93205833,0.97384703,0.97291750,0.92895538,0.83165419
48,0.96453261,0.97202885,0.87224853,0.90407145,0.96582633,0.92443538,0.91924840,0.91526359,0.91618162,0.96235341,0.91547114,0.97026062,0.93003815,0.97659588,0.92866749,0.88087797,0.94117230,0.96784997,0.80734289,0.95422351,0.99067992,0.89751035,0.90430313,0.97200108,0.86830270,0.97432101,0.93781060,0.91720551,0.97007382,0.92309582,0.82732671,0.97026676,0.96979314,0.92655301,0.89745814,0.97083712,0.94642496,0.97994590,0.96330118,0.73049831,0.94989395,0.76261157,0.88279247,0.90107632,0.91362989,0.96573091,0.94300115,0.88305378,0.00000000,0.84561259,0.94812721,0.81557453,0.91758537,0.95276898,0.89349669,0.94323045,0.95180988,0.97605217,0.90774620,0.86870676,0.82463974,0.95363784,0.94130677,0.95012259,0.87352532,0.96619499,0.86642700,0.76610929,0.90639323,0.88624305,0.89086336,0.93838400,0.71403557,0.97191554,0.96942550,0.95183259,0.83836186,0.96811032,0.96316570,0.83794916,0.97228253,0.76974815,0.94653016,0.85892868,0.94875103,0.90694404,0.96776307,0.87214315,0.96153128,0.93214381,0.97101009,0.96341670,0.96352524,0.93557328,0.97481185,0.93858850,0.95179421,0.92369479,0.88080704,0.90456986,0.96891344,0.90870631,0.94184721,0.93190712,0.95931101,0.92766863,0.94392753,0.95292264,0.91370815,0.83536047,0.89588511,0.96386409,0.96948767,0.96708697,0.94436115,0.97370225,0.90056312,0.95554483,0.94424903,0.91679162,0.96899593,0.87129253,0.93468857,0.96053350,0.97243649,0.95294303,0.97701925,0.88467425
49,0.92459512,0.97963399,0.94983673,0.94203436,0.96854877,0.87566996,0.95908695,0.97072947,0.98539430,0.96109176,0.92254472,0.85827971,0.95495331,0.98119420,0.98352039,0.94553590,0.80644959,0.95516515,0.86914587,0.96031952,0.96418083,0.87504989,0.91725266,0.95100176,0.94349051,0.86444372,0.92579162,0.98524827,0.90116310,0.97897309,0.92797244,0.85207045,0.95510733,0.96833277,0.88131958,0.94205159,0.96545380,0.97166753,0.94220585,0.94564009,0.93222725,0.87122035,0.97355139,0.85471940,0.90136212,0.94011021,0.93256605,0.89410019,0.84561259,0.00000000,0.95115876,0.91600996,0.94417864,0.96081758,0.80618787,0.94833708,0.90998769,0.94850028,0.93813139,0.98628628,0.93208027,0.97832525,0.97287780,0.96300280,0.97158182,0.94473636,0.95168662,0.96371382,0.93256855,0.90244687,0.85779083,0.99000639,0.95774245,0.93289328,0.96386796,0.86395305,0.98346514,0.89123738,0.97190499,0.96755588,0.95947343,0.93724674,0.97504634,0.93041277,0.96499777,0.89180696,0.97870797,0.96507055,0.97596359,0.97823364,0.94546992,0.98715127,0.97402263,0.96807110,0.95882970,0.93398958,0.90102863,0.91985279,0.87316871,0.87153709,0.98632699,0.79692805,0.93585408,0.92629665,0.97493261,0.94939524,0.81971991,0.97031951,0.91957468,0.95402342,0.96485281,0.96030331,0.96084899,0.86481279,0.92391264,0.94914973,0.91972858,0.97405279,0.98404825,0.96282381,0.86468256,0.90180933,0.96361077,0.97959679,0.97352076,0.97054332,0.93288153,0.94125015
