channel,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_30,ch_31,ch_32,ch_33,ch_34,ch_35,ch_36,ch_37,ch_38,ch_39,ch_40,ch_41,ch_42,ch_43,ch_44,ch_45,ch_46,ch_47,ch_48,ch_49,ch_50,ch_51,ch_52,ch_53,ch_54,ch_55,ch_56,ch_57,ch_58,ch_59,ch_60,ch_61,ch_62,ch_63
21,0.32445931,0.74196017,,0.67232239,,0.06445262,0.25313833,,0.36615014,,0.83800417,0.78068566,0.78323269,,0.05100875,0.50493175,0.94468808,0.63092279,0.62808907,0.87360096,0.75035691,1.00000000,0.85623956,0.76190770,0.16541322,0.56378114,0.06026054,0.43217534,0.10847445,0.78676200,0.28051376,0.78793591,0.59702915,0.84046310,0.80375582,0.83069909,,0.95010340,,0.64259899,0.05300746,0.77443933,0.84187508,0.73072517,0.79645312,0.93794656,0.96743858,0.89633858,,0.62190372,0.37372929,0.95294684,0.06166712,0.93131590,0.65881157,0.91689050,0.35608512,0.59891450,0.77559024,0.07993793,0.89534450,0.98348808,0.76610649,0.46884578
22,0.33898455,0.47967288,,0.60860467,,0.12074396,0.24853018,,0.49841937,,0.70099115,0.80624235,0.70249522,,0.33571911,0.41566414,0.85684723,0.56723720,0.59466249,0.81356102,0.65087259,0.85623956,1.00000000,0.65323448,0.16134003,0.23462918,0.03668096,0.48624966,0.22366726,0.77191031,0.23808266,0.70241654,0.62207901,0.75953084,0.71361071,0.79383534,,0.86537981,,0.52559626,0.10590634,0.86833853,0.77319086,0.57155293,0.82640880,0.81127167,0.84834492,0.84069288,,0.65401298,0.09454153,0.78553301,0.12546305,0.76395929,0.64011353,0.89072859,0.53829718,0.63867307,0.66173792,0.30059427,0.83516097,0.90526545,0.63757360,0.36088383
23,0.12890628,0.58266163,,0.51851434,,0.16986094,0.20616078,,0.17323488,,0.72093427,0.58994544,0.59409875,,0.05801646,0.45752078,0.71087515,0.47823429,0.49638364,0.62851208,0.56294876,0.76190770,0.65323448,1.00000000,0.03819882,0.38520777,0.03844780,0.40547991,0.14620006,0.60878569,0.31524909,0.48014951,0.50230384,0.60337919,0.59627044,0.65195298,,0.71941006,,0.50725210,0.19682482,0.61477423,0.72605878,0.63133991,0.54907799,0.69757819,0.73256433,0.69223726,,0.49618411,0.31605172,0.71417594,0.06866015,0.70871627,0.49068731,0.70163035,0.36753577,0.52336347,0.60191184,0.06922913,0.70761013,0.74568939,0.57560515,0.44639397
24,0.39598459,0.02921572,,0.11573780,,0.05331053,0.02071357,,0.03686041,,0.13373868,0.10833533,0.09235118,,0.03421172,0.08247306,0.18620518,0.14986083,0.09327129,0.16746923,0.13254765,0.16541322,0.16134003,0.03819882,1.00000000,0.10080922,0.14745283,0.04925224,0.02256607,0.25742805,0.36392936,0.22424838,0.08492774,0.21939799,0.19133639,0.11651194,,0.15607768,,0.11343839,0.29963616,0.18525609,0.09411463,0.07076634,0.11154171,0.19010517,0.18234733,0.10632963,,0.05800046,0.08248679,0.13533205,0.01442887,0.16281161,0.11075957,0.21462968,0.20817477,0.11473228,0.09444989,0.08656912,0.07629776,0.19950859,0.13534775,0.18242751
25,0.25287491,0.48538920,,0.41523689,,0.02021081,0.19849104,,0.15560086,,0.49740356,0.31089938,0.43439955,,0.35374928,0.27805930,0.53498721,0.35680687,0.28967828,0.29499653,0.66301435,0.56378114,0.23462918,0.38520777,0.10080922,1.00000000,0.04223521,0.18814719,0.04533511,0.49414068,0.22020993,0.49141815,0.27779165,0.46177918,0.40222770,0.45991141,,0.58205187,,0.38994753,0.04027303,0.23142201,0.47889596,0.69006181,0.56101859,0.56828332,0.57204485,0.54328716,,0.16592306,0.48072451,0.60600996,0.04959661,0.60928488,0.38547647,0.46816421,0.17497016,0.38935852,0.49401981,0.39163670,0.51960731,0.55272186,0.51986718,0.47667122
26,0.05076735,0.29695892,,0.01722295,,0.02572134,0.12966922,,0.04897482,,0.21581575,0.12890881,0.02157610,,0.06465992,0.09970133,0.07112515,0.04768246,0.04318266,0.36223930,0.17342851,0.06026054,0.03668096,0.03844780,0.14745283,0.04223521,1.00000000,0.20228276,0.11369558,0.29862997,0.25340661,0.07868341,0.12561446,0.02775447,0.05550864,0.05944587,,0.07347608,,0.06339081,0.06473915,0.02858162,0.19560337,0.21270862,0.03114813,0.03016944,0.15395099,0.07497025,,0.22640444,0.23872559,0.08315635,0.15256256,0.03105431,0.01710425,0.02798246,0.55720139,0.45372766,0.02196164,0.02432773,0.13028911,0.03673016,0.02992998,0.39083743
27,0.23345236,0.15526083,,0.16464764,,0.01511448,0.54586810,,0.22064099,,0.32267767,0.46609190,0.29966652,,0.12489820,0.35184073,0.44805342,0.39858738,0.47989905,0.28257692,0.37478089,0.43217534,0.48624966,0.40547991,0.04925224,0.18814719,0.20228276,1.00000000,0.75846750,0.41516000,0.29334071,0.25090283,0.84828115,0.37021720,0.38603196,0.46267444,,0.57296878,,0.21424970,0.16621064,0.45102918,0.45619601,0.44057846,0.41247171,0.18988916,0.38378090,0.40293768,,0.39142090,0.08198835,0.38679272,0.53880596,0.41450757,0.23855028,0.48139113,0.37193811,0.48939347,0.19295311,0.04024698,0.37119585,0.47712940,0.27530891,0.28102297
28,0.03164973,0.06066635,,0.14766851,,0.11609145,0.34178400,,0.12740335,,0.12944868,0.19714724,0.04924770,,0.12723002,0.14650972,0.08039769,0.21114215,0.28502339,0.06691833,0.08908649,0.10847445,0.22366726,0.14620006,0.02256607,0.04533511,0.11369558,0.75846750,1.00000000,0.07437517,0.13397184,0.05431413,0.71392781,0.19122788,0.12453727,0.27587855,,0.22397281,,0.05376749,0.18465611,0.18046010,0.18079287,0.13181506,0.13683464,0.18543793,0.09555253,0.14886320,,0.19729507,0.13996097,0.10001194,0.61402249,0.12225024,0.09269375,0.17670064,0.19208026,0.20482352,0.13700067,0.01893010,0.14697465,0.13177615,0.08702511,0.12794806
29,0.44496506,0.35859168,,0.74219573,,0.03822860,0.35480416,,0.37761259,,0.56113589,0.73902482,0.76189828,,0.07540627,0.40169221,0.85596800,0.36589459,0.34938526,0.55309063,0.76045358,0.78676200,0.77191031,0.60878569,0.25742805,0.49414068,0.29862997,0.41516000,0.07437517,1.00000000,0.34322184,0.62769365,0.51271939,0.61463702,0.50292504,0.79142153,,0.84469390,,0.46258923,0.04086109,0.68236053,0.76001042,0.73297679,0.76026148,0.80899370,0.73761868,0.69438982,,0.59198105,0.16749552,0.73668683,0.13584572,0.74757755,0.72824466,0.75972229,0.50688350,0.72934407,0.78679228,0.08529705,0.64743829,0.84251213,0.83509088,0.51650047
30,0.06567478,0.06596738,,0.25940585,,0.06404485,0.20504715,,0.07891382,,0.37241095,0.49188322,0.29410914,,0.05503739,0.37660348,0.32170224,0.12484060,0.21478826,0.06422536,0.32514614,0.28051376,0.23808266,0.31524909,0.36392936,0.22020993,0.25340661,0.29334071,0.13397184,0.34322184,1.00000000,0.07120970,0.28781036,0.13045824,0.10814787,0.30171365,,0.34841460,,0.40905321,0.02885999,0.20701370,0.52050465,0.58020711,0.24490979,0.25735092,0.11787249,0.23311359,,0.46273455,0.08747101,0.26213163,0.14957693,0.29787922,0.24219176,0.23142165,0.24423802,0.64997077,0.30245158,0.01690272,0.15976557,0.28257853,0.29643846,0.47650301
