channel,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_30,ch_31,ch_32,ch_33,ch_34,ch_35,ch_36,ch_37,ch_38,ch_39,ch_40,ch_41,ch_42,ch_43,ch_44,ch_45,ch_46,ch_47,ch_48,ch_49,ch_50,ch_51,ch_52,ch_53,ch_54,ch_55,ch_56,ch_57,ch_58,ch_59,ch_60,ch_61,ch_62,ch_63,ch_64,ch_65,ch_66,ch_67,ch_68,ch_69,ch_70,ch_71,ch_72,ch_73,ch_74,ch_75,ch_76,ch_77,ch_78,ch_79,ch_80,ch_81,ch_82,ch_83,ch_84,ch_85,ch_86,ch_87,ch_88,ch_89,ch_90,ch_91,ch_92,ch_93,ch_94,ch_95,ch_96,ch_97,ch_98,ch_99,ch_100,ch_101,ch_102,ch_103,ch_104,ch_105,ch_106,ch_107,ch_108,ch_109,ch_110,ch_111,ch_112,ch_113,ch_114,ch_115,ch_116,ch_117,ch_118,ch_119,ch_120,ch_121,ch_122,ch_123,ch_124,ch_125,ch_126,ch_127
33,0.13034594,0.18218026,0.03331183,0.12367783,0.03422916,0.03850876,0.10754132,0.04671043,0.13255715,0.04012041,0.09881344,0.11789515,0.17526719,0.21704739,0.07532403,0.15125951,0.05169156,0.14977616,0.22284251,0.06213016,0.03384168,0.12194485,0.21414919,0.24021655,0.13786292,0.05198181,0.15063477,0.11733323,0.12842524,0.12878063,0.12771784,0.03112849,0.11705568,1.00000000,0.25142133,0.03948210,0.07081081,0.05560586,0.08326331,0.08248230,0.27659869,0.06308790,0.17620063,0.18596666,0.19233800,0.05890023,0.19618468,0.04105969,0.07344697,0.03744146,0.13553208,0.02991300,0.10856408,0.09747955,0.08148484,0.18736070,0.13296810,0.11778974,0.02307967,0.19355103,0.09286654,0.06631547,0.25536335,0.10083285,0.03113614,0.03292062,0.05233043,0.04343709,0.07631305,0.01976756,0.03394453,0.10968599,0.03462797,0.13612130,0.16387990,0.05550405,0.02485148,0.03271993,0.18412855,0.06866142,0.23800194,0.05359976,0.10291548,0.16157547,0.07318503,0.06998608,0.07909454,0.27286929,0.06163024,0.11264481,0.24362734,0.23995791,0.14044592,0.18048608,0.18013084,0.06885831,0.10789116,0.21541901,0.15654637,0.26589170,0.09375454,0.16544372,0.05042194,0.08434190,0.19400328,0.03398102,0.04888315,0.10181281,0.04452568,0.02872760,0.05371825,0.11768533,0.24781197,0.04734051,0.11895548,0.06432506,0.24286747,0.07537945,0.05662862,0.14035290,0.09894618,0.38756457,0.10430270,0.05184466,0.25321910,0.18761514,0.05492600,0.04992174
34,0.10911924,0.14602962,0.06464767,0.16903478,0.02385128,0.01486577,0.08141272,0.02480751,0.09499359,0.03973220,0.16309598,0.08723130,0.11945258,0.16010381,0.05766465,0.05328534,0.04455215,0.10039869,0.14533994,0.08216859,0.05049004,0.11280167,0.30260643,0.08743803,0.14516243,0.01979527,0.10456932,0.10911466,0.06555140,0.15674359,0.07289115,0.04056654,0.11750200,0.25142133,1.00000000,0.10313049,0.01630470,0.10321616,0.14955452,0.04107685,0.03971007,0.03577197,0.17084569,0.13241011,0.26192153,0.06583307,0.12417600,0.03780456,0.10450129,0.12962951,0.17127684,0.01616785,0.04019636,0.06744112,0.12324121,0.09278570,0.10483156,0.11592885,0.06262537,0.15502435,0.06512816,0.21636985,0.06158214,0.06403461,0.04063392,0.02084140,0.14545214,0.02334716,0.08275986,0.05850650,0.05970409,0.16767399,0.02916624,0.08559330,0.12753570,0.01672171,0.06143239,0.04053649,0.15458004,0.01673478,0.19102153,0.03860624,0.09559180,0.21367419,0.02898120,0.07457672,0.06704411,0.01942571,0.07409891,0.08810669,0.23227490,0.31233111,0.14825457,0.13287279,0.17936033,0.06286903,0.14537522,0.15441296,0.09759445,0.04410000,0.08171430,0.22334245,0.02972489,0.08699887,0.16771150,0.02440247,0.01935469,0.09648098,0.10133304,0.02132159,0.05543122,0.01539962,0.06484947,0.02249549,0.07025565,0.10425907,0.15235379,0.03607836,0.01851720,0.04076792,0.20044509,0.24722037,0.14250648,0.07839945,0.09692971,0.19100717,0.02517251,0.03022672
35,0.11382176,0.03790613,0.11407073,0.19327378,0.08444521,0.03298610,0.03218755,0.02534723,0.02180896,0.09476373,0.18143848,0.03620416,0.06717789,0.05464216,0.09630277,0.03550417,0.05062549,0.02133858,0.10219944,0.10714402,0.07070690,0.03238487,0.19764026,0.02751640,0.03269507,0.05830546,0.01806644,0.05347285,0.03283513,0.04569766,0.02366074,0.08730011,0.02953141,0.03948210,0.10313049,1.00000000,0.04039410,0.08080778,0.16391921,0.04210919,0.03471405,0.04198759,0.14307611,0.06722192,0.14963773,0.05825105,0.09521955,0.02533972,0.02916288,0.08496453,0.02688141,0.02555515,0.03122150,0.02271845,0.06660551,0.08329616,0.03310183,0.14296979,0.07231006,0.03107333,0.04680539,0.05985074,0.03695753,0.10204386,0.04106375,0.03425858,0.03887969,0.06752251,0.04195209,0.04494829,0.02372005,0.06940947,0.03072009,0.03173464,0.07676733,0.02671251,0.04481109,0.02359477,0.13746126,0.10453767,0.22360075,0.03334661,0.12251740,0.15516120,0.06415258,0.12569016,0.02955674,0.02061301,0.15773243,0.12897542,0.18497632,0.06613084,0.25089455,0.04080325,0.14990023,0.06211640,0.08840460,0.08788903,0.09301818,0.17991775,0.02931049,0.25095686,0.02761405,0.04100280,0.11787287,0.05065696,0.03594456,0.03151539,0.01915636,0.12080911,0.02095061,0.07713307,0.17387144,0.01804475,0.09776744,0.06129517,0.02379674,0.01744467,0.13733290,0.03971040,0.02829758,0.20198612,0.08195722,0.04551044,0.22420882,0.07326542,0.04077575,0.09548140
36,0.02977210,0.04556732,0.17782474,0.09033592,0.02835370,0.20991310,0.02951225,0.11649846,0.09162369,0.07493907,0.04197935,0.20642927,0.02253628,0.10883579,0.08736593,0.16223770,0.05128688,0.05903593,0.16015404,0.07074915,0.02284921,0.27119780,0.03663259,0.06275122,0.05189202,0.03727197,0.01939998,0.02101701,0.04198538,0.15520763,0.15302196,0.03890771,0.13013843,0.07081081,0.01630470,0.04039410,1.00000000,0.17109209,0.04019382,0.04715861,0.05302872,0.21660656,0.08990638,0.06826750,0.09143464,0.03988598,0.01970373,0.03564010,0.07538959,0.03454619,0.04756782,0.03819514,0.02257527,0.02978376,0.03197453,0.03213254,0.03697800,0.01798820,0.07642081,0.07365300,0.06863207,0.04482885,0.02365947,0.08220255,0.09725367,0.16257009,0.06407788,0.08364122,0.08808020,0.06126328,0.02523751,0.01976115,0.19928518,0.16847731,0.13313365,0.37048000,0.28183126,0.05833999,0.02667167,0.21387234,0.10151333,0.03801875,0.05425153,0.14542788,0.23412742,0.08973049,0.10328673,0.03179626,0.08963227,0.05432006,0.02651823,0.10022365,0.04586603,0.25136828,0.04408358,0.13632458,0.05394755,0.05324040,0.24581613,0.26630658,0.06302440,0.09537067,0.03343501,0.05170474,0.06877994,0.30939895,0.17591909,0.03552319,0.03831551,0.18661615,0.03144813,0.13692391,0.04837709,0.11697407,0.02902578,0.04616426,0.03991459,0.04074800,0.07442413,0.01946986,0.08309733,0.11949912,0.10544153,0.09282301,0.04249085,0.05193856,0.06324872,0.10226606
37,0.05956753,0.06863960,0.07534316,0.11603770,0.09015086,0.07479371,0.11021549,0.03044948,0.05368231,0.21080333,0.03616646,0.11534837,0.09516919,0.08594485,0.05043995,0.04671928,0.03646618,0.07590885,0.04771420,0.15312199,0.05955318,0.05542730,0.21483631,0.04800543,0.21593204,0.09165676,0.03345405,0.05972989,0.06207877,0.07518193,0.04068412,0.02844621,0.02170764,0.05560586,0.10321616,0.08080778,0.17109209,1.00000000,0.13649020,0.02978567,0.03360662,0.16141185,0.08330600,0.08020853,0.14306799,0.07309346,0.04445614,0.02721549,0.02005411,0.02930928,0.03199559,0.14790079,0.08592182,0.07753394,0.05218294,0.10263622,0.10513585,0.08222135,0.02982660,0.09716367,0.10756822,0.04212312,0.06137960,0.05729148,0.03995240,0.02570134,0.08063926,0.03558096,0.10282543,0.01877037,0.03352651,0.16413799,0.11069588,0.14010379,0.03877957,0.09909663,0.07784972,0.12016627,0.14899835,0.03914317,0.12030418,0.04443341,0.05871566,0.12166518,0.02986898,0.03229567,0.02373424,0.04855744,0.07714916,0.16488110,0.06052617,0.19707599,0.24051785,0.07181634,0.14981818,0.02754965,0.11520544,0.06537298,0.06497934,0.05188126,0.19782330,0.13814422,0.09407479,0.12119661,0.12362134,0.03380261,0.10237576,0.02858607,0.10944895,0.15874667,0.11004113,0.14672458,0.09800818,0.03211182,0.08786665,0.03706419,0.10407151,0.04030710,0.05088280,0.04447588,0.02435595,0.08496864,0.16877699,0.14929324,0.02776551,0.11551845,0.04246448,0.05421413
38,0.12167524,0.04588487,0.08575563,0.03539775,0.07342216,0.02703103,0.06950469,0.03061648,0.04719963,0.11082693,0.11822011,0.03056945,0.10538997,0.02791945,0.03345841,0.03961231,0.09226386,0.22105512,0.08453865,0.03655359,0.07973562,0.01338874,0.18480286,0.05800801,0.20006347,0.02193495,0.13305181,0.10164239,0.14237964,0.08600394,0.03677119,0.07441553,0.19627377,0.08326331,0.14955452,0.16391921,0.04019382,0.13649020,1.00000000,0.08820612,0.07805212,0.07617822,0.09375574,0.10025754,0.11079532,0.10628474,0.10744718,0.04176775,0.04256476,0.08235825,0.03316766,0.02322689,0.02114684,0.03463911,0.06500991,0.14365768,0.03157934,0.04500720,0.07273789,0.08466288,0.05345485,0.02637415,0.03441805,0.04932987,0.04032527,0.09966305,0.17667389,0.03188734,0.04891910,0.02541793,0.02839639,0.09550270,0.04629714,0.05773197,0.05355912,0.01529449,0.03912648,0.09329338,0.17741826,0.09090859,0.04740690,0.05959599,0.08512659,0.03814811,0.12819561,0.10639375,0.09262773,0.04406914,0.04729151,0.18905908,0.04021025,0.05571444,0.03017722,0.10723794,0.13007173,0.03736147,0.04360275,0.15291938,0.04759115,0.06949221,0.16336781,0.16703585,0.03012714,0.30250326,0.09973051,0.05327186,0.09388247,0.03548440,0.08857653,0.10120542,0.03853082,0.08183539,0.04543112,0.03643730,0.11106580,0.16287997,0.15153834,0.03293152,0.03242275,0.15352720,0.14944409,0.05242489,0.11628312,0.08081929,0.04350682,0.07270163,0.18049979,0.12389112
39,0.06149066,0.06417830,0.02699846,0.05150222,0.03675326,0.08044548,0.03963824,0.05318015,0.03241082,0.05958231,0.05266728,0.03644885,0.02095879,0.02873999,0.03144919,0.04933333,0.02942786,0.06044313,0.05105274,0.03353063,0.03499604,0.01474704,0.07029273,0.18234742,0.03427771,0.02390474,0.02751705,0.07877032,0.04256380,0.06206704,0.26378572,0.19990261,0.04065288,0.08248230,0.04107685,0.04210919,0.04715861,0.02978567,0.08820612,1.00000000,0.08605675,0.04660702,0.09571351,0.05573118,0.07659081,0.08681314,0.05307864,0.07027192,0.27974898,0.05564617,0.04182932,0.19044523,0.03772828,0.05061354,0.09155021,0.03336405,0.04316656,0.02178473,0.04525147,0.26167536,0.04928665,0.03381592,0.07212691,0.02474786,0.39345971,0.03075072,0.16675058,0.06293502,0.04300787,0.03092106,0.05035791,0.03299921,0.20108606,0.06117313,0.10727868,0.05741886,0.03418690,0.06981623,0.05531991,0.26574183,0.03839482,0.28003022,0.04217850,0.03291239,0.05664939,0.05425777,0.05063495,0.22979766,0.04341627,0.04361013,0.03773228,0.05161528,0.04660380,0.09430435,0.08818969,0.27271250,0.03047939,0.04503192,0.04003752,0.10751880,0.02406143,0.08409195,0.06385902,0.05420359,0.01212269,0.02845978,0.02972012,0.04779944,0.02970269,0.03049230,0.13945681,0.08045672,0.29409623,0.07681736,0.07151880,0.03715798,0.03009085,0.05990927,0.03019258,0.07841705,0.05008849,0.07483493,0.05493338,0.04555207,0.03890029,0.02597444,0.07081151,0.20062020
40,0.05544804,0.09846504,0.06713940,0.13008463,0.08938347,0.04394264,0.03053230,0.17343530,0.24734430,0.09554961,0.05681713,0.04855195,0.08407050,0.10291825,0.18476352,0.30225456,0.04205737,0.05677521,0.27511156,0.07766422,0.03255738,0.05481652,0.04950350,0.17481348,0.10114287,0.03079857,0.21970358,0.12707743,0.06662917,0.13938624,0.22248411,0.07060940,0.13692653,0.27659869,0.03971007,0.03471405,0.05302872,0.03360662,0.07805212,0.08605675,1.00000000,0.22429168,0.25201246,0.15542798,0.06524454,0.05210562,0.15895784,0.03483383,0.05010607,0.06777272,0.03815994,0.11604669,0.08118395,0.03565854,0.04005015,0.15773973,0.13247104,0.04463059,0.04841770,0.17691332,0.26240468,0.25896713,0.25706506,0.08005264,0.07308677,0.07213916,0.06843702,0.21454844,0.10097539,0.03496701,0.02608346,0.10803375,0.17211509,0.01766807,0.18516344,0.07183806,0.03012686,0.11237098,0.08168338,0.05636868,0.14809769,0.29513052,0.11729720,0.19939816,0.15697582,0.06818806,0.07600509,0.26726633,0.15609956,0.04884867,0.09957482,0.05404888,0.06165593,0.10278057,0.05499337,0.15889966,0.03650610,0.14122579,0.09073462,0.16429253,0.06521347,0.10932600,0.11245261,0.15682197,0.07151711,0.27125591,0.04099207,0.05880060,0.09387988,0.07532103,0.07683264,0.06863891,0.14868206,0.18069269,0.09381345,0.07603517,0.18205482,0.02776763,0.04455131,0.26983005,0.14209980,0.37858927,0.13857624,0.06898112,0.20647106,0.07838711,0.03849068,0.05870204
41,0.05454254,0.18264313,0.18221545,0.14867231,0.04343484,0.22335702,0.07024846,0.25877744,0.17067787,0.07985531,0.13917562,0.09116582,0.02908508,0.09254000,0.11405034,0.31647682,0.09419314,0.07296452,0.42164513,0.04557049,0.04108088,0.06283511,0.03842169,0.13809592,0.08294155,0.09846298,0.11622366,0.10427637,0.15668666,0.33362997,0.04881519,0.03196832,0.14428890,0.06308790,0.03577197,0.04198759,0.21660656,0.16141185,0.07617822,0.04660702,0.22429168,1.00000000,0.12900534,0.23461080,0.04829025,0.06182148,0.12815949,0.14814657,0.23738845,0.12877962,0.06305608,0.18142974,0.11237468,0.07341089,0.07771492,0.09288475,0.04455770,0.04894037,0.04460569,0.10931917,0.30774832,0.02909959,0.11208194,0.06156268,0.03834837,0.14457086,0.09400408,0.32295907,0.13529144,0.10913686,0.14702612,0.03479774,0.14492655,0.09740226,0.05815937,0.10121173,0.20308386,0.02657654,0.06673696,0.17651188,0.13683781,0.14099930,0.05144533,0.08597036,0.32479993,0.20618430,0.15399712,0.11001444,0.11062007,0.22528867,0.08411058,0.16493566,0.07507096,0.09804570,0.10199508,0.02738590,0.03600219,0.12324870,0.27934614,0.14268023,0.07249584,0.09177443,0.06586379,0.26528728,0.04284682,0.40041310,0.24211058,0.04674003,0.04889202,0.41152984,0.04198268,0.14378223,0.07752271,0.20171165,0.11536023,0.03888757,0.08370672,0.09253437,0.04087928,0.09962177,0.10853216,0.25927368,0.05014772,0.15237728,0.11561184,0.05841209,0.07483755,0.11353454
42,0.30436182,0.11828406,0.14198475,0.24781567,0.06704245,0.08813637,0.02009821,0.09214158,0.28626403,0.07044686,0.13507067,0.04673767,0.26862872,0.03885383,0.15726632,0.39399701,0.13701287,0.10512507,0.31542090,0.12046403,0.02055456,0.12914076,0.17700902,0.11641575,0.12926613,0.06952333,0.16147658,0.22765717,0.05141370,0.08926524,0.09354901,0.03530405,0.05623881,0.17620063,0.17084569,0.14307611,0.08990638,0.08330600,0.09375574,0.09571351,0.25201246,0.12900534,1.00000000,0.06898920,0.22666085,0.03562307,0.15945044,0.03219258,0.11720753,0.02992759,0.03884569,0.14198522,0.02421197,0.04910442,0.04942464,0.28320312,0.17499265,0.11358956,0.03244956,0.28407058,0.19070569,0.21250769,0.12540245,0.13381723,0.03959859,0.09255539,0.06779684,0.18481395,0.06052039,0.02604008,0.03462630,0.26640999,0.17378113,0.05097830,0.20722988,0.04189937,0.11589134,0.03988054,0.15944646,0.13355741,0.21728848,0.12380570,0.11132315,0.35287374,0.11933745,0.20351401,0.04680024,0.08295351,0.03345497,0.22743255,0.12297777,0.20606188,0.18449582,0.12355201,0.28580248,0.04743990,0.11056919,0.12431790,0.13264324,0.08313776,0.03730689,0.17455073,0.03035163,0.07195579,0.26918706,0.19825529,0.05070867,0.10457585,0.02023299,0.12321930,0.07723116,0.09280638,0.17082986,0.08865193,0.23329070,0.10796760,0.10014206,0.02393362,0.06015408,0.13726598,0.03584388,0.48851171,0.28478140,0.04739176,0.26877636,0.20632845,0.05520559,0.11670460
43,0.08474787,0.12556429,0.12811641,0.08360332,0.16906485,0.09048682,0.16850942,0.05561878,0.05881992,0.06462827,0.17732862,0.14947641,0.04830410,0.11004896,0.07508948,0.14567904,0.07082124,0.04246250,0.27371404,0.09566052,0.24175104,0.06031719,0.25744110,0.10858504,0.28392380,0.02581727,0.16882524,0.09481896,0.21222673,0.04611138,0.06492685,0.03348993,0.17151357,0.18596666,0.13241011,0.06722192,0.06826750,0.08020853,0.10025754,0.05573118,0.15542798,0.23461080,0.06898920,1.00000000,0.09765272,0.08226530,0.22760710,0.13466144,0.09892365,0.14942163,0.11945087,0.10121043,0.12248426,0.12608284,0.04426682,0.22573376,0.13245597,0.07771842,0.03183273,0.22866584,0.15643403,0.09239002,0.07204634,0.08148947,0.03627065,0.03675302,0.06746855,0.02777054,0.16245615,0.03568221,0.15465799,0.08210614,0.04875989,0.13863492,0.10124187,0.03798802,0.06626308,0.07355011,0.31711787,0.07671671,0.09041706,0.02878546,0.13850382,0.20931430,0.02832933,0.09731847,0.12589878,0.07500653,0.06418841,0.04173067,0.10885035,0.08035330,0.05064395,0.05789499,0.07832187,0.05867779,0.19925708,0.32994425,0.12547383,0.07780108,0.12709072,0.16277397,0.02955614,0.05736789,0.05830617,0.06108536,0.08073295,0.03902317,0.04588544,0.04317477,0.03225360,0.07964121,0.17776841,0.09187212,0.24426275,0.16148360,0.12664524,0.05688271,0.03537665,0.05923275,0.04775696,0.23125041,0.08592799,0.03660346,0.09195095,0.12542154,0.14154939,0.09848328
44,0.21232624,0.10997088,0.11910906,0.20304093,0.08671160,0.12966773,0.03443513,0.04565850,0.10630357,0.05383898,0.14659998,0.03449965,0.15815078,0.03231633,0.10254499,0.21881367,0.07003969,0.10497555,0.08521682,0.07328644,0.03743884,0.04022294,0.32279715,0.03938852,0.16734955,0.05295844,0.09794296,0.08800560,0.06076194,0.13345069,0.04897162,0.09785408,0.03496004,0.19233800,0.26192153,0.14963773,0.09143464,0.14306799,0.11079532,0.07659081,0.06524454,0.04829025,0.22666085,0.09765272,1.00000000,0.06204241,0.12794942,0.06488014,0.08637008,0.12300295,0.06099262,0.11120640,0.03062085,0.18222073,0.06584097,0.25743932,0.08153643,0.08176305,0.04920215,0.19775823,0.06636204,0.17266652,0.03492335,0.11940412,0.10523566,0.05592888,0.03210220,0.07066058,0.13065782,0.02924746,0.05492551,0.20337242,0.07001119,0.08440371,0.13607880,0.01711178,0.05603670,0.04799744,0.15588747,0.13137728,0.10891902,0.07405743,0.12325914,0.34761524,0.09343036,0.14832409,0.06975804,0.03224371,0.10493296,0.16846080,0.38278967,0.16790073,0.20075206,0.09906043,0.18128797,0.06682135,0.15472156,0.10626379,0.14785042,0.09787226,0.06900346,0.24611923,0.03946242,0.05450452,0.22239341,0.07084725,0.05672032,0.09951826,0.05504885,0.05744182,0.02201704,0.08847047,0.16121441,0.04066361,0.07033478,0.14197204,0.03852631,0.08783148,0.02956142,0.13281277,0.04074055,0.26803613,0.19639543,0.06005530,0.16458914,0.15240389,0.03727701,0.12387355
45,0.14255214,0.15841739,0.06300696,0.08906861,0.06205396,0.04352991,0.05629457,0.36728328,0.21169892,0.06002499,0.19324753,0.14790350,0.04111613,0.22877356,0.10556101,0.10112181,0.04630651,0.12196651,0.11198069,0.06092149,0.06007786,0.02686899,0.04134638,0.03293849,0.04701116,0.05461856,0.07483959,0.04592813,0.10797180,0.06872161,0.05811359,0.07768475,0.11725987,0.05890023,0.06583307,0.05825105,0.03988598,0.07309346,0.10628474,0.08681314,0.05210562,0.06182148,0.03562307,0.08226530,0.06204241,1.00000000,0.05907042,0.15534812,0.03957801,0.06980969,0.09119014,0.04280210,0.03542449,0.05403571,0.09191516,0.04832155,0.05255825,0.10282796,0.02682756,0.06319879,0.07644458,0.02682114,0.03939221,0.19443755,0.07118012,0.08644187,0.04126649,0.10020357,0.05422803,0.07368131,0.07510194,0.01475906,0.06269042,0.10250798,0.08042543,0.02882479,0.03821239,0.04386148,0.06904408,0.06374262,0.08438662,0.06956340,0.11016732,0.04658324,0.07912400,0.09496173,0.06419079,0.04553892,0.12790573,0.12954926,0.03282505,0.05768200,0.02670305,0.10560243,0.12895086,0.03000605,0.05193658,0.12220077,0.07679462,0.06017493,0.25484490,0.10043392,0.36368978,0.05644985,0.10439017,0.11646529,0.04107875,0.04156343,0.04878524,0.07354112,0.08405773,0.07599986,0.06564480,0.03142226,0.03804994,0.13326624,0.11822094,0.04857107,0.06280902,0.04677188,0.07607835,0.10748131,0.03634531,0.09493237,0.02809045,0.05187874,0.14014314,0.10760149
46,0.08693920,0.02633364,0.07558222,0.10430332,0.03680781,0.04999889,0.15234628,0.05224299,0.13710842,0.03083978,0.03689461,0.03295936,0.22070602,0.05298791,0.06295116,0.15738034,0.03375020,0.11250136,0.23971517,0.04142629,0.02712074,0.05849947,0.14730577,0.07016204,0.13637704,0.02759516,0.06994322,0.19354588,0.15460122,0.06232035,0.05655475,0.02692379,0.03897460,0.19618468,0.12417600,0.09521955,0.01970373,0.04445614,0.10744718,0.05307864,0.15895784,0.12815949,0.15945044,0.22760710,0.12794942,0.05907042,1.00000000,0.02980570,0.05699882,0.07551324,0.05917866,0.04749960,0.10901339,0.05959586,0.02741684,0.18635955,0.09194203,0.06757683,0.06544960,0.17425770,0.12582383,0.13914123,0.08510719,0.11916621,0.03750491,0.08427028,0.05183481,0.03298055,0.07844673,0.03119098,0.13831635,0.09094402,0.09380221,0.09888694,0.12289239,0.01621753,0.07066332,0.05396006,0.12576333,0.06195270,0.07164317,0.04576511,0.06911825,0.19887340,0.03288517,0.06054010,0.03312632,0.08617726,0.07340229,0.14434326,0.07054980,0.12009497,0.05458226,0.10213947,0.13884944,0.02502830,0.12503952,0.11904232,0.06452540,0.03532155,0.04368253,0.11242329,0.04183787,0.03605967,0.05424193,0.08768903,0.03648213,0.09741647,0.02936802,0.07594051,0.04964823,0.04594128,0.14581797,0.05131432,0.14604467,0.12177154,0.11876105,0.03423743,0.04369201,0.15659744,0.04053987,0.24497086,0.16542149,0.03477709,0.09073228,0.15042621,0.13201821,0.08953384
47,0.07083970,0.04826958,0.08870292,0.15097636,0.05713643,0.19813588,0.02428255,0.10552710,0.02269184,0.03587227,0.13820241,0.18818492,0.02152689,0.03103671,0.11692040,0.23647377,0.17306527,0.17046826,0.15462402,0.09199917,0.04265761,0.07283766,0.06237910,0.03401741,0.12808265,0.03147944,0.03985477,0.07463540,0.09631030,0.08867137,0.03527339,0.02372921,0.05015907,0.04105969,0.03780456,0.02533972,0.03564010,0.02721549,0.04176775,0.07027192,0.03483383,0.14814657,0.03219258,0.13466144,0.06488014,0.15534812,0.02980570,1.00000000,0.11694621,0.11231145,0.09098794,0.06177115,0.04394639,0.08063857,0.04600515,0.04322493,0.03912921,0.03000392,0.03130398,0.14129728,0.08180359,0.03089415,0.04328985,0.07951052,0.05140364,0.03951630,0.04089752,0.09240858,0.21525255,0.05693648,0.25002837,0.01729442,0.14471596,0.02844533,0.05018314,0.11395863,0.08680618,0.02799783,0.08375666,0.17175978,0.02635934,0.09386298,0.08011027,0.15795393,0.04945379,0.09137237,0.02629190,0.02780866,0.03417973,0.05092019,0.02169204,0.02184786,0.04326789,0.16634324,0.06491686,0.06352710,0.11760265,0.12675890,0.13160612,0.14153300,0.03257601,0.18905464,0.06626554,0.08583668,0.03632398,0.07034178,0.18426231,0.02160726,0.06412114,0.07246868,0.03305509,0.07326779,0.08071265,0.02598048,0.03315955,0.03591616,0.03015526,0.03315118,0.07322158,0.06918225,0.06013655,0.12493810,0.03966162,0.07548127,0.03070779,0.03272376,0.08329046,0.17199308
48,0.03546742,0.02797114,0.13193907,0.09592855,0.03417367,0.08868514,0.08075158,0.08473638,0.08381838,0.03764660,0.09408432,0.02979150,0.06996187,0.03069251,0.07133251,0.12106481,0.06427128,0.03314340,0.19265714,0.04755617,0.02032434,0.10546835,0.09569688,0.02799891,0.13169730,0.02804863,0.06218938,0.08279447,0.03809677,0.07985038,0.18008214,0.03301542,0.03020684,0.07344697,0.10450129,0.02916288,0.07538959,0.02005411,0.04256476,0.27974898,0.05010607,0.23738845,0.11720753,0.09892365,0.08637008,0.03957801,0.05699882,0.11694621,1.00000000,0.15823440,0.05771656,0.18600835,0.08663744,0.04723102,0.10650331,0.05676956,0.04819009,0.02394781,0.09239762,0.13129324,0.18064395,0.04636217,0.06246442,0.05765767,0.15562437,0.03380500,0.13357298,0.23389073,0.09758987,0.11794539,0.10913666,0.06403317,0.28596443,0.02808443,0.03612960,0.05090527,0.16343360,0.04086248,0.03683429,0.16538912,0.02801595,0.23025183,0.05346985,0.14107132,0.06014900,0.10061104,0.04439993,0.12785688,0.03846871,0.07675016,0.02935855,0.03658333,0.04545265,0.06878285,0.03048247,0.06951754,0.04820580,0.07630523,0.11919299,0.09543014,0.04821181,0.09129372,0.06569187,0.07542740,0.05120637,0.07233138,0.06296051,0.04707738,0.08629186,0.16463953,0.11105318,0.03613590,0.03051233,0.03291306,0.05563886,0.03149105,0.09943689,0.04633739,0.06075707,0.08320840,0.04339920,0.12870747,0.07539542,0.04692118,0.03467310,0.04705699,0.02298074,0.11532573
49,0.09980522,0.02923228,0.06283812,0.06159847,0.03145120,0.12433001,0.04507479,0.02927053,0.01670273,0.03890827,0.08504014,0.16027483,0.05622998,0.03453986,0.02613330,0.07209748,0.20837994,0.04483483,0.14411208,0.04267948,0.03610985,0.12495010,0.09269775,0.04899821,0.09015421,0.13555630,0.08138093,0.02692499,0.10842906,0.05289421,0.07202756,0.15028748,0.06033488,0.03744146,0.12962951,0.08496453,0.03454619,0.02930928,0.08235825,0.05564617,0.06777272,0.12877962,0.02992759,0.14942163,0.12300295,0.06980969,0.07551324,0.11231145,0.15823440,1.00000000,0.06845715,0.09625849,0.06174909,0.04534055,0.19381213,0.08274627,0.10817384,0.07881258,0.06186860,0.02392526,0.07032950,0.02321283,0.02763350,0.04813946,0.04059075,0.05526365,0.04831339,0.03908170,0.07155859,0.09755312,0.14663520,0.01018900,0.04301444,0.07379133,0.04728235,0.13604695,0.02672502,0.14591289,0.04439777,0.03733256,0.05387460,0.08414853,0.02495364,0.08345880,0.04156822,0.11513883,0.02539585,0.03492946,0.02746788,0.03715997,0.06131477,0.01652419,0.02597737,0.03460782,0.06381428,0.08109802,0.09897134,0.09698660,0.15212622,0.12846288,0.02522684,0.21073219,0.07185008,0.07370333,0.04089876,0.07536284,0.18028010,0.03854597,0.08042531,0.04597658,0.03877148,0.06116741,0.06645763,0.13518719,0.08476175,0.05668280,0.09077531,0.03207359,0.02841658,0.04631489,0.13531744,0.11863668,0.03638925,0.03381046,0.03552877,0.03756955,0.07974330,0.09052105
