channel,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_30,ch_31,ch_32,ch_33,ch_34,ch_35,ch_36,ch_37,ch_38,ch_39,ch_40,ch_41,ch_42,ch_43,ch_44,ch_45,ch_46,ch_47,ch_48,ch_49,ch_50,ch_51,ch_52,ch_53,ch_54,ch_55,ch_56,ch_57,ch_58,ch_59,ch_60,ch_61,ch_62,ch_63,ch_64,ch_65,ch_66,ch_67,ch_68,ch_69,ch_70,ch_71,ch_72,ch_73,ch_74,ch_75,ch_76,ch_77,ch_78,ch_79,ch_80,ch_81,ch_82,ch_83,ch_84,ch_85,ch_86,ch_87,ch_88,ch_89,ch_90,ch_91,ch_92,ch_93,ch_94,ch_95,ch_96,ch_97,ch_98,ch_99,ch_100,ch_101,ch_102,ch_103,ch_104,ch_105,ch_106,ch_107,ch_108,ch_109,ch_110,ch_111,ch_112,ch_113,ch_114,ch_115,ch_116,ch_117,ch_118,ch_119,ch_120,ch_121,ch_122,ch_123,ch_124,ch_125,ch_126,ch_127
33,0.11645870,0.15478738,0.02623425,0.09919345,0.03422916,0.03148031,0.10605839,0.03435878,0.12807608,0.04012041,0.06105208,0.11617802,0.15703720,0.21704739,0.07087792,0.13789693,0.03550872,0.11791058,0.20372030,0.06213016,0.02586552,0.10738783,0.18890077,0.22844176,0.10198343,0.03439019,0.14327595,0.08772507,0.09141589,0.11202022,0.10961673,0.03112849,0.08755615,1.00000000,0.23709790,0.03948210,0.06476764,0.05560586,0.04648662,0.08248230,0.26063472,0.06308790,0.15642552,0.18596666,0.17373207,0.04728245,0.19618468,0.04073664,0.07344697,0.03166726,0.10491386,0.02312083,0.10856408,0.09747955,0.08148484,0.17206168,0.11509256,0.10487718,0.02307967,0.17164817,0.07364918,0.04473142,0.25536335,0.07196861,0.03113614,0.02918233,0.05233043,0.04343709,0.07437213,0.01976756,0.02911133,0.08569232,0.03360295,0.12479534,0.12395246,0.05550405,0.02030215,0.02867283,0.16603693,0.06866142,0.23800194,0.05359976,0.10291548,0.15560837,0.07301204,0.03283715,0.07909454,0.27139926,0.02531261,0.09206106,0.23676834,0.23925313,0.11609791,0.17813435,0.15197271,0.04681834,0.09436737,0.20477274,0.13055825,0.26589170,0.06775221,0.16544372,0.03306960,0.06371157,0.15946087,0.03398102,0.04888315,0.06682357,0.04452568,0.02872760,0.05371825,0.11768533,0.21066847,0.03822083,0.11463806,0.06410101,0.24286747,0.06414004,0.05662862,0.13686775,0.09894618,0.38643593,0.07956636,0.04008424,0.22471492,0.16819513,0.02247274,0.04992174
34,0.10567020,0.12157570,0.06300689,0.15533555,0.02178994,0.01190375,0.07844032,0.01761585,0.07941721,0.02993812,0.13688767,0.08397815,0.10649838,0.14824849,0.04028563,0.05328534,0.02759990,0.06253325,0.14251611,0.07946070,0.05049004,0.10197543,0.29729858,0.07645358,0.13135222,0.01647153,0.09471867,0.10245383,0.05949040,0.13064283,0.05634844,0.03870742,0.11205010,0.23709790,1.00000000,0.09953171,0.01295173,0.10321616,0.13546705,0.03093724,0.03167714,0.01837424,0.14432521,0.13241011,0.23911484,0.06583307,0.11957759,0.03779634,0.10254188,0.11868040,0.16382897,0.01540987,0.03394305,0.06744112,0.12324121,0.08127029,0.09831864,0.10854797,0.06131791,0.13994753,0.05812394,0.18444324,0.04801676,0.04957623,0.04063392,0.01510337,0.14191298,0.02334716,0.08212310,0.05850650,0.05970409,0.14737359,0.02438764,0.08126570,0.09356310,0.01653509,0.06143239,0.03148402,0.15222919,0.01673478,0.19102153,0.02944301,0.09559180,0.20548797,0.01848915,0.05965402,0.06704411,0.01783741,0.04908519,0.07224978,0.22638735,0.30689597,0.12140836,0.13111016,0.16614825,0.05311631,0.14537522,0.15441296,0.06906537,0.04172485,0.06832076,0.22149815,0.01891670,0.07852918,0.14668606,0.01961867,0.01935469,0.07468334,0.10133304,0.01311712,0.05543122,0.01539962,0.05878817,0.01652124,0.05931327,0.10425907,0.15154393,0.03198387,0.01591555,0.03725436,0.20044509,0.24576396,0.13191490,0.07839945,0.08137429,0.19100717,0.01930783,0.02227387
35,0.11276183,0.03200388,0.11407073,0.16719469,0.08227898,0.03157724,0.03218755,0.01465278,0.01580529,0.09158134,0.17235023,0.03620416,0.05670142,0.05464216,0.09630277,0.01800873,0.04762036,0.01607924,0.08647854,0.09644924,0.06582569,0.03238487,0.19127148,0.02751640,0.02619423,0.05830546,0.01183342,0.03337404,0.01540584,0.04569766,0.02366074,0.08730011,0.02940986,0.03948210,0.09953171,1.00000000,0.03468323,0.07802092,0.14353004,0.03734431,0.03471405,0.03127617,0.12480618,0.06238762,0.13962150,0.04230796,0.09214216,0.02323661,0.02916288,0.05794840,0.01708880,0.02555515,0.03016683,0.01689915,0.04866616,0.08098629,0.02970555,0.12987953,0.07231006,0.01210774,0.03751352,0.03637645,0.02846383,0.08926135,0.04106375,0.02964352,0.03454462,0.06506059,0.04195209,0.04494829,0.02259586,0.06467885,0.02191066,0.02188302,0.06037932,0.01711698,0.04481109,0.02305669,0.11138035,0.10214458,0.17965087,0.02902280,0.12251740,0.11745264,0.05928573,0.08882330,0.02955674,0.02061301,0.12179153,0.06168380,0.17420691,0.04891847,0.23137069,0.04080325,0.14726549,0.05355666,0.07449450,0.07399459,0.09301818,0.17991775,0.02781987,0.23252633,0.01495690,0.02510436,0.09620929,0.05065696,0.03594456,0.02172100,0.01915636,0.11882108,0.01375176,0.07713307,0.12129661,0.01804475,0.08464458,0.04607266,0.02289709,0.01744467,0.13733290,0.03654865,0.02427347,0.17072193,0.06255408,0.04551044,0.21973294,0.07232614,0.04077575,0.06756879
36,0.02356954,0.04556732,0.17167246,0.06982961,0.02681350,0.20838431,0.02212265,0.11410221,0.09162369,0.06108458,0.03039057,0.19892088,0.01537867,0.10883579,0.07046247,0.14973709,0.05025576,0.05856402,0.14744020,0.06194933,0.02065199,0.25874865,0.03441067,0.04571121,0.04860888,0.01998767,0.01748291,0.02101701,0.04198538,0.15520763,0.15302196,0.03835397,0.13013843,0.06476764,0.01295173,0.03468323,1.00000000,0.15333831,0.03928071,0.04715861,0.05258938,0.19653168,0.08764261,0.06826750,0.07301196,0.03988598,0.01970373,0.03557368,0.05357505,0.03454619,0.04756782,0.02916527,0.02257527,0.02978376,0.03018147,0.01676240,0.03382625,0.01388535,0.07016510,0.07365300,0.02409786,0.02724119,0.01998402,0.07097504,0.09255619,0.11859769,0.06407788,0.08364122,0.07146770,0.05982610,0.02015685,0.01201919,0.18696630,0.16847731,0.09893100,0.37048000,0.28097147,0.05833999,0.02640039,0.19738412,0.08930974,0.03625105,0.05425153,0.12257123,0.23412742,0.08973049,0.10292290,0.03062617,0.07841980,0.05083077,0.02651823,0.10022365,0.04586603,0.24594837,0.04408358,0.09595051,0.05394755,0.04664867,0.23386467,0.25509724,0.06302440,0.08751093,0.02824572,0.05170474,0.04334749,0.30097356,0.17201900,0.02492638,0.03726636,0.18661615,0.02537239,0.13692391,0.03493458,0.11183081,0.02902578,0.03686805,0.03991459,0.02498577,0.06601888,0.01946986,0.07814775,0.09624270,0.10493331,0.06726669,0.03203269,0.05193856,0.04281695,0.08393066
37,0.05956753,0.06464310,0.05582726,0.11178954,0.09015086,0.05472488,0.11021549,0.03044948,0.05368231,0.21080333,0.03616646,0.11534837,0.09516919,0.06748171,0.02373725,0.04671928,0.02575756,0.07590885,0.04771420,0.14711329,0.05955318,0.03421064,0.21483631,0.04800543,0.21593204,0.07882610,0.03345405,0.05972989,0.05320326,0.06014422,0.04056429,0.02844621,0.02170764,0.05560586,0.10321616,0.07802092,0.15333831,1.00000000,0.13649020,0.02978567,0.03360662,0.11440051,0.08330600,0.08020853,0.14306799,0.07309346,0.04445614,0.02721549,0.02005411,0.02833249,0.02813848,0.14790079,0.07551311,0.07753394,0.05218294,0.10263622,0.10513585,0.08222135,0.02636450,0.09716367,0.05167314,0.04212312,0.05324183,0.03284338,0.02511556,0.01895751,0.06826240,0.02253777,0.10282543,0.01877037,0.03352651,0.16413799,0.07733779,0.14010379,0.03877957,0.08274499,0.05326746,0.12016627,0.14899835,0.01989785,0.12030418,0.04443341,0.05871566,0.12166518,0.02241723,0.03166593,0.02373424,0.03440694,0.05426384,0.16488110,0.06052617,0.19340223,0.23785061,0.07181634,0.14981818,0.02754965,0.11520544,0.06537298,0.05806349,0.05188126,0.19782330,0.13814422,0.08455209,0.12119661,0.12362134,0.03380261,0.10237576,0.02858607,0.10944895,0.14739835,0.08732377,0.11676960,0.09800818,0.02089761,0.08786665,0.02277345,0.08554856,0.04030710,0.05088280,0.04447588,0.02122806,0.08496864,0.16877699,0.12088372,0.02776551,0.11551845,0.04246448,0.03329148
38,0.10655116,0.03987544,0.07062368,0.02244093,0.06212597,0.02421943,0.05893014,0.03061648,0.04174981,0.09956563,0.10096605,0.02762777,0.10058809,0.02679666,0.02795237,0.02660392,0.07616235,0.18094121,0.07597980,0.03232092,0.07029787,0.01133926,0.16655478,0.05800801,0.17323409,0.02193495,0.10387982,0.07321776,0.09838580,0.05003658,0.03670725,0.07441553,0.19627377,0.04648662,0.13546705,0.14353004,0.03928071,0.13649020,1.00000000,0.08205326,0.07805212,0.04393023,0.07703976,0.09467258,0.08375614,0.09304455,0.08318090,0.04176775,0.03669881,0.05779418,0.02283631,0.02158042,0.01460604,0.02890826,0.06500991,0.13276759,0.02357591,0.02114303,0.07273789,0.04193943,0.03383864,0.02637415,0.03441805,0.02586436,0.04032527,0.09966305,0.16907638,0.02387427,0.04891910,0.02351926,0.02839639,0.09550270,0.03187346,0.04186466,0.03422478,0.01529449,0.02870283,0.06886956,0.16488738,0.06250822,0.03045157,0.05022604,0.08384556,0.02864403,0.10670616,0.10639375,0.08893161,0.04406914,0.04729151,0.15850577,0.02708963,0.04365070,0.01556377,0.09687653,0.11603241,0.03736147,0.03744435,0.12315651,0.04759115,0.06949221,0.14564937,0.14286357,0.01814749,0.29110128,0.07109389,0.03355181,0.09057779,0.01952561,0.08857653,0.08104385,0.01937934,0.08183539,0.03452246,0.03322493,0.10992774,0.14302124,0.12772885,0.02101522,0.02167195,0.15352720,0.14944409,0.04683174,0.11628312,0.08081929,0.02986145,0.06068628,0.18049979,0.09736072
39,0.05602331,0.06378908,0.02699846,0.05116370,0.03061983,0.07420395,0.03774273,0.05318015,0.02775459,0.04798911,0.05266728,0.03583822,0.02095879,0.01957618,0.03144919,0.04933333,0.02319541,0.04017605,0.05105274,0.03353063,0.02394064,0.01474704,0.06532238,0.18234742,0.03427771,0.01696970,0.02269343,0.07877032,0.04256380,0.05909711,0.26378572,0.19990261,0.04065288,0.08248230,0.03093724,0.03734431,0.04715861,0.02978567,0.08205326,1.00000000,0.08605675,0.04660702,0.07759251,0.05198957,0.05846864,0.07285959,0.04200516,0.06195804,0.26950172,0.05435994,0.03363903,0.18977505,0.03772828,0.05061354,0.09155021,0.03336405,0.04124495,0.02178473,0.04525147,0.26167536,0.04928665,0.02773815,0.07181020,0.02474786,0.39345971,0.02882222,0.15755394,0.06293502,0.04187317,0.03092106,0.04704731,0.02473763,0.19528496,0.06117313,0.10727868,0.05741886,0.03418690,0.06703082,0.05221970,0.26431334,0.03839482,0.28003022,0.04217850,0.03291239,0.04273135,0.04295179,0.05063495,0.22979766,0.04341627,0.03890635,0.02619061,0.05161528,0.03328954,0.08448134,0.08818969,0.27271250,0.03047939,0.04230203,0.03072261,0.10751880,0.02176306,0.08372696,0.05718315,0.03634059,0.01212269,0.02845978,0.02972012,0.04779944,0.02970269,0.03049230,0.13945681,0.04263854,0.29409623,0.07654348,0.06236513,0.03150785,0.03009085,0.05990927,0.02198805,0.07029787,0.04104088,0.05776403,0.05493338,0.04431057,0.03890029,0.02597444,0.04288922,0.20062020
40,0.02542161,0.06219444,0.03204813,0.12144589,0.06799203,0.03787740,0.03029833,0.17343530,0.22533929,0.09554961,0.04122551,0.04855195,0.07158021,0.10291825,0.15123782,0.27998680,0.04102217,0.05677521,0.25626212,0.07766422,0.03255738,0.04733153,0.03532600,0.16441600,0.06598344,0.02762827,0.19950397,0.09965359,0.06367404,0.10598426,0.21988416,0.07060940,0.13692653,0.26063472,0.03167714,0.03471405,0.05258938,0.03360662,0.07805212,0.08605675,1.00000000,0.22429168,0.23697723,0.12985831,0.03980055,0.05007290,0.15571338,0.03483383,0.05010607,0.06777272,0.03225045,0.11221288,0.08106998,0.02836796,0.03926654,0.14362717,0.13247104,0.02899517,0.03606710,0.16398197,0.19793478,0.23701625,0.24360111,0.05400911,0.07308677,0.06999491,0.06275488,0.19004941,0.10097539,0.03496701,0.02608346,0.08841316,0.15471536,0.01766807,0.11231357,0.07183806,0.03012686,0.11237098,0.05977336,0.05636868,0.13184780,0.28160638,0.11729720,0.16504571,0.15697582,0.06304371,0.05071236,0.25045916,0.13963994,0.02160185,0.07759218,0.05035475,0.04521972,0.08595479,0.02211210,0.15889966,0.03650610,0.12166199,0.06558363,0.16429253,0.06521347,0.10932600,0.07626490,0.15682197,0.05843242,0.27125591,0.04099207,0.03232874,0.09387988,0.07532103,0.05775332,0.06720826,0.11675039,0.16761407,0.07254353,0.07603517,0.14383504,0.02776763,0.02445434,0.26983005,0.11580001,0.35890830,0.11540042,0.05717437,0.19075617,0.06594609,0.03849068,0.05870204
41,0.05454254,0.15126085,0.18221545,0.14867231,0.02829917,0.22335702,0.07024846,0.25877744,0.17067787,0.07985531,0.13917562,0.05240108,0.02908508,0.07673801,0.11405034,0.31647682,0.09419314,0.03274347,0.42164513,0.04557049,0.02421234,0.06283511,0.02779039,0.13809592,0.08294155,0.09846298,0.11622366,0.09664229,0.15668666,0.29444930,0.03066977,0.03196832,0.10860446,0.06308790,0.01837424,0.03127617,0.19653168,0.11440051,0.04393023,0.04660702,0.22429168,1.00000000,0.12900534,0.23461080,0.02585206,0.04826806,0.12673603,0.14814657,0.23738845,0.12877962,0.05933990,0.18142974,0.11237468,0.04171149,0.06212792,0.09288475,0.04455770,0.04028379,0.04460173,0.10931917,0.30774832,0.02909959,0.11208194,0.06042620,0.03751602,0.13885744,0.07839850,0.27895790,0.13529144,0.10913686,0.14702612,0.02226025,0.14492655,0.08215026,0.05815937,0.07873104,0.20308386,0.02620430,0.03806842,0.17651188,0.09440996,0.14099930,0.05144533,0.08597036,0.32479993,0.20618430,0.13650143,0.11001444,0.11062007,0.19390315,0.05447336,0.14519790,0.06027132,0.09804570,0.07363571,0.02738590,0.02349687,0.12324870,0.27934614,0.14268023,0.04407907,0.09177443,0.06272809,0.26336735,0.02801559,0.40041310,0.23981678,0.03408044,0.04889202,0.39646745,0.04198268,0.11962492,0.07752271,0.20171165,0.09889903,0.03888757,0.08370672,0.09253437,0.02807902,0.09962177,0.09243514,0.25927368,0.03662828,0.15237728,0.11561184,0.04155697,0.03012187,0.11353454
42,0.30436182,0.11090675,0.13198288,0.20959088,0.06704245,0.08642456,0.01254920,0.08409075,0.28626403,0.03981118,0.13132122,0.04626424,0.26336125,0.02582590,0.15726632,0.39399701,0.12821628,0.08504748,0.31542090,0.11359332,0.01955606,0.11379080,0.16673815,0.09522539,0.12926613,0.05332997,0.16147658,0.21333371,0.05141370,0.08926524,0.06426717,0.03391510,0.05623881,0.15642552,0.14432521,0.12480618,0.08764261,0.08330600,0.07703976,0.07759251,0.23697723,0.12900534,1.00000000,0.06898920,0.22666085,0.02439768,0.14335147,0.02864603,0.11720753,0.02644860,0.03799977,0.14198522,0.01975703,0.03917040,0.04560972,0.28320312,0.17499265,0.10480383,0.02797353,0.25721627,0.15799205,0.17806494,0.11145444,0.11217654,0.03590734,0.07072089,0.06023588,0.18481395,0.05797510,0.02604008,0.02625280,0.26640999,0.15113202,0.03639068,0.17139240,0.04189937,0.10334351,0.03665791,0.12822491,0.13207008,0.21728848,0.12217430,0.11132315,0.34389400,0.11933745,0.18062297,0.04334254,0.05923599,0.03345497,0.20983861,0.11866635,0.19797203,0.16477978,0.11349281,0.27661580,0.04595998,0.09422269,0.12431790,0.12384177,0.08313776,0.02109754,0.16184923,0.02145666,0.07195579,0.25703594,0.19825529,0.05070867,0.04829414,0.02023299,0.12321930,0.06973611,0.09280638,0.12801529,0.07971109,0.23329070,0.09057204,0.08550769,0.02393362,0.03305719,0.10607652,0.02807399,0.45800713,0.26144242,0.02605451,0.26046395,0.17642137,0.04467527,0.10613814
43,0.08122803,0.10285866,0.11728520,0.08360332,0.12498339,0.09048682,0.14717504,0.04859808,0.05881992,0.06265815,0.17732862,0.14054373,0.03598239,0.10200863,0.07508948,0.14394979,0.05670466,0.03190792,0.27371404,0.09566052,0.22523020,0.06031719,0.23531264,0.10858504,0.27974063,0.02581727,0.14010829,0.09481896,0.20713481,0.04611138,0.03903485,0.02304015,0.16316721,0.18596666,0.13241011,0.06238762,0.06826750,0.08020853,0.09467258,0.05198957,0.12985831,0.23461080,0.06898920,1.00000000,0.09765272,0.05485572,0.22760710,0.13466144,0.09892365,0.14528063,0.10847647,0.10121043,0.12248426,0.12608284,0.04181310,0.22287217,0.13038035,0.06913857,0.03183273,0.22227418,0.14954522,0.09239002,0.07204634,0.06749818,0.03627065,0.03022785,0.06746855,0.02777054,0.16245615,0.02738625,0.15465799,0.08106910,0.04875989,0.13863492,0.06071505,0.02629168,0.06626308,0.04391574,0.31711787,0.07671671,0.08963151,0.02878546,0.13720459,0.20931430,0.02541813,0.09731847,0.12589878,0.07500653,0.05687426,0.04173067,0.10885035,0.08035330,0.03131218,0.05789499,0.04655851,0.03944815,0.19925708,0.32994425,0.11141282,0.06541327,0.12062864,0.15203848,0.02955614,0.03152904,0.05780485,0.04248076,0.07657232,0.03839869,0.04588544,0.04317477,0.03178765,0.07964121,0.17776841,0.09187212,0.23928228,0.16148360,0.12664524,0.04814443,0.03537665,0.03237117,0.04775696,0.23125041,0.08063355,0.02449535,0.09195095,0.12542154,0.13461410,0.09107067
44,0.19496652,0.09199341,0.11905332,0.17945033,0.08671160,0.11989991,0.03443513,0.04066665,0.10630357,0.05383898,0.13061437,0.02807018,0.13747227,0.02104198,0.08902235,0.21881367,0.06797285,0.10054569,0.08521682,0.07328644,0.03743884,0.03454506,0.30981624,0.03938852,0.16734955,0.05295844,0.09085965,0.07429223,0.04903933,0.08271979,0.02415035,0.08537395,0.02036383,0.17373207,0.23911484,0.13962150,0.07301196,0.14306799,0.08375614,0.05846864,0.03980055,0.02585206,0.22666085,0.09765272,1.00000000,0.05650610,0.11801578,0.06488014,0.08637008,0.09863789,0.04837462,0.11030126,0.02455088,0.18222073,0.03538183,0.25247151,0.07520655,0.07855323,0.04814990,0.17849052,0.06517748,0.15235034,0.02504263,0.10373472,0.07799186,0.03233420,0.03210220,0.06250583,0.13065782,0.02351566,0.05492551,0.20007688,0.06682122,0.07106255,0.07879987,0.01711178,0.05603670,0.03693207,0.15044962,0.13060522,0.09635130,0.04723422,0.12325914,0.32986647,0.09343036,0.04968601,0.06975804,0.02829687,0.06899634,0.13991992,0.33650821,0.14745343,0.16991535,0.09906043,0.16252454,0.05925520,0.15472156,0.10626379,0.12202917,0.09787226,0.06900346,0.24489585,0.03946242,0.05316203,0.15953515,0.07084725,0.05667387,0.04084631,0.04644964,0.02961417,0.02201704,0.08847047,0.16121441,0.04066361,0.07033478,0.14197204,0.03107331,0.08783148,0.01741108,0.12152857,0.02724347,0.26803613,0.18637922,0.05376926,0.12386850,0.13557671,0.02316608,0.11037309
45,0.11806379,0.13356256,0.03799676,0.08906861,0.03713580,0.04287370,0.03589190,0.36728328,0.21169892,0.04906113,0.19324753,0.13025114,0.03762751,0.22485283,0.10556101,0.10112181,0.02862886,0.10782614,0.11198069,0.05029476,0.05070688,0.01513968,0.04134638,0.03160786,0.03679887,0.05409582,0.07424988,0.04592813,0.08745871,0.06872161,0.04446348,0.07411608,0.07392962,0.04728245,0.06583307,0.04230796,0.03988598,0.07309346,0.09304455,0.07285959,0.05007290,0.04826806,0.02439768,0.05485572,0.05650610,1.00000000,0.02057149,0.14514512,0.03426906,0.05988982,0.08114332,0.03445155,0.03187475,0.05118005,0.08347159,0.02950988,0.05255825,0.07869110,0.02682756,0.04843461,0.06087142,0.02682114,0.03054478,0.17810927,0.05487973,0.08644187,0.04126649,0.06513297,0.05422803,0.07027704,0.06450225,0.01475906,0.05219242,0.07871240,0.06405137,0.02679594,0.03821239,0.03857474,0.05170442,0.05355207,0.07612283,0.06837924,0.10952438,0.04658324,0.03997203,0.09496173,0.03916436,0.04553892,0.09905912,0.09527597,0.02031761,0.04324775,0.02594860,0.10277295,0.09654974,0.02473032,0.03302353,0.06691119,0.04850685,0.06008086,0.24570808,0.06642118,0.36277348,0.04186970,0.07755717,0.06627473,0.03533083,0.04156343,0.04878524,0.06775713,0.08405773,0.07411237,0.05715369,0.01705911,0.02782727,0.10932300,0.08521845,0.03691621,0.04403223,0.04677188,0.07607835,0.10451953,0.03597336,0.08952578,0.01215126,0.02833101,0.05785374,0.09937102
46,0.05491563,0.02452009,0.06856820,0.09592675,0.02414604,0.04412711,0.15234628,0.03269606,0.13710842,0.02476010,0.02427386,0.02265238,0.22070602,0.03553917,0.03171923,0.15072045,0.02915793,0.08759779,0.23971517,0.04142629,0.02111104,0.04602160,0.13515645,0.06374358,0.13637704,0.02276935,0.06346788,0.19354588,0.13244289,0.04069446,0.03058356,0.02430814,0.03468285,0.19618468,0.11957759,0.09214216,0.01970373,0.04445614,0.08318090,0.04200516,0.15571338,0.12673603,0.14335147,0.22760710,0.11801578,0.02057149,1.00000000,0.02980570,0.05699882,0.06743398,0.04771567,0.04746200,0.09302805,0.05959586,0.02741684,0.18159348,0.09194203,0.04773396,0.06544960,0.15432189,0.10850421,0.13914123,0.07812001,0.07041647,0.02200453,0.08427028,0.05183481,0.03037525,0.07844673,0.02037788,0.13831635,0.08564875,0.08693267,0.09007365,0.07983187,0.01621753,0.06542496,0.02672882,0.10615303,0.04743797,0.06523540,0.04576511,0.06911825,0.17502114,0.02986132,0.04820598,0.03312632,0.08184552,0.04732146,0.12684841,0.06487719,0.11774986,0.03901435,0.10213947,0.11619455,0.01920387,0.10915017,0.10509273,0.02780135,0.03532155,0.03072492,0.09652954,0.01587724,0.03025456,0.03285939,0.08633287,0.02941814,0.06723884,0.02936802,0.05470898,0.04964823,0.04594128,0.12419447,0.04462963,0.14243369,0.10656888,0.11876105,0.02429664,0.04369201,0.15659744,0.03794178,0.24497086,0.15553880,0.02736188,0.07767487,0.15042621,0.13201821,0.07076956
47,0.05112902,0.03732601,0.08870292,0.13636160,0.05575101,0.19196343,0.02428255,0.10552710,0.02269184,0.03587227,0.13820241,0.18818492,0.01510067,0.01992176,0.11692040,0.23405567,0.17306527,0.17046826,0.14728534,0.08595301,0.03673959,0.05582896,0.06068149,0.03159542,0.09161724,0.02554801,0.03001309,0.07463540,0.06836428,0.08867137,0.03527339,0.02372921,0.04898470,0.04073664,0.03779634,0.02323661,0.03557368,0.02721549,0.04176775,0.06195804,0.03483383,0.14814657,0.02864603,0.13466144,0.06488014,0.14514512,0.02980570,1.00000000,0.11694621,0.10589981,0.09069232,0.05608978,0.02961938,0.08063857,0.04021242,0.03522068,0.03397176,0.02058967,0.03130398,0.09282251,0.06283349,0.03070144,0.04298314,0.06362367,0.03642864,0.01837180,0.04089752,0.09240858,0.20273343,0.05034571,0.21656072,0.01638079,0.12842667,0.02034412,0.01954701,0.11395863,0.08680618,0.02691432,0.07009230,0.13871427,0.02244174,0.07124709,0.05736704,0.14982700,0.04377519,0.09137237,0.01564920,0.02780866,0.03417973,0.03058752,0.01772183,0.01829917,0.02508212,0.16634324,0.04131944,0.05681743,0.11760265,0.11942368,0.11662345,0.14153300,0.02334366,0.18421307,0.06471781,0.08583668,0.02230212,0.07034178,0.18426231,0.02160726,0.06412114,0.07246868,0.02706240,0.07326779,0.08071265,0.02598048,0.02433717,0.03591616,0.03015526,0.03315118,0.05046818,0.03952271,0.03389264,0.12402587,0.02327700,0.06794168,0.02615299,0.02708250,0.07104462,0.16834582
48,0.03546742,0.02797114,0.12775144,0.09592855,0.03417367,0.07556461,0.08075158,0.08473638,0.08381838,0.03764660,0.08452885,0.02973937,0.06996187,0.02340414,0.07133251,0.11912201,0.05882772,0.03215004,0.19265714,0.04577651,0.00932010,0.10248966,0.09569688,0.02799891,0.13169730,0.02567899,0.06218938,0.08279447,0.02992619,0.07690419,0.17267329,0.02973324,0.03020684,0.07344697,0.10254188,0.02916288,0.05357505,0.02005411,0.03669881,0.26950172,0.05010607,0.23738845,0.11720753,0.09892365,0.08637008,0.03426906,0.05699882,0.11694621,1.00000000,0.15438741,0.05187279,0.18442547,0.08241465,0.04723102,0.10650331,0.05676956,0.04819009,0.02394781,0.09225383,0.13129324,0.17536025,0.04636217,0.05869324,0.04987738,0.12647466,0.03380500,0.13357298,0.23389073,0.09360676,0.11375696,0.10913666,0.06161601,0.28596443,0.02808443,0.03057448,0.04816739,0.16163814,0.03188969,0.03683429,0.16205084,0.02771744,0.23025183,0.05346985,0.14107132,0.05124896,0.09305594,0.03223694,0.12785688,0.03846871,0.06785618,0.02898991,0.03658333,0.03647478,0.06442671,0.02518814,0.06141149,0.04820580,0.07630523,0.11919299,0.09543014,0.03108658,0.09129372,0.05815280,0.06809290,0.04068897,0.07233138,0.05607245,0.04707738,0.08629186,0.16463953,0.10411489,0.03613590,0.03051233,0.03291306,0.05563886,0.02629772,0.09943689,0.04445515,0.05575095,0.08320840,0.03100406,0.12870747,0.06531146,0.03946652,0.02756354,0.04705699,0.02298074,0.11532573
49,0.07540488,0.02036602,0.05016328,0.05796564,0.03145120,0.12433001,0.04091303,0.02927053,0.01460572,0.03890827,0.07745530,0.14172028,0.04504668,0.01880579,0.01647963,0.05446409,0.19355041,0.04483483,0.13085410,0.03968046,0.03581917,0.12495010,0.08274737,0.04899821,0.05650947,0.13555630,0.07420840,0.01475173,0.09883691,0.02102693,0.07202756,0.14792958,0.04489269,0.03166726,0.11868040,0.05794840,0.03454619,0.02833249,0.05779418,0.05435994,0.06777272,0.12877962,0.02644860,0.14528063,0.09863789,0.05988982,0.06743398,0.10589981,0.15438741,1.00000000,0.04884122,0.08399004,0.05582138,0.03918244,0.19381213,0.05166295,0.09001230,0.05149974,0.06186860,0.01371372,0.06791970,0.02167475,0.02712218,0.03699718,0.02841820,0.05526365,0.04831339,0.03628615,0.06743143,0.09755312,0.14220920,0.00999363,0.04225757,0.06710670,0.03613202,0.13604695,0.01653484,0.10876265,0.02809502,0.03244415,0.04052656,0.06275327,0.02495364,0.06958726,0.03500221,0.10819304,0.02129202,0.03492946,0.02403644,0.02176634,0.05453008,0.01284876,0.02597737,0.03192887,0.04117031,0.06601040,0.09897134,0.08014723,0.12683131,0.12846288,0.01367303,0.20307192,0.06414589,0.07370333,0.02506740,0.05060475,0.18028010,0.02968051,0.08042531,0.04597658,0.03514720,0.03969669,0.03915099,0.13518719,0.07608736,0.05085030,0.08027144,0.02594723,0.01595177,0.03717621,0.13531744,0.09819070,0.03638925,0.02040318,0.02647921,0.02945670,0.06711845,0.05874985
