cluster_id,cluster_size,representative_role,channel,trigger,cross_light_ncc,robust_gradient_energy
1,1,medoid,117,structural_centrality,0.8218322884225239,0.03258792183816156
2,1,medoid,54,structural_centrality,0.9390513327207116,0.09556340900300515
3,1,medoid,120,structural_centrality,0.8939295060022513,0.05283352054426592
4,1,medoid,102,structural_centrality,0.933649072691281,0.12456366493954166
5,1,medoid,7,structural_centrality,0.9223022113661034,0.09843871208196461
6,1,medoid,45,structural_centrality,0.9463470004583125,0.07265415420066237
7,1,medoid,110,structural_centrality,0.9301742352459665,0.16405366373462188
8,1,medoid,116,structural_centrality,0.9521777568682221,0.1185176258406369
9,1,medoid,25,structural_centrality,0.9341828265436487,0.2221556738377099
10,1,medoid,63,structural_centrality,0.9005937579160053,0.1093082124315633
11,1,medoid,52,structural_centrality,0.9290846593304624,0.1947407897790757
12,1,medoid,19,structural_centrality,0.9117900780089423,0.10031575956221375
13,1,medoid,96,structural_centrality,0.9210456162645877,0.13106438499758022
14,1,medoid,74,structural_centrality,0.8447176454069614,0.07083469495254871
15,1,medoid,58,structural_centrality,0.9390417235748278,0.1305894811706859
16,1,medoid,66,structural_centrality,0.937009751338254,0.12015707246266175
17,1,medoid,81,structural_centrality,0.9434753949619001,0.08555249203255498
18,1,medoid,48,structural_centrality,0.9374238631524563,0.10587342268119015
19,1,medoid,72,structural_centrality,0.9319390877527229,0.17570613668074067
20,1,medoid,76,structural_centrality,0.9328182583716994,0.18172188568452413
21,1,medoid,79,structural_centrality,0.9563469246327363,0.14630198788786225
22,1,medoid,127,structural_centrality,0.9463328091328469,0.15814908314460838
23,1,medoid,51,structural_centrality,0.9528571947740742,0.21963744507363972
24,1,medoid,39,structural_centrality,0.9517688985305071,0.0649697988235747
25,1,medoid,64,structural_centrality,0.9189608994050051,0.11013217344603306
26,1,medoid,30,structural_centrality,0.938791880553232,0.10321603795172989
27,1,medoid,59,structural_centrality,0.9302907304198168,0.0866213603821445
28,1,medoid,2,structural_centrality,0.9446060189940011,0.22003070780564604
29,1,medoid,5,structural_centrality,0.9342781519945771,0.1581860992689858
30,1,medoid,113,structural_centrality,0.9364551952705644,0.2039843350363884
