cluster_id,cluster_size,representative_role,channel,trigger,cross_light_ncc,robust_gradient_energy
31,1,medoid,31,structural_centrality,0.93373238973234,0.17426154018755793
32,1,medoid,95,structural_centrality,0.939643681137305,0.11777584181822329
33,1,medoid,53,structural_centrality,0.825169471659595,0.03952598780395083
34,1,medoid,112,structural_centrality,0.9490209490801516,0.11742408470866914
35,1,medoid,99,structural_centrality,0.9515003822387949,0.1346470743487636
36,1,medoid,111,structural_centrality,0.9200800598573384,0.1513786315324686
37,1,medoid,68,structural_centrality,0.9407929504753529,0.1347318019062395
38,1,medoid,101,structural_centrality,0.9209879397989139,0.07575053304454626
39,1,medoid,47,structural_centrality,0.9358654422598633,0.07092731664686526
40,1,medoid,70,structural_centrality,0.8894451710292617,0.045138275469597
41,1,medoid,4,structural_centrality,0.8992698358254501,0.14679852464027918
42,1,medoid,65,structural_centrality,0.8985934819082861,0.0853832903156663
43,1,medoid,123,structural_centrality,0.8030497314961015,0.04224290441686103
44,1,medoid,1,structural_centrality,0.8964926542295921,0.09778022375044583
45,1,medoid,13,structural_centrality,0.9123294088892719,0.13029080894804596
46,1,medoid,33,structural_centrality,0.9416149013598653,0.09977553381365252
47,1,medoid,62,structural_centrality,0.9248261893242384,0.1635196555978025
48,1,medoid,61,structural_centrality,0.8788624042676378,0.07086353979842086
49,1,medoid,23,structural_centrality,0.948962485344609,0.24414599657256078
50,1,medoid,87,structural_centrality,0.9592723452096688,0.14903196709795014
51,1,medoid,82,structural_centrality,0.9012790134560038,0.09833617560485826
52,1,medoid,8,structural_centrality,0.9372674140643364,0.20125509895158727
53,1,medoid,26,structural_centrality,0.9254384121023289,0.15391879742031767
54,1,medoid,60,structural_centrality,0.8927804619024222,0.08597130208600007
55,1,medoid,67,structural_centrality,0.9037480431874427,0.13240840585938596
56,1,medoid,41,structural_centrality,0.9249776160580734,0.10730133869813302
57,1,medoid,109,structural_centrality,0.9118829648212956,0.11812074637164272
58,1,medoid,119,structural_centrality,0.917489698919596,0.10846366062523942
59,1,medoid,40,structural_centrality,0.9280559523777263,0.11261663770435917
60,1,medoid,42,structural_centrality,0.892368574349939,0.1863479324140004
61,1,medoid,15,structural_centrality,0.9425368962072274,0.23365763916510052
62,1,medoid,18,structural_centrality,0.9592231647132652,0.13034335144716483
63,1,medoid,121,structural_centrality,0.9360519710294848,0.08234736350736815
64,1,medoid,37,structural_centrality,0.8882621316046185,0.08319971487558989
65,1,medoid,9,structural_centrality,0.8846964941711133,0.05797993852377151
66,1,medoid,24,structural_centrality,0.9017886479327932,0.11775879583997642
67,1,medoid,46,structural_centrality,0.8968577150745078,0.08996204737435878
68,1,medoid,20,structural_centrality,0.8113137197633166,0.04256395089226071
69,1,medoid,55,structural_centrality,0.8700144592329658,0.0908163135748235
70,1,medoid,78,structural_centrality,0.8580281501005901,0.05580309832109381
71,1,medoid,114,structural_centrality,0.8779765145796157,0.16096949383300804
72,1,medoid,43,structural_centrality,0.8533364521574978,0.06552576325584339
73,1,medoid,97,structural_centrality,0.897278842869726,0.07587084084866541
74,1,medoid,115,structural_centrality,0.9606164603147538,0.10320067543048426
75,1,medoid,57,structural_centrality,0.8593370195033352,0.05022444958318858
76,1,medoid,0,structural_centrality,0.8114561665941054,0.10249492197756162
77,1,medoid,104,structural_centrality,0.8155959834275075,0.2018694360124711
78,1,medoid,12,structural_centrality,0.8179211888917681,0.062110523221309055
79,1,medoid,89,structural_centrality,0.8171689536307584,0.0520099176636578
80,1,medoid,27,structural_centrality,0.8878917274847791,0.07769468909593974
81,1,medoid,94,structural_centrality,0.829807272799259,0.13574451757068867
82,1,medoid,3,structural_centrality,0.888854284966955,0.18105727332591628
83,1,medoid,50,structural_centrality,0.8862540786955226,0.08157805017232655
84,1,medoid,14,structural_centrality,0.9253182913007978,0.16510988698763418
85,1,medoid,10,structural_centrality,0.9060306889199039,0.14596438241618248
86,1,medoid,85,structural_centrality,0.921778907498024,0.14976013987787568
87,1,medoid,88,structural_centrality,0.9125837108686556,0.12602678210367335
88,1,medoid,35,structural_centrality,0.8739611101070395,0.12417545495628876
89,1,medoid,92,structural_centrality,0.876122378726365,0.16413728616470918
90,1,medoid,124,structural_centrality,0.9279765970538776,0.2525895901054489
91,1,medoid,34,structural_centrality,0.8898317970047851,0.04166244687189899
92,1,medoid,22,structural_centrality,0.9181168458932953,0.04860395078878452
93,1,medoid,80,structural_centrality,0.8933968503012584,0.11491220828438904
94,1,medoid,44,structural_centrality,0.8334167656180558,0.04279137317433181
95,1,medoid,90,structural_centrality,0.8529233699206042,0.04323224950042938
96,1,medoid,122,structural_centrality,0.9135225404479673,0.12059922658298455
97,1,medoid,71,structural_centrality,0.9102572146771938,0.20134737179110707
98,1,medoid,91,structural_centrality,0.8975536592953967,0.09164932113892378
99,1,medoid,125,structural_centrality,0.8680373428902164,0.11202708388203159
100,1,medoid,56,structural_centrality,0.899230223837398,0.08953638960361902
101,1,medoid,83,structural_centrality,0.9162896345682409,0.1265262888117627
102,1,medoid,118,structural_centrality,0.865031911997812,0.12956965300897222
103,1,medoid,16,structural_centrality,0.9541861894869847,0.10491922063049688
104,1,medoid,126,structural_centrality,0.847233801868132,0.08398786393953112
105,1,medoid,11,structural_centrality,0.9071271690232987,0.06893564749977893
106,1,medoid,73,structural_centrality,0.8950791464462432,0.09221757262713429
107,1,medoid,86,structural_centrality,0.8507602640878555,0.1142027029856654
108,1,medoid,29,structural_centrality,0.940291501342402,0.12327150436802214
109,1,medoid,105,structural_centrality,0.8919890167124854,0.12110309152351634
110,1,medoid,32,structural_centrality,0.8180093537455022,0.1320867822886341
111,1,medoid,84,structural_centrality,0.8677689938313442,0.12044368523651339
112,1,medoid,28,structural_centrality,0.8648442040454986,0.13414828641070287
113,1,medoid,100,structural_centrality,0.8891085655983669,0.07799707881541787
114,1,medoid,107,structural_centrality,0.8451055171871509,0.07861625218719862
115,1,medoid,6,structural_centrality,0.878039464786862,0.12665504254549093
116,1,medoid,77,structural_centrality,0.932068175937922,0.15521447625868295
117,1,medoid,69,structural_centrality,0.9068540056007479,0.1846026453981256
118,1,medoid,108,structural_centrality,0.9501268063318342,0.1868006009326354
119,1,medoid,38,structural_centrality,0.9205220379721609,0.10620396578591168
120,1,medoid,103,structural_centrality,0.8935524228364922,0.10626484269736655
121,1,medoid,17,structural_centrality,0.904910665469051,0.07039017577238366
122,1,medoid,93,structural_centrality,0.9400543288144994,0.09123841420463658
123,1,medoid,49,structural_centrality,0.9519927305582395,0.08797766579664344
124,1,medoid,106,structural_centrality,0.9403644237392063,0.12765853978167374
125,1,medoid,98,structural_centrality,0.8778336945808998,0.08658605274070347
126,1,medoid,21,structural_centrality,0.9427441284293108,0.23678387609622792
127,1,medoid,36,structural_centrality,0.9387192655216774,0.14010092386195666
128,1,medoid,75,structural_centrality,0.9405160650824262,0.13123104974408178
