channel,condition,local_sharpness,global_sharpness,x_local,y_local
178,+50%,0.007831,0.018884,0.007030,0.008632
179,Clean,0.007626,0.023344,0.008388,0.006863
179,+30%,0.007326,0.022959,0.007954,0.006698
179,+50%,0.006420,0.020649,0.007276,0.005565
180,Clean,0.007268,0.018554,0.005470,0.009066
180,+30%,0.006046,0.014218,0.003923,0.008170
180,+50%,0.005449,0.012721,0.003077,0.007820
181,Clean,0.006613,0.021391,0.006754,0.006471
181,+30%,0.006335,0.020828,0.006337,0.006333
181,+50%,0.006429,0.021394,0.006226,0.006631
182,Clean,0.009642,0.022016,0.012081,0.007203
182,+30%,0.009250,0.021676,0.011893,0.006607
182,+50%,0.009494,0.019912,0.011900,0.007088
183,Clean,0.008412,0.021536,0.009668,0.007155
183,+30%,0.007752,0.019359,0.009156,0.006349
183,+50%,0.006399,0.016097,0.007635,0.005162
184,Clean,0.011765,0.021582,0.011911,0.011619
184,+30%,0.012659,0.023124,0.012464,0.012854
184,+50%,0.012891,0.023234,0.012502,0.013281
185,Clean,0.008414,0.022751,0.007199,0.009630
185,+30%,0.007412,0.019784,0.006040,0.008784
185,+50%,0.007290,0.016640,0.005169,0.009410
186,Clean,0.007719,0.021304,0.006469,0.008969
186,+30%,0.007692,0.018879,0.005153,0.010231
186,+50%,0.007048,0.016619,0.003418,0.010677
187,Clean,0.006942,0.021285,0.006607,0.007277
187,+30%,0.006198,0.019288,0.006226,0.006170
187,+50%,0.006999,0.020088,0.007035,0.006963
188,Clean,0.006134,0.019559,0.005676,0.006593
188,+30%,0.005154,0.016451,0.004988,0.005320
188,+50%,0.005211,0.015972,0.004758,0.005665
189,Clean,0.008381,0.020194,0.006533,0.010228
189,+30%,0.009443,0.018799,0.007164,0.011722
189,+50%,0.009077,0.016922,0.007199,0.010954
190,Clean,0.008853,0.024375,0.009048,0.008658
190,+30%,0.008440,0.022830,0.008539,0.008340
190,+50%,0.008818,0.022230,0.008163,0.009474
191,Clean,0.007089,0.019258,0.007913,0.006265
191,+30%,0.008968,0.021159,0.009486,0.008451
191,+50%,0.009195,0.019868,0.008665,0.009725
192,Clean,0.007911,0.020220,0.006875,0.008947
192,+30%,0.006965,0.018735,0.005814,0.008117
192,+50%,0.007168,0.017633,0.005306,0.009030
193,Clean,0.008570,0.022585,0.007296,0.009843
193,+30%,0.007775,0.020446,0.006901,0.008648
193,+50%,0.007106,0.018827,0.006615,0.007596
194,Clean,0.008861,0.024993,0.008036,0.009687
194,+30%,0.008274,0.021970,0.007659,0.008889
194,+50%,0.009767,0.024498,0.010094,0.009440
195,Clean,0.008223,0.020592,0.008995,0.007450
195,+30%,0.006466,0.017023,0.006821,0.006111
195,+50%,0.008270,0.020978,0.007419,0.009121
196,Clean,0.007281,0.022607,0.005959,0.008602
196,+30%,0.007541,0.022817,0.006511,0.008571
196,+50%,0.007733,0.023288,0.006522,0.008944
197,Clean,0.006485,0.020258,0.005721,0.007248
197,+30%,0.006403,0.017951,0.004960,0.007845
197,+50%,0.007782,0.017941,0.006550,0.009014
198,Clean,0.007414,0.020258,0.005859,0.008969
198,+30%,0.007260,0.019070,0.005100,0.009419
198,+50%,0.007322,0.019434,0.005918,0.008725
199,Clean,0.008194,0.020025,0.010815,0.005574
199,+30%,0.008660,0.020693,0.011942,0.005377
199,+50%,0.007673,0.016754,0.010230,0.005116
200,Clean,0.008734,0.024915,0.007659,0.009809
200,+30%,0.008886,0.023702,0.007824,0.009948
200,+50%,0.008504,0.023522,0.007111,0.009897
201,Clean,0.015924,0.028685,0.018381,0.013468
201,+30%,0.015154,0.026568,0.017437,0.012871
201,+50%,0.014701,0.026037,0.016236,0.013165
202,Clean,0.008385,0.022086,0.007106,0.009664
202,+30%,0.010260,0.023156,0.009276,0.011243
202,+50%,0.010189,0.021062,0.008453,0.011924
203,Clean,0.012709,0.024643,0.013713,0.011704
203,+30%,0.011839,0.022594,0.013417,0.010261
203,+50%,0.011069,0.021747,0.012685,0.009453
204,Clean,0.009341,0.022242,0.009167,0.009515
204,+30%,0.008729,0.021770,0.008859,0.008599
204,+50%,0.008891,0.022030,0.008702,0.009080
205,Clean,0.012485,0.021672,0.009740,0.015230
205,+30%,0.012625,0.021523,0.008410,0.016840
205,+50%,0.012231,0.020731,0.008305,0.016158
206,Clean,0.007555,0.022426,0.006149,0.008961
206,+30%,0.006874,0.021075,0.005708,0.008040
206,+50%,0.006560,0.020893,0.005447,0.007673
207,Clean,0.009067,0.023556,0.010380,0.007754
207,+30%,0.008584,0.022893,0.010002,0.007166
207,+50%,0.007360,0.020989,0.008371,0.006349
208,Clean,0.004932,0.016606,0.004777,0.005087
208,+30%,0.006737,0.015901,0.006121,0.007354
208,+50%,0.006322,0.016972,0.005953,0.006691
209,Clean,0.009679,0.020068,0.009594,0.009764
209,+30%,0.009239,0.019506,0.009122,0.009355
209,+50%,0.009253,0.019299,0.008700,0.009807
210,Clean,0.006309,0.021343,0.005705,0.006913
210,+30%,0.008778,0.020570,0.008935,0.008622
210,+50%,0.013138,0.015971,0.012023,0.014254
211,Clean,0.010740,0.021324,0.010821,0.010660
211,+30%,0.013017,0.025930,0.011882,0.014152
211,+50%,0.012494,0.025789,0.009829,0.015159
212,Clean,0.007509,0.021550,0.006271,0.008747
212,+30%,0.007902,0.021660,0.005778,0.010027
212,+50%,0.007877,0.021190,0.005546,0.010207
213,Clean,0.006960,0.019878,0.007018,0.006903
213,+30%,0.005724,0.015870,0.006195,0.005252
213,+50%,0.005828,0.015323,0.005951,0.005704
214,Clean,0.008215,0.021082,0.006797,0.009633
214,+30%,0.007840,0.020745,0.006359,0.009321
214,+50%,0.007734,0.019831,0.006979,0.008488
215,Clean,0.007713,0.019593,0.009751,0.005674
215,+30%,0.008244,0.019512,0.010276,0.006211
215,+50%,0.009064,0.018200,0.011066,0.007063
216,Clean,0.006438,0.020258,0.004153,0.008723
216,+30%,0.005935,0.018117,0.003639,0.008232
216,+50%,0.006017,0.016772,0.004314,0.007719
217,Clean,0.006857,0.020310,0.006441,0.007273
217,+30%,0.007473,0.016768,0.008793,0.006154
217,+50%,0.009668,0.014453,0.011015,0.008321
218,Clean,0.007895,0.019961,0.005759,0.010032
218,+30%,0.007843,0.020175,0.005834,0.009851
218,+50%,0.008510,0.019950,0.005755,0.011264
219,Clean,0.009426,0.022575,0.009705,0.009147
219,+30%,0.009410,0.022305,0.009590,0.009229
219,+50%,0.009265,0.022395,0.009516,0.009014
220,Clean,0.006691,0.019721,0.006917,0.006466
220,+30%,0.006153,0.017506,0.006101,0.006204
220,+50%,0.006171,0.017697,0.005891,0.006452
221,Clean,0.008778,0.023584,0.008009,0.009546
221,+30%,0.008176,0.022721,0.007430,0.008921
221,+50%,0.009639,0.025927,0.008695,0.010584
222,Clean,0.008569,0.022165,0.009136,0.008003
222,+30%,0.008573,0.022256,0.009802,0.007343
222,+50%,0.008399,0.021835,0.009762,0.007036
223,Clean,0.009624,0.022825,0.008229,0.011019
223,+30%,0.009750,0.021733,0.009068,0.010433
223,+50%,0.009451,0.020696,0.009182,0.009720
224,Clean,0.010272,0.024229,0.010114,0.010430
224,+30%,0.010473,0.024081,0.011070,0.009877
224,+50%,0.009706,0.023091,0.010020,0.009391
225,Clean,0.008889,0.020784,0.007551,0.010227
225,+30%,0.009031,0.021122,0.007662,0.010399
225,+50%,0.007649,0.016826,0.007454,0.007844
226,Clean,0.011356,0.021686,0.012101,0.010611
226,+30%,0.010221,0.020415,0.011211,0.009232
226,+50%,0.009243,0.018496,0.010346,0.008141
227,Clean,0.009588,0.023599,0.007669,0.011507
227,+30%,0.009849,0.022067,0.007218,0.012480
227,+50%,0.009212,0.018903,0.008193,0.010230
228,Clean,0.012606,0.025932,0.013225,0.011987
228,+30%,0.012828,0.027098,0.013439,0.012218
228,+50%,0.012065,0.025030,0.012178,0.011952
229,Clean,0.007309,0.020253,0.006789,0.007828
229,+30%,0.007631,0.018359,0.007407,0.007856
229,+50%,0.007089,0.014812,0.005059,0.009118
230,Clean,0.007756,0.022037,0.006950,0.008563
230,+30%,0.007453,0.022047,0.006528,0.008378
230,+50%,0.007095,0.020168,0.006163,0.008028
231,Clean,0.005054,0.017393,0.004655,0.005453
231,+30%,0.004686,0.016397,0.004319,0.005053
231,+50%,0.005295,0.017120,0.005393,0.005197
232,Clean,0.009309,0.020955,0.007329,0.011289
232,+30%,0.009608,0.020451,0.007097,0.012119
232,+50%,0.010312,0.021031,0.006961,0.013663
233,Clean,0.008182,0.022290,0.007959,0.008406
233,+30%,0.007876,0.021218,0.007762,0.007991
233,+50%,0.008593,0.023344,0.008463,0.008723
234,Clean,0.007024,0.018488,0.006854,0.007195
234,+30%,0.007747,0.019551,0.007339,0.008155
234,+50%,0.007950,0.020038,0.007531,0.008369
235,Clean,0.007414,0.020196,0.006406,0.008421
235,+30%,0.009300,0.020752,0.007272,0.011328
235,+50%,0.010429,0.022202,0.007889,0.012968
236,Clean,0.010465,0.023279,0.009429,0.011501
236,+30%,0.008607,0.020565,0.008044,0.009171
236,+50%,0.008185,0.020268,0.007968,0.008401
237,Clean,0.010403,0.024641,0.007173,0.013633
237,+30%,0.009696,0.022944,0.007360,0.012032
237,+50%,0.010670,0.023291,0.008474,0.012865
238,Clean,0.008304,0.023282,0.008376,0.008232
238,+30%,0.008788,0.022360,0.008490,0.009086
238,+50%,0.008466,0.022300,0.008743,0.008190
239,Clean,0.008056,0.021485,0.007401,0.008711
239,+30%,0.006947,0.017627,0.005529,0.008365
239,+50%,0.006535,0.018430,0.005890,0.007181
240,Clean,0.008329,0.022112,0.008133,0.008526
240,+30%,0.008789,0.022628,0.008739,0.008839
240,+50%,0.009033,0.022829,0.008820,0.009245
241,Clean,0.013577,0.024368,0.011923,0.015231
241,+30%,0.009976,0.016662,0.011144,0.008807
241,+50%,0.009174,0.009549,0.012207,0.006141
242,Clean,0.008346,0.022060,0.007440,0.009251
242,+30%,0.009171,0.021248,0.008990,0.009353
242,+50%,0.009004,0.020899,0.007121,0.010887
243,Clean,0.007441,0.022097,0.007172,0.007709
243,+30%,0.008276,0.022968,0.008258,0.008293
243,+50%,0.009005,0.021605,0.010893,0.007117
244,Clean,0.007269,0.020684,0.007280,0.007258
244,+30%,0.007548,0.019964,0.007721,0.007375
244,+50%,0.007286,0.017410,0.007968,0.006604
245,Clean,0.007778,0.022676,0.006645,0.008911
245,+30%,0.007683,0.021756,0.006338,0.009027
245,+50%,0.006913,0.020317,0.005903,0.007923
246,Clean,0.009817,0.020064,0.007435,0.012200
246,+30%,0.008051,0.017271,0.006122,0.009979
246,+50%,0.008375,0.017995,0.006824,0.009926
247,Clean,0.009559,0.022930,0.006343,0.012776
247,+30%,0.008135,0.020280,0.006104,0.010166
247,+50%,0.008763,0.021024,0.006881,0.010646
248,Clean,0.013659,0.020253,0.021729,0.005588
248,+30%,0.013400,0.020326,0.021772,0.005029
248,+50%,0.011852,0.017262,0.019868,0.003835
249,Clean,0.009790,0.023635,0.010120,0.009460
249,+30%,0.009854,0.024408,0.010071,0.009638
249,+50%,0.009023,0.021133,0.008739,0.009307
250,Clean,0.007451,0.021195,0.009257,0.005645
250,+30%,0.007174,0.021082,0.009007,0.005340
250,+50%,0.007291,0.021175,0.008815,0.005768
251,Clean,0.007293,0.019532,0.005924,0.008661
251,+30%,0.007539,0.016469,0.006444,0.008634
251,+50%,0.007890,0.014719,0.007298,0.008482
252,Clean,0.006827,0.020030,0.006006,0.007649
252,+30%,0.006139,0.017089,0.005601,0.006678
252,+50%,0.006947,0.016928,0.006339,0.007556
253,Clean,0.010517,0.026246,0.007282,0.013752
253,+30%,0.009754,0.025602,0.006457,0.013051
253,+50%,0.009586,0.025395,0.005917,0.013255
254,Clean,0.007664,0.021293,0.005257,0.010070
254,+30%,0.007051,0.016602,0.003834,0.010269
254,+50%,0.006737,0.015296,0.003428,0.010045
255,Clean,0.008979,0.020290,0.007967,0.009992
255,+30%,0.007527,0.017392,0.007080,0.007974
255,+50%,0.006119,0.014988,0.005820,0.006418
