dataset_order,dataset_key,dataset_family,dataset_condition,source,standard_label,kind,id,label,role,candidate_key,channels_json,replicate,status,reason,elapsed_seconds,exit_code,failure_timestamp,failure_frame_index,last_timestamp,trajectory_poses,associated_poses,expected_matched_frames,coverage_ratio,se3_ate_rmse_m,se3_ate_mean_m,se3_ate_median_m,se3_ate_max_m,se3_ate_std_m,rotation_ape_rmse_deg,rotation_ape_mean_deg,rotation_ape_max_deg,translation_rpe_rmse_m,translation_rpe_max_m,rotation_rpe_rmse_deg,rotation_rpe_max_deg,allframe_sim3_rmse_m,allframe_sim3_mean_m,allframe_sim3_scale,keyframe_sim3_rmse_m,keyframe_sim3_mean_m,keyframe_sim3_scale,keyframe_associated_poses,historical_evo_ape_rmse_m,historical_evo_ape_mean_m,historical_evo_rpe_rmse_m,diagnostic_frames,photo_mse_median,photo_mse_p95,photo_mse_nonfinite_count,valid_ratio_min,valid_ratio_median,h_cond_max,delta_norm_max,crazy_affine_count,trajectory_path,keyframe_trajectory_path,log_path,created_at
3,fr1_desk_flashlight,fr1_desk,flashlight,Step-R:new,resnet_c2f_b_fine04_coarse05,c2f,52,resnet_c2f_b_fine04_coarse05,Step-R full-grid C2F-B; F4 × C5,"resnet:c2f:B:fine33,52:coarse108,121","[33, 52, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,47.04165791700507,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.13579295234664804,0.1295838322389436,0.13612269319921894,0.21220442100237052,0.04059256495084217,10.092236778829827,9.913739912950494,12.879426784371638,0.008703815146404068,0.04428541607365071,0.558505992063283,5.022024131313617,0.11071674333697912,0.10275229285201559,1.1001705475207118,0.10420578524834627,0.09518460707156391,1.1058711105574897,430,0.104226,0.095218,0.01047,571,2.240516,2.9558035,0,0.895,0.992,8283.0,0.027369,8,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine04_coarse05/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine04_coarse05/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine04_coarse05/replicate_0.log,2026-08-26T05:55:17.308153+00:00
3,fr1_desk_flashlight,fr1_desk,flashlight,Step-R:new,resnet_c2f_b_fine05_coarse01,c2f,53,resnet_c2f_b_fine05_coarse01,Step-R full-grid C2F-B; F5 × C1,"resnet:c2f:B:fine5,6,24,29:coarse41,60,67,108,121","[5, 6, 24, 29, 41, 60, 67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,48.38997792400187,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.14759538678373244,0.14061361231781097,0.14358034370769931,0.2775018611605624,0.04485766635454782,7.9355021834732,7.590555468941797,12.466230946419271,0.009468698716585223,0.10550625523398448,0.5431961580180229,3.742275582726926,0.12286100963944478,0.11429475551963506,1.1048483320084546,0.11640161481008292,0.1076778277691448,1.1138593286491494,431,0.11637,0.107659,0.011295,571,7.513995,9.5966785,0,0.896,0.992,6846.0,0.003506,0,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse01/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse01/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse01/replicate_0.log,2026-08-26T05:56:06.327701+00:00
3,fr1_desk_flashlight,fr1_desk,flashlight,Step-R:new,resnet_c2f_b_fine05_coarse02,c2f,54,resnet_c2f_b_fine05_coarse02,Step-R full-grid C2F-B; F5 × C2,"resnet:c2f:B:fine5,6,24,29:coarse60,67,108,121","[5, 6, 24, 29, 60, 67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,48.319667597999796,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.12820680186678188,0.12168834818787536,0.12979357945092268,0.22049604673484968,0.04036000446252056,7.582968023850543,7.105072804111732,11.831740455176885,0.008766400484031834,0.07260761571853393,0.5469211380997037,4.262298360172479,0.0990836268597717,0.0906605519072162,1.1038331054343047,0.09173501079329584,0.08400894815122519,1.1105380144959687,431,0.091638,0.083919,0.010375,571,7.511938,9.59829,0,0.897,0.992,6819.0,0.003194,0,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse02/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse02/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse02/replicate_0.log,2026-08-26T05:56:55.286329+00:00
3,fr1_desk_flashlight,fr1_desk,flashlight,Step-R:new,resnet_c2f_b_fine05_coarse03,c2f,55,resnet_c2f_b_fine05_coarse03,Step-R full-grid C2F-B; F5 × C3,"resnet:c2f:B:fine5,6,24,29:coarse41,60,67,95,108,121","[5, 6, 24, 29, 41, 60, 67, 95, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,48.37541759400483,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.25637687239216833,0.23997148745169217,0.2129742462751476,0.5042716227106108,0.09023738641944647,11.87974149347465,10.890929978246179,20.015661233738154,0.015915240584169946,0.3115322470405571,0.751978611482939,10.960895945867172,0.25281921751340647,0.23300834066176915,1.0538421988354278,0.25106236375621477,0.23148998535694926,1.071954132358109,431,0.251211,0.231745,0.018922,571,7.510468,9.593744999999998,0,0.896,0.992,6818.0,0.003528,0,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse03/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse03/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse03/replicate_0.log,2026-08-26T05:57:44.301370+00:00
3,fr1_desk_flashlight,fr1_desk,flashlight,Step-R:new,resnet_c2f_b_fine05_coarse04,c2f,56,resnet_c2f_b_fine05_coarse04,Step-R full-grid C2F-B; F5 × C4,"resnet:c2f:B:fine5,6,24,29:coarse67,108,121","[5, 6, 24, 29, 67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,48.23196811199887,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.20380943433467175,0.19333273197814368,0.18939119660802847,0.3833378610170766,0.06450380042823937,9.557996471090956,9.296777262474572,13.847191385332321,0.013556103315688971,0.2544748846035049,0.5695274956308349,5.9035912360695635,0.1944714208987087,0.17977977873755116,1.0774315841566717,0.18847154651873346,0.17304504551700528,1.0936032781100016,432,0.188616,0.173253,0.016289,571,7.515072,9.5955695,0,0.898,0.992,6815.0,0.003201,0,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse04/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse04/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse04/replicate_0.log,2026-08-26T05:58:33.165728+00:00
3,fr1_desk_flashlight,fr1_desk,flashlight,Step-R:new,resnet_c2f_b_fine05_coarse05,c2f,57,resnet_c2f_b_fine05_coarse05,Step-R full-grid C2F-B; F5 × C5,"resnet:c2f:B:fine5,6,24,29:coarse108,121","[5, 6, 24, 29, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,48.32182014799764,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.12173363472154257,0.11563328311499262,0.12250809585894513,0.19243517716465028,0.03805287976705467,7.5330792491481215,7.058624986691349,11.935677137686312,0.00880544455041111,0.07808661536287391,0.5433882775011367,4.472353322026641,0.09042975336439543,0.08143104953266023,1.1038988035572652,0.08252859251501962,0.0744053384774346,1.1100209641437,431,0.082408,0.07429,0.010449,571,7.510623,9.593948000000001,0,0.897,0.992,6848.0,0.003201,0,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse05/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse05/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine05_coarse05/replicate_0.log,2026-08-26T05:59:22.115562+00:00
3,fr1_desk_flashlight,fr1_desk,flashlight,Step-R:new,resnet_c2f_b_fine06_coarse01,c2f,58,resnet_c2f_b_fine06_coarse01,Step-R full-grid C2F-B; F6 × C1,"resnet:c2f:B:fine29,33,52:coarse41,60,67,108,121","[29, 33, 52, 41, 60, 67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,47.403428587000235,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.1421150218483261,0.13611216516759256,0.14100735418588836,0.22801580467375585,0.04086756572564868,8.568812550532211,8.303828935796336,11.749627457239374,0.008327496555152164,0.03564634120325984,0.5088024464204038,1.9269709295801205,0.11970338475994712,0.11023880052545336,1.097493285315785,0.11006996231048592,0.10043402481899695,1.1036037504838594,430,0.110082,0.100458,0.009967,571,4.663175,6.211195,0,0.874,0.992,5930.0,0.00207,0,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse01/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse01/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse01/replicate_0.log,2026-08-26T06:00:10.147339+00:00
3,fr1_desk_flashlight,fr1_desk,flashlight,Step-R:new,resnet_c2f_b_fine06_coarse02,c2f,59,resnet_c2f_b_fine06_coarse02,Step-R full-grid C2F-B; F6 × C2,"resnet:c2f:B:fine29,33,52:coarse60,67,108,121","[29, 33, 52, 60, 67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,47.63566372799687,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.1577699678319092,0.15295994120753598,0.15095285236255784,0.27460500737106885,0.03866030438924143,8.121453542507165,7.654317531558744,12.83057572737884,0.008562417635555297,0.050814626036014464,0.5967808627082535,7.478584526553782,0.1419357434237447,0.13330021840044504,1.087195676085878,0.1366150843794687,0.12823253837593065,1.091963354597777,430,0.136586,0.128226,0.010254,571,4.6611,6.2010015,0,0.872,0.992,5930.0,0.004742,0,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse02/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse02/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse02/replicate_0.log,2026-08-26T06:00:58.418716+00:00
3,fr1_desk_flashlight,fr1_desk,flashlight,Step-R:new,resnet_c2f_b_fine06_coarse03,c2f,60,resnet_c2f_b_fine06_coarse03,Step-R full-grid C2F-B; F6 × C3,"resnet:c2f:B:fine29,33,52:coarse41,60,67,95,108,121","[29, 33, 52, 41, 60, 67, 95, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,47.52409406899824,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.24528437387407978,0.23187904021021355,0.22322179179716603,0.4352805766732631,0.07997833943005767,9.602960146539782,9.32392422395829,14.174326951327906,0.01774228064631187,0.37281154511004433,0.6212699111886019,8.536545499167051,0.23996475446183993,0.22427015485561208,1.0646358515648922,0.23606951531242307,0.2198856732745753,1.0834208667066705,430,0.236284,0.220207,0.021667,571,4.659194,6.212764,0,0.896,0.992,14560.0,0.003622,8,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse03/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse03/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse03/replicate_0.log,2026-08-26T06:01:46.558689+00:00
3,fr1_desk_flashlight,fr1_desk,flashlight,Step-R:new,resnet_c2f_b_fine06_coarse04,c2f,61,resnet_c2f_b_fine06_coarse04,Step-R full-grid C2F-B; F6 × C4,"resnet:c2f:B:fine29,33,52:coarse67,108,121","[29, 33, 52, 67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,46.82069044600212,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.21137140938157292,0.2026359661291736,0.1930312517074974,0.3839063233338668,0.06013765820888688,8.6422042750649,8.347314157595218,13.401491268257228,0.015702953935791526,0.3142137681056672,0.6440681968017541,7.224415159103902,0.20259241210868884,0.18899515383476823,1.0766589469014243,0.19660851066073232,0.18148579649511068,1.0918743527975303,430,0.196766,0.181728,0.019391,571,4.650073,6.2005175,0,0.896,0.992,10790.0,0.009399,8,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse04/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse04/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse04/replicate_0.log,2026-08-26T06:02:34.014036+00:00
3,fr1_desk_flashlight,fr1_desk,flashlight,Step-R:new,resnet_c2f_b_fine06_coarse05,c2f,62,resnet_c2f_b_fine06_coarse05,Step-R full-grid C2F-B; F6 × C5,"resnet:c2f:B:fine29,33,52:coarse108,121","[29, 33, 52, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,47.17720204299985,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.1423404030933343,0.1363600329514697,0.14163741654749903,0.22998501296314353,0.04082562634237205,8.568477239605647,8.301085780383524,11.813808198260555,0.008331425306281585,0.036718376273112315,0.5077783321683841,1.907455316766078,0.11983784724371432,0.11052607140027616,1.0977861538895668,0.11032390438512563,0.10082112844985211,1.1036756483750438,430,0.110339,0.100847,0.009948,571,4.664298,6.203131,0,0.873,0.992,5925.0,0.001883,0,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse05/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse05/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr1_desk_flashlight/artifacts/resnet_c2f_b_fine06_coarse05/replicate_0.log,2026-08-26T06:03:21.816750+00:00
4,fr2_desk_clean,fr2_desk,clean,Step-Q:resnet_conv1_direct_f1_d15_d20_d26_d34,resnet_direct_fine01,direct_fine,4,resnet_conv1_direct_f1_d15_d20_d26_d34,Direct fine parent F1: global direct Conv1 optimum on fr1/desk_lightswitch.,"resnet:direct:conv1:15,20,26,34","[15, 20, 26, 34]",0,PASS,Completed the full matched RGB-D sequence,163.17347137699835,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.34254291417869437,0.2760398668540685,0.23273947572293055,0.7154124478950985,0.20282416020094965,13.27252116991441,12.649356167586735,20.07519998196698,0.005086113103737007,0.10930686861726811,0.2824099132659004,2.6519458001267684,0.33132071457364975,0.2876552053730004,0.9521568088716843,0.07578821959487125,0.04846026918966025,1.063336160418096,470,0.074173,0.04531,0.044908,2891,9.069211,10.4553195,0,0.9,1.0,8785.0,0.005988,0,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_conv1_direct_f1_d15_d20_d26_d34/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_conv1_direct_f1_d15_d20_d26_d34/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_conv1_direct_f1_d15_d20_d26_d34/replicate_0.log,2026-08-23T12:59:08.770311+00:00
4,fr2_desk_clean,fr2_desk,clean,Step-Q:resnet_conv1_direct_f2_d23_d24_d26_d51_d63,resnet_direct_fine02,direct_fine,5,resnet_conv1_direct_f2_d23_d24_d26_d51_d63,"Direct fine parent F2, used by both A/B schedule tests of the global C2F pair.","resnet:direct:conv1:23,24,26,51,63","[23, 24, 26, 51, 63]",0,PASS,Completed the full matched RGB-D sequence,157.19414306199178,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.3654946634667298,0.2894633749406041,0.23314209698555596,0.8062215995858295,0.22315309451283294,14.400572574840828,13.478934689954796,25.370523695100285,0.005481364353835516,0.0882254898643544,0.293372810828918,3.2264589506524493,0.3523818647080031,0.30260328419178,0.9467939324976128,0.08678410476445579,0.05982664126455221,1.094698218782679,470,0.084544,0.056175,0.049819,2891,8.807534,10.19749,0,0.9,1.0,11530.0,0.007305,0,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_conv1_direct_f2_d23_d24_d26_d51_d63/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_conv1_direct_f2_d23_d24_d26_d51_d63/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_conv1_direct_f2_d23_d24_d26_d51_d63/replicate_0.log,2026-08-23T13:01:46.893521+00:00
4,fr2_desk_clean,fr2_desk,clean,Step-R:new,resnet_direct_fine03,direct_fine,1,resnet_direct_fine03,Step-R direct fine rank 3,"resnet:direct:conv1:15,20,26,34,45,53","[15, 20, 26, 34, 45, 53]",0,PASS,Completed the full matched RGB-D sequence,147.7098587319997,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.365700869137412,0.296398868660836,0.2513888943693182,0.7604250445872756,0.21420746099152346,14.196663200910509,13.505789196074689,21.46305043226474,0.005439051203019792,0.12196878994839366,0.2856150213175755,3.0070475315675713,0.3541780866613932,0.3083915079540521,0.9498809102303507,0.07848850079084771,0.04934704057144431,1.0728405050297694,469,0.077375,0.046702,0.049293,2891,11.837758,13.496704999999999,0,0.9,1.0,4622.0,0.002387,0,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_direct_fine03/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_direct_fine03/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_direct_fine03/replicate_0.log,2026-08-26T06:05:50.849294+00:00
4,fr2_desk_clean,fr2_desk,clean,Step-R:new,resnet_direct_fine04,direct_fine,2,resnet_direct_fine04,Step-R direct fine rank 4,"resnet:direct:conv1:33,52","[33, 52]",0,PASS,Completed the full matched RGB-D sequence,157.01672127500206,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.8113773944518987,0.6911315358392334,0.6114893566630568,1.6422392497743912,0.42505349827528144,30.812368245061318,28.974240270874112,44.04140413066497,0.0121153777259293,0.4026725540893396,0.323462147888764,5.406944692066736,0.7703785385414772,0.6997594903036648,0.8615563533710973,0.1506514378984754,0.0693636415107454,1.1291554031042867,469,0.150793,0.064544,0.121137,2891,1.936027,2.1765885000000003,0,0.895,1.0,5035.0,0.006619,40,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_direct_fine04/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_direct_fine04/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_direct_fine04/replicate_0.log,2026-08-26T06:08:28.788255+00:00
4,fr2_desk_clean,fr2_desk,clean,Step-R:new,resnet_direct_fine05,direct_fine,3,resnet_direct_fine05,Step-R direct fine rank 5,"resnet:direct:conv1:5,6,24,29","[5, 6, 24, 29]",0,PASS,Completed the full matched RGB-D sequence,155.7731040199942,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.5427419008001029,0.45062382951203656,0.37458553434140807,1.1485176713535659,0.30250113249377364,20.27115808284299,18.983970205269763,30.646014965635146,0.008768715655130812,0.2318613086483071,0.319057685227803,3.3697441188030886,0.5198626237258648,0.4599279175259362,0.9152407548404573,0.11116609221497675,0.0657576543833548,1.1084164043854927,471,0.110763,0.062675,0.082154,2891,5.689066,7.0058825,0,0.899,1.0,6168.0,0.005646,0,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_direct_fine05/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_direct_fine05/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_direct_fine05/replicate_0.log,2026-08-26T06:11:05.478784+00:00
4,fr2_desk_clean,fr2_desk,clean,Step-Q:resnet_conv1_direct_f6_d29_d33_d52,resnet_direct_fine06,direct_fine,6,resnet_conv1_direct_f6_d29_d33_d52,"Direct fine parent F6, included because it has the largest observed C2F gain with C5.","resnet:direct:conv1:29,33,52","[29, 33, 52]",0,PASS,Completed the full matched RGB-D sequence,158.866955038975,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.6010065518123088,0.4955089100482487,0.3950025368666695,1.2675324836305193,0.3401173259099248,21.542299701318303,20.16446419224344,31.95001507570468,0.008496465000298584,0.2572152040181936,0.29728964949280684,3.5419727419093734,0.5724318139879653,0.5066938214066184,0.901000127332067,0.11904176428467135,0.06367594404168116,1.116281457772623,471,0.118487,0.0596,0.086289,2891,3.581757,4.150150999999999,0,0.901,1.0,4451.0,0.005522,10,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_conv1_direct_f6_d29_d33_d52/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_conv1_direct_f6_d29_d33_d52/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_conv1_direct_f6_d29_d33_d52/replicate_0.log,2026-08-23T13:04:26.696358+00:00
4,fr2_desk_clean,fr2_desk,clean,Step-R:new,resnet_direct_coarse01,direct_coarse,4,resnet_direct_coarse01,Step-R direct coarse rank 1,"resnet:direct:layer2:41,60,67,108,121","[41, 60, 67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,166.83495192199916,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.8673968204790108,0.7413673154836624,0.6115262913609743,1.764856347656827,0.45027963279460587,37.11893300585789,33.64767593687167,66.08437771498448,0.012863886693278228,0.28633443184043667,0.4237084851991709,9.723454458363946,0.8508706117346987,0.7634960200632755,0.9015445775482638,0.24323184575425416,0.1671745943068375,1.3400173183340545,469,0.243991,0.164851,0.144184,2891,7.735071,9.381442499999999,0,0.899,1.0,1744.0,0.006614,291,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_direct_coarse01/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_direct_coarse01/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_r_c2f_grid_completion/resnet/per_dataset/fr2_desk_clean/artifacts/resnet_direct_coarse01/replicate_0.log,2026-08-26T06:13:53.224888+00:00
