dataset_order,dataset_key,dataset_family,dataset_condition,standard_label,source,variant,fine_rank,coarse_rank,c2f_status,c2f_ate_mean_cm,fine_parent,fine_status,fine_ate_mean_cm,coarse_parent,coarse_status,coarse_ate_mean_cm,better_parent,better_parent_ate_mean_cm,comparison_status,delta_vs_fine_cm,percent_delta_vs_fine,beats_fine,delta_vs_better_parent_cm,percent_delta_vs_better_parent,beats_better_parent
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine03_coarse01,Step-R:new,B,3,1,PASS,7.6435,resnet_direct_fine03,PASS,7.750700000000001,resnet_direct_coarse01,PASS,19.8825,resnet_direct_fine03,7.750700000000001,COMPARABLE,-0.10720000000000063,-1.3831008812107373,True,-0.10720000000000063,-1.3831008812107373,True
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine03_coarse02,Step-R:new,B,3,2,PASS,8.2465,resnet_direct_fine03,PASS,7.750700000000001,resnet_direct_coarse02,PASS,19.6141,resnet_direct_fine03,7.750700000000001,COMPARABLE,0.49579999999999824,6.3968415755996,False,0.49579999999999824,6.3968415755996,False
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine03_coarse03,Step-R:new,B,3,3,PASS,19.3315,resnet_direct_fine03,PASS,7.750700000000001,resnet_direct_coarse03,PASS,24.6459,resnet_direct_fine03,7.750700000000001,COMPARABLE,11.580799999999996,149.4161817642277,False,11.580799999999996,149.4161817642277,False
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine03_coarse04,Step-R:new,B,3,4,PASS,6.7293,resnet_direct_fine03,PASS,7.750700000000001,resnet_direct_coarse04,PASS,21.5029,resnet_direct_fine03,7.750700000000001,COMPARABLE,-1.0214000000000008,-13.178164552879103,True,-1.0214000000000008,-13.178164552879103,True
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine03_coarse05,Step-R:new,B,3,5,PASS,6.0162,resnet_direct_fine03,PASS,7.750700000000001,resnet_direct_coarse05,PASS,12.9191,resnet_direct_fine03,7.750700000000001,COMPARABLE,-1.7345000000000006,-22.37862386623144,True,-1.7345000000000006,-22.37862386623144,True
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine04_coarse01,Step-R:new,B,4,1,PASS,8.998000000000001,resnet_direct_fine04,PASS,11.5471,resnet_direct_coarse01,PASS,19.8825,resnet_direct_fine04,11.5471,COMPARABLE,-2.5490999999999993,-22.07567267972044,True,-2.5490999999999993,-22.07567267972044,True
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine04_coarse02,Step-R:new,B,4,2,PASS,12.3988,resnet_direct_fine04,PASS,11.5471,resnet_direct_coarse02,PASS,19.6141,resnet_direct_fine04,11.5471,COMPARABLE,0.8516999999999992,7.375877926059351,False,0.8516999999999992,7.375877926059351,False
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine04_coarse03,Step-R:new,B,4,3,PASS,13.025400000000001,resnet_direct_fine04,PASS,11.5471,resnet_direct_coarse03,PASS,24.6459,resnet_direct_fine04,11.5471,COMPARABLE,1.4783000000000008,12.802348641650292,False,1.4783000000000008,12.802348641650292,False
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine04_coarse04,Step-R:new,B,4,4,PASS,23.377200000000002,resnet_direct_fine04,PASS,11.5471,resnet_direct_coarse04,PASS,21.5029,resnet_direct_fine04,11.5471,COMPARABLE,11.830100000000002,102.45083181058449,False,11.830100000000002,102.45083181058449,False
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine04_coarse05,Step-R:new,B,4,5,PASS,11.1903,resnet_direct_fine04,PASS,11.5471,resnet_direct_coarse05,PASS,12.9191,resnet_direct_fine04,11.5471,COMPARABLE,-0.3567999999999998,-3.089953321613217,True,-0.3567999999999998,-3.089953321613217,True
