channel,eligible,valid_frames_clean,valid_frames_light,cross_light_ncc,gradient_energy_clean,gradient_energy_light,robust_gradient_energy
43,True,30,30,0.927777772774345,0.3111865562919678,0.2864539803945141,0.2864539803945141
44,True,30,30,0.9178541703607239,0.10005024791474144,0.08811352357576421,0.08811352357576421
45,True,30,30,0.803342901976948,0.051620332578921346,0.048552021529649526,0.048552021529649526
46,True,30,30,0.9288729670944949,0.4290058643827976,0.39625956254163985,0.39625956254163985
47,True,30,30,0.909924395520493,0.08008604907410244,0.07385538273000336,0.07385538273000336
48,True,30,30,0.9317634958590394,0.39730503751270146,0.3673956198615438,0.3673956198615438
49,True,30,30,0.9277719548425372,0.7428114300608357,0.7045581233451836,0.7045581233451836
50,True,30,30,0.9134922043705009,0.5656019878287438,0.5231633086383839,0.5231633086383839
51,True,30,30,0.948558958751645,0.12777907580937659,0.1090084551000344,0.1090084551000344
52,True,30,30,0.8383180475303487,0.2904745664191199,0.2699140659014798,0.2699140659014798
53,True,30,30,0.8733900456975048,0.02607469165322815,0.027832034991152974,0.02607469165322815
54,True,30,30,0.9143309283043822,0.37453634113017353,0.33975231388598837,0.33975231388598837
55,True,30,30,0.884506604188307,0.04578763754653632,0.04295028243472508,0.04295028243472508
56,True,30,30,0.951556105697642,0.2925690796189394,0.2883066612171219,0.2883066612171219
57,True,30,30,0.9575221890260639,0.20082278643728807,0.18303352467716433,0.18303352467716433
58,True,30,30,0.924986487519737,0.408333618181687,0.359901553487825,0.359901553487825
59,True,30,30,0.9122134481521318,0.21342003878589655,0.1904386646738911,0.1904386646738911
60,True,30,30,0.9672611235572528,0.10125844258823921,0.08528414725847726,0.08528414725847726
61,True,30,30,0.9765579236181543,0.05339315367434083,0.04566744252400261,0.04566744252400261
62,True,30,30,0.9050177532493031,0.1634645713118666,0.15043478287634326,0.15043478287634326
63,True,30,30,0.9153938866028367,0.6104364079232264,0.5979393498032792,0.5979393498032792
