channel,eligible,valid_frames_clean,valid_frames_light,cross_light_ncc,gradient_energy_clean,gradient_energy_light,robust_gradient_energy
0,True,30,30,0.8822334800469469,0.043320789109522084,0.04868511187882989,0.043320789109522084
1,True,30,30,0.8296857995941131,0.14559141649676496,0.1360935825884974,0.1360935825884974
2,True,30,30,0.9023068939784478,0.06893987322880979,0.067711119306064,0.067711119306064
3,True,30,30,0.9477134715603086,0.39902990699042573,0.36406370875594596,0.36406370875594596
4,True,30,30,0.8749149403340157,0.049370147555557534,0.051165091470044284,0.049370147555557534
5,True,30,30,0.8796631883372383,0.22304980798095325,0.21156747465584852,0.21156747465584852
6,True,30,30,0.8770642638075539,0.2009351531062833,0.22347357137248608,0.2009351531062833
7,True,30,30,0.9461842258058858,0.24215901710154092,0.23090070523857875,0.23090070523857875
8,True,30,30,0.9215407289506305,0.3240223963822909,0.3067920139921683,0.3067920139921683
9,True,30,30,0.7947387897395024,0.0536598476021137,0.056724336923273506,0.0536598476021137
10,True,30,30,0.9222882293287452,0.12343782119052993,0.10460351698165883,0.10460351698165883
11,True,30,30,0.9040001169339871,0.6992267123298146,0.6801556842307663,0.6801556842307663
12,True,30,30,0.8911622789343507,0.36230951461008487,0.3711710055727174,0.36230951461008487
13,True,30,30,0.9207987453397456,0.06080384575554635,0.058204589458499115,0.058204589458499115
14,True,30,30,0.9523941422402151,0.19171704339634815,0.16793723317077786,0.16793723317077786
15,True,30,30,0.8623934417649988,0.18561919323211018,0.1814548198164732,0.1814548198164732
16,True,30,30,0.9078688095395802,0.11160033023575074,0.10165076124649794,0.10165076124649794
17,True,30,30,0.913389139894573,0.5088191255488768,0.46321147110592353,0.46321147110592353
18,True,30,30,0.6636081448004298,0.10185824933627978,0.11197834218648468,0.10185824933627978
19,True,30,30,0.9663639807864726,0.21621339208523613,0.19876338605743551,0.19876338605743551
20,True,30,30,0.9552102768415731,0.4424045301635774,0.39973852386033887,0.39973852386033887
21,True,30,30,0.9194721465982207,0.1136879637791086,0.10735417951534292,0.10735417951534292
22,True,30,30,0.9259241986967559,0.36977403675773407,0.3446635831793291,0.3446635831793291
23,True,30,30,0.842457767959259,0.13315630768556783,0.12900118698713336,0.12900118698713336
24,True,30,30,0.8334344051385977,0.021970942291260627,0.02790344043274001,0.021970942291260627
25,True,30,30,0.9460059205889377,0.08312521917133464,0.06693506489138283,0.06693506489138283
26,True,30,30,0.9525823858472948,0.1796635972397475,0.16225698426354926,0.16225698426354926
27,True,30,30,0.8718809542096815,0.08082818155175167,0.06886026585241058,0.06886026585241058
28,True,30,30,0.8161195605854482,0.3032299142500835,0.29603665822054853,0.29603665822054853
29,True,30,30,0.9555753744352319,0.3386477634621472,0.3119950838144834,0.3119950838144834
30,True,30,30,0.9197228487783098,0.3011481031758604,0.286950270712297,0.286950270712297
31,True,30,30,0.8818752597509516,0.11931355764896716,0.11307285924438562,0.11307285924438562
32,True,30,30,0.8590560965675602,0.17833739106663335,0.1600412440472945,0.1600412440472945
33,True,30,30,0.7915765551711058,0.03775526091596455,0.0405326179722635,0.03775526091596455
34,True,30,30,0.8789907586834018,0.06787559809636334,0.06586180470271172,0.06586180470271172
35,True,30,30,0.8290809517492757,0.0400411690614481,0.03388324057098373,0.03388324057098373
36,True,30,30,0.9111581951939909,0.431585232865762,0.41483646493464843,0.41483646493464843
37,True,30,30,0.8293389124132344,0.11472528888937984,0.10091029060892936,0.10091029060892936
38,True,30,30,0.9144432937336042,0.5338728559660769,0.4954231744698353,0.4954231744698353
39,True,30,30,0.8938910282714121,0.23286310633035762,0.2253782282676611,0.2253782282676611
40,True,30,30,0.8696253214438789,0.3485777711735688,0.32357810799167064,0.32357810799167064
41,True,30,30,0.8950769426843147,0.04981220819600389,0.0469127785253244,0.0469127785253244
42,True,30,30,0.927848660838173,0.15814475406433032,0.13983289425210185,0.13983289425210185
