step,beam,channel,subset,bqs,marginal
1,seed,0,[0],0.46977743128177796,0.46977743128177796
1,seed,1,[1],0.3728878079193319,0.3728878079193319
1,seed,2,[2],0.4239571225016168,0.4239571225016168
1,seed,3,[3],0.49407897511964877,0.49407897511964877
1,seed,4,[4],0.30964639243817754,0.30964639243817754
1,seed,5,[5],0.42580005458551434,0.42580005458551434
1,seed,6,[6],0.4744781584459751,0.4744781584459751
1,seed,7,[7],0.4196794375523557,0.4196794375523557
1,seed,8,[8],0.43257915710871403,0.43257915710871403
1,seed,9,[9],0.42704273013747235,0.42704273013747235
1,seed,10,[10],0.4841216250200434,0.4841216250200434
1,seed,11,[11],0.4814382220418884,0.4814382220418884
1,seed,12,[12],0.41849550048779893,0.41849550048779893
1,seed,13,[13],0.5253628331274777,0.5253628331274777
1,seed,14,[14],0.47686839049891877,0.47686839049891877
1,seed,15,[15],0.33639083839527945,0.33639083839527945
1,seed,16,[16],0.4521704767590375,0.4521704767590375
1,seed,17,[17],0.5634441328325115,0.5634441328325115
1,seed,18,[18],0.5313424876116126,0.5313424876116126
1,seed,19,[19],0.5380825948279173,0.5380825948279173
1,seed,20,[20],0.47034454129361764,0.47034454129361764
1,seed,21,[21],0.42234126599866006,0.42234126599866006
1,seed,22,[22],0.4281696983559796,0.4281696983559796
1,seed,23,[23],0.44069274501196787,0.44069274501196787
1,seed,24,[24],0.4849489542061543,0.4849489542061543
1,seed,25,[25],0.4673622657522424,0.4673622657522424
1,seed,26,[26],0.42187880221742297,0.42187880221742297
1,seed,27,[27],0.49518247267804444,0.49518247267804444
1,seed,28,[28],0.37810323038305715,0.37810323038305715
1,seed,29,[29],0.4903273896421369,0.4903273896421369
1,seed,30,[30],0.4619948432081301,0.4619948432081301
1,seed,31,[31],0.4871877470855565,0.4871877470855565
1,seed,32,[32],0.3708834769266226,0.3708834769266226
1,seed,33,[33],0.5349867415611601,0.5349867415611601
1,seed,34,[34],0.5502917169380402,0.5502917169380402
1,seed,35,[35],0.559903826675599,0.559903826675599
1,seed,36,[36],0.5008093382834373,0.5008093382834373
1,seed,37,[37],0.5279372210424753,0.5279372210424753
1,seed,38,[38],0.5129985265092583,0.5129985265092583
1,seed,39,[39],0.5376070681007736,0.5376070681007736
1,seed,40,[40],0.5444591158209632,0.5444591158209632
1,seed,41,[41],0.3891975553923122,0.3891975553923122
1,seed,42,[42],0.5080994115248649,0.5080994115248649
1,seed,43,[43],0.5390057250224497,0.5390057250224497
1,seed,44,[44],0.4838792551533487,0.4838792551533487
1,seed,45,[45],0.5787853750363797,0.5787853750363797
1,seed,46,[46],0.5200747466410778,0.5200747466410778
1,seed,47,[47],0.372708478287658,0.372708478287658
1,seed,48,[48],0.3349903551259988,0.3349903551259988
1,seed,49,[49],0.46803971643185616,0.46803971643185616
1,seed,50,[50],0.5339765910777543,0.5339765910777543
1,seed,51,[51],0.558961425430295,0.558961425430295
1,seed,52,[52],0.4813072048855711,0.4813072048855711
1,seed,53,[53],0.5357727804261811,0.5357727804261811
1,seed,54,[54],0.5357849714162585,0.5357849714162585
1,seed,55,[55],0.4204901452246344,0.4204901452246344
1,seed,56,[56],0.5363446354403063,0.5363446354403063
1,seed,57,[57],0.41091772357741435,0.41091772357741435
1,seed,58,[58],0.6339880118787415,0.6339880118787415
1,seed,59,[59],0.5066265461491707,0.5066265461491707
1,seed,60,[60],0.542966878336938,0.542966878336938
1,seed,61,[61],0.5508271610467412,0.5508271610467412
1,seed,62,[62],0.46872657300324416,0.46872657300324416
1,seed,63,[63],0.2802697273926852,0.2802697273926852
1,seed,64,[64],0.4378829417314793,0.4378829417314793
1,seed,65,[65],0.4795414331970122,0.4795414331970122
1,seed,66,[66],0.5489136872690299,0.5489136872690299
1,seed,67,[67],0.6023735278618918,0.6023735278618918
1,seed,68,[68],0.36526896810037857,0.36526896810037857
1,seed,69,[69],0.44863430581897845,0.44863430581897845
1,seed,70,[70],0.4120060451738634,0.4120060451738634
1,seed,71,[71],0.49781323657709853,0.49781323657709853
1,seed,72,[72],0.25655664404633965,0.25655664404633965
1,seed,73,[73],0.41525815279706874,0.41525815279706874
1,seed,74,[74],0.3859149707350011,0.3859149707350011
1,seed,75,[75],0.6648425741818136,0.6648425741818136
1,seed,76,[76],0.4171295152974243,0.4171295152974243
1,seed,77,[77],0.383485089457213,0.383485089457213
1,seed,78,[78],0.4595023780140733,0.4595023780140733
1,seed,79,[79],0.2149939375269574,0.2149939375269574
1,seed,80,[80],0.4313004526485819,0.4313004526485819
1,seed,81,[81],0.5405382001789232,0.5405382001789232
1,seed,82,[82],0.39373360524530887,0.39373360524530887
1,seed,83,[83],0.5980379771240625,0.5980379771240625
1,seed,84,[84],0.4511114069148728,0.4511114069148728
1,seed,85,[85],0.4716703831332642,0.4716703831332642
1,seed,86,[86],0.46114843518452314,0.46114843518452314
1,seed,87,[87],0.48377836332946844,0.48377836332946844
1,seed,88,[88],0.5525355381262408,0.5525355381262408
1,seed,89,[89],0.4258245697274049,0.4258245697274049
1,seed,90,[90],0.5021750044252077,0.5021750044252077
1,seed,91,[91],0.4736253820334299,0.4736253820334299
