dataset_order,dataset_key,dataset_family,dataset_condition,standard_label,source_label,source,kind,variant,fine_rank,coarse_rank,configuration,status,reason,historical_evo_ape_mean_cm,historical_evo_ape_rmse_cm,historical_evo_rpe_rmse_cm,se3_ate_rmse_cm,se3_ate_mean_cm,translation_rpe_max_cm,rotation_rpe_max_deg,coverage_ratio,elapsed_seconds,dataset_rank
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_a_fine04_coarse04,unet_c2f_a_fine04_coarse04,Step-R:new,c2f,A,4,4,"C2F-A; fine enc0[d2,d4,d6]; coarse enc1[d0,d5,d6,d18,d30]",PASS,Completed the full matched RGB-D sequence,8.318200000000001,9.1183,1.3408,10.679775228538201,10.266300418937705,17.713203019735474,9.81277498558732,0.9965095986038395,48.32613325199986,21
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_a_fine05_coarse01,unet_c2f_a_fine05_coarse01,Step-R:new,c2f,A,5,1,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d5,d6,d17,d18,d28,d30]",PASS,Completed the full matched RGB-D sequence,8.319600000000001,9.1373,1.0949,11.262938336462641,10.642968622142455,9.114353265277963,9.68410653722286,0.9965095986038395,49.47143095000001,22
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_a_fine05_coarse02,unet_c2f_a_fine05_coarse02,Step-R:new,c2f,A,5,2,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d17,d18,d30]",PASS,Completed the full matched RGB-D sequence,11.9916,13.4628,1.1527,14.601082903324624,13.590812203795064,8.83796438499598,9.774768982443648,0.9965095986038395,47.796988647000035,46
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_a_fine05_coarse03,unet_c2f_a_fine05_coarse03,Step-R:new,c2f,A,5,3,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d18,d30]",PASS,Completed the full matched RGB-D sequence,9.848899999999999,11.121300000000002,1.023,12.313429840095786,11.710288515367699,7.832265083319453,9.010012755360373,0.9965095986038395,47.086889058,40
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_a_fine05_coarse04,unet_c2f_a_f5_c4_positive_synergy,Step-Q:unet_c2f_a_f5_c4_positive_synergy,c2f,A,5,4,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",PASS,Completed the full matched RGB-D sequence,7.236199999999999,8.0749,1.0959999999999999,10.242060534932214,9.691382086221253,6.598493902621322,9.814569890756204,0.9965095986038395,48.633770865009865,8
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine01_coarse01,unet_c2f_b_fine01_coarse01,Step-R:new,c2f,B,1,1,"C2F-B; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d5,d6,d17,d18,d28,d30]",PASS,Completed the full matched RGB-D sequence,7.6815,8.2776,1.1694,10.494939138759444,10.067778508729777,10.143616967144292,10.141276329689953,0.9965095986038395,47.093144934000065,11
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine01_coarse02,unet_c2f_b_fine01_coarse02,Step-R:new,c2f,B,1,2,"C2F-B; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d17,d18,d30]",PASS,Completed the full matched RGB-D sequence,6.9185,7.580299999999999,1.1655,9.919042955786207,9.469050299955498,11.284449857615085,9.119696250325635,0.9965095986038395,46.47417897000014,4
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine01_coarse03,unet_c2f_b_fine01_coarse03,Step-R:new,c2f,B,1,3,"C2F-B; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d18,d30]",PASS,Completed the full matched RGB-D sequence,8.455300000000001,9.3672,1.0683,10.872206406643748,10.493510601299988,7.4160975747908475,7.434960893845256,0.9965095986038395,45.84591522000005,24
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine01_coarse04,unet_c2f_b_fine01_coarse04,Step-R:new,c2f,B,1,4,"C2F-B; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",PASS,Completed the full matched RGB-D sequence,7.033499999999999,7.768,1.1320999999999999,9.930029623965755,9.538171083252362,8.844988223970764,10.308666375665375,0.9965095986038395,46.545905389000154,6
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine02_coarse01,unet_c2f_b_fine02_coarse01,Step-R:new,c2f,B,2,1,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d5,d6,d17,d18,d28,d30]",PASS,Completed the full matched RGB-D sequence,7.337000000000001,8.0505,1.2154,10.209184695708002,9.761223402204775,10.621146709746396,9.939301686046349,0.9965095986038395,46.716658271999904,9
