step,beam,channel,subset,bqs,marginal
1,seed,0,[0],0.33377508018785024,0.33377508018785024
1,seed,1,[1],0.1316930803449249,0.1316930803449249
1,seed,2,[2],0.0,0.0
1,seed,3,[3],0.30113682852297985,0.30113682852297985
1,seed,4,[4],0.0,0.0
1,seed,5,[5],0.13334712002541735,0.13334712002541735
1,seed,6,[6],0.6797205762413271,0.6797205762413271
1,seed,7,[7],0.0,0.0
1,seed,8,[8],0.11600838491409524,0.11600838491409524
1,seed,9,[9],0.0,0.0
1,seed,10,[10],0.18933729304903307,0.18933729304903307
1,seed,11,[11],0.14376960187610174,0.14376960187610174
1,seed,12,[12],0.3745403332034709,0.3745403332034709
1,seed,13,[13],0.0,0.0
1,seed,14,[14],0.2504905470439333,0.2504905470439333
1,seed,15,[15],0.10170862259593488,0.10170862259593488
1,seed,16,[16],0.25211544376833245,0.25211544376833245
1,seed,17,[17],0.33642526905711256,0.33642526905711256
1,seed,18,[18],0.5562895694551006,0.5562895694551006
1,seed,19,[19],0.38812741761885755,0.38812741761885755
1,seed,20,[20],0.049852294199487314,0.049852294199487314
1,seed,21,[21],0.4469146069960883,0.4469146069960883
1,seed,22,[22],0.3170415853491993,0.3170415853491993
1,seed,23,[23],0.21037265602030014,0.21037265602030014
1,seed,24,[24],0.1687982106759864,0.1687982106759864
1,seed,25,[25],0.06832481450043307,0.06832481450043307
1,seed,26,[26],0.2740396508847315,0.2740396508847315
1,seed,27,[27],0.5227070693649654,0.5227070693649654
1,seed,28,[28],0.5388497624286613,0.5388497624286613
1,seed,29,[29],0.2676502242851605,0.2676502242851605
1,seed,30,[30],0.03833436952373377,0.03833436952373377
1,seed,31,[31],0.22291730497758244,0.22291730497758244
1,seed,32,[32],0.4331209259898525,0.4331209259898525
1,seed,33,[33],0.48039672975102843,0.48039672975102843
1,seed,34,[34],0.6621353488756587,0.6621353488756587
1,seed,35,[35],0.35442468297039514,0.35442468297039514
1,seed,36,[36],0.0,0.0
1,seed,37,[37],0.17708528924361494,0.17708528924361494
1,seed,38,[38],0.0,0.0
1,seed,39,[39],0.32624134951655115,0.32624134951655115
1,seed,40,[40],0.06939536001663449,0.06939536001663449
1,seed,41,[41],0.2560183154782964,0.2560183154782964
1,seed,42,[42],0.32439539437650833,0.32439539437650833
1,seed,43,[43],0.08223281186954255,0.08223281186954255
1,seed,44,[44],0.09193841441140393,0.09193841441140393
1,seed,45,[45],0.3758182383250114,0.3758182383250114
1,seed,46,[46],0.3698378771148004,0.3698378771148004
1,seed,47,[47],0.14954602651595514,0.14954602651595514
1,seed,48,[48],0.0,0.0
1,seed,49,[49],0.10550255180979261,0.10550255180979261
1,seed,50,[50],0.5191484234450274,0.5191484234450274
1,seed,51,[51],0.27153062647875664,0.27153062647875664
1,seed,52,[52],0.6525543311618678,0.6525543311618678
1,seed,53,[53],0.25910326384126947,0.25910326384126947
1,seed,54,[54],0.23633171488795704,0.23633171488795704
1,seed,55,[55],0.31056958350896813,0.31056958350896813
1,seed,56,[56],0.1166294005314209,0.1166294005314209
1,seed,57,[57],0.14993206465941247,0.14993206465941247
1,seed,58,[58],0.2996009085595275,0.2996009085595275
1,seed,59,[59],0.053135191757222484,0.053135191757222484
1,seed,60,[60],0.19905544683116094,0.19905544683116094
1,seed,61,[61],0.20937364979413403,0.20937364979413403
1,seed,62,[62],0.14754091380549242,0.14754091380549242
1,seed,63,[63],0.03687820875035432,0.03687820875035432
2,beam1(seed=ch6),0,"[6, 0]",0.3910024798822858,-0.288718
2,beam1(seed=ch6),1,"[6, 1]",0.23230237745423962,-0.447418
2,beam1(seed=ch6),2,"[6, 2]",0.6797205267558062,-0.0
2,beam1(seed=ch6),3,"[6, 3]",0.3966663996155809,-0.283054
2,beam1(seed=ch6),4,"[6, 4]",0.6797205267558062,-0.0
2,beam1(seed=ch6),5,"[6, 5]",0.4287272838270044,-0.250993
2,beam1(seed=ch6),7,"[6, 7]",0.6797205267558062,-0.0
2,beam1(seed=ch6),8,"[6, 8]",0.23645769454803453,-0.443263
2,beam1(seed=ch6),9,"[6, 9]",0.6797205267558062,-0.0
2,beam1(seed=ch6),10,"[6, 10]",0.30790958005223945,-0.371811
2,beam1(seed=ch6),11,"[6, 11]",0.38886716078790307,-0.290853
2,beam1(seed=ch6),12,"[6, 12]",0.5202120169295085,-0.159509
2,beam1(seed=ch6),13,"[6, 13]",0.6797205267558062,-0.0
2,beam1(seed=ch6),14,"[6, 14]",0.4119023900717903,-0.267818
2,beam1(seed=ch6),15,"[6, 15]",0.35180993270043337,-0.327911
