rank,label,channels,role,replicate,coverage,historical_evo_ape_mean_cm,historical_evo_ape_rmse_cm,historical_evo_rpe_rmse_cm,se3_ate_rmse_cm,se3_ate_mean_cm,se3_ate_max_cm,translation_rpe_rmse_cm,translation_rpe_max_cm,rotation_rpe_rmse_deg,rotation_rpe_max_deg,allframe_sim3_mean_cm,allframe_sim3_scale,keyframe_sim3_mean_cm,keyframe_sim3_scale
11,unet_c2f_a_fine05_coarse01,"unet|A|fine:2,3,7,12,13|coarse:5,6,17,18,28,30","fine rank 5 (G5, source 7.0959cm) + coarse rank 1 (Lstar, source 6.7335cm)",0,0.9965095986038395,6.965399999999999,7.3745,1.3046,10.8477889943243,10.278159062236188,18.911241150504253,0.9661787093705462,6.66929539085841,0.7381495734360627,9.760045552283117,7.466692074518619,1.0928480922570816,6.980407370400619,1.096936330404156
12,unet_c2f_a_fine02_coarse01,"unet|A|fine:3,7,12|coarse:5,6,17,18,28,30","fine rank 2 (G3, source 6.0004cm) + coarse rank 1 (Lstar, source 6.7335cm)",0,0.9965095986038395,7.0387,7.9556000000000004,1.4451,10.866258051562113,10.27895083418461,20.130683736729374,1.1168628899550994,10.052495124572644,0.7688029089662792,9.60131270568883,8.147219555883348,1.0748602370351008,7.031959582330373,1.0805001574452116
13,unet_c2f_a_fine04_coarse02,"unet|A|fine:2,4,6|coarse:0,5,6,17,18,30","fine rank 4 (Rstar, source 6.6111cm) + coarse rank 2 (G6, source 6.9553cm)",0,0.9965095986038395,7.0455000000000005,7.6355,1.4500000000000002,10.694920042182652,10.152596099061133,18.311720976327628,1.1047573292839175,10.212078926186754,0.7914978089446596,9.371877703177987,7.322136482758665,1.0896416551348858,7.065472127957953,1.0937537594428128
14,unet_c2f_a_fine01_coarse01,"unet|A|fine:2,3,7,12,13,14|coarse:5,6,17,18,28,30","fine rank 1 (G6+Lstar, source 5.9208cm) + coarse rank 1 (Lstar, source 6.7335cm)",0,0.9965095986038395,7.091200000000001,7.7339,1.3483,11.186427019735962,10.539421941643251,19.3148902153945,0.9965046163850564,10.160091010158313,0.7418603461123723,9.53441764025968,8.198187895229706,1.0859365344297949,7.092462990334352,1.0925163442970094
15,unet_c2f_a_fine02_coarse02,"unet|A|fine:3,7,12|coarse:0,5,6,17,18,30","fine rank 2 (G3, source 6.0004cm) + coarse rank 2 (G6, source 6.9553cm)",0,0.9965095986038395,7.2166,7.862900000000001,1.3419,10.626189026944932,10.040245902901843,18.33695863286796,1.033178142060887,8.64325007454137,0.8137345821998228,9.762228751302256,8.12564666209977,1.073600751679795,7.210199214672422,1.079266143839479
16,unet_c2f_b_fine03_coarse04,"unet|B|fine:2,3,12,14|coarse:0,5,6,18,30","fine rank 3 (G4, source 6.3905cm) + coarse rank 4 (G5, source 7.6408cm)",0,0.9965095986038395,7.2297,7.692699999999999,1.5405,10.720359609730258,10.189259235472482,17.21915139231506,1.141467825714073,12.815813335571843,0.8611784879707144,9.622562138749394,7.886581111693511,1.0805544778139693,7.239642110603412,1.0849466669037702
17,unet_c2f_a_fine06_coarse05,"unet|A|fine:0,2,3,11|coarse:0,5","fine rank 6 (R4, source 7.4177cm) + coarse rank 5 (G2, source 8.0837cm)",0,0.9965095986038395,7.2618,7.7112,1.3676000000000001,10.648626114384486,10.030482690810343,19.56801057762696,1.0737008164462907,11.184802992571631,0.8359991344473808,10.400879665233438,7.941445592473271,1.081495721533059,7.269380003077732,1.0827565671767874
18,unet_c2f_a_fine06_coarse01,"unet|A|fine:0,2,3,11|coarse:5,6,17,18,28,30","fine rank 6 (R4, source 7.4177cm) + coarse rank 1 (Lstar, source 6.7335cm)",0,0.9965095986038395,7.277,7.979500000000001,1.4040000000000001,11.76054665094504,11.107386866906257,18.23439947595192,1.0732998758733643,9.154064819582027,0.7775800452863034,9.371612259073567,7.916516471978017,1.0992233138377272,7.28751288478081,1.1028490316027275
19,unet_c2f_a_fine04_coarse04,"unet|A|fine:2,4,6|coarse:0,5,6,18,30","fine rank 4 (Rstar, source 6.6111cm) + coarse rank 4 (G5, source 7.6408cm)",0,0.9965095986038395,7.2947,7.7794,1.4371,11.054761472055299,10.482345487650823,18.79001794711798,1.0529915837071258,9.625131190618605,0.8106140025055278,9.207226063456512,7.729104077396317,1.0917523231496113,7.311116493020819,1.096101561684854
20,unet_c2f_a_fine06_coarse04,"unet|A|fine:0,2,3,11|coarse:0,5,6,18,30","fine rank 6 (R4, source 7.4177cm) + coarse rank 4 (G5, source 7.6408cm)",0,0.9965095986038395,7.3243,7.862900000000001,1.4898,10.852019669051256,10.370399162067288,20.979953503627105,1.0870264873890714,9.970777787287721,0.8840313932037254,11.14532188377166,7.885822944213242,1.084756149147205,7.341962606039151,1.085268548722915
21,unet_c2f_b_fine02_coarse05,"unet|B|fine:3,7,12|coarse:0,5","fine rank 2 (G3, source 6.0004cm) + coarse rank 5 (G2, source 8.0837cm)",0,0.9965095986038395,7.326499999999999,7.7638,1.3542999999999998,10.454519705579626,10.036571754476837,18.0995799936236,1.0482904098597456,11.336962065857497,0.7365318117549029,10.63654172657976,7.7940322443084185,1.0815943315261949,7.3400736255088415,1.0844296387689683
22,unet_c2f_a_fine01_coarse02,"unet|A|fine:2,3,7,12,13,14|coarse:0,5,6,17,18,30","fine rank 1 (G6+Lstar, source 5.9208cm) + coarse rank 2 (G6, source 6.9553cm)",0,0.9965095986038395,7.711600000000001,8.2155,1.3896,10.806146314248927,10.151136405561692,19.446412569217884,1.0246094048493646,10.231159662744743,0.801560380494419,9.56669624839952,8.542538437988261,1.0726478127267247,7.709457178927055,1.0778672787127823
23,unet_c2f_b_fine05_coarse03,"unet|B|fine:2,3,7,12,13|coarse:0,5,18,30","fine rank 5 (G5, source 7.0959cm) + coarse rank 3 (G4, source 7.1673cm)",0,0.9965095986038395,7.7622,8.2706,1.3724,11.093010531950188,10.387769665714291,20.211554091919275,0.9877701338063128,7.503470900650745,0.745062668991725,6.633195199930107,8.360692133373139,1.080172330330751,7.768098863867025,1.0837497631805346
24,unet_c2f_a_fine06_coarse02,"unet|A|fine:0,2,3,11|coarse:0,5,6,17,18,30","fine rank 6 (R4, source 7.4177cm) + coarse rank 2 (G6, source 6.9553cm)",0,0.9965095986038395,7.8475,8.444500000000001,1.4592,11.476858081732404,10.766888924408661,20.627481652506717,1.0651376254937641,9.693638290131931,0.8368136819484324,9.519628708600143,8.857455132500295,1.0812252834964744,7.844421361986215,1.084770425603825
25,unet_c2f_b_fine01_coarse03,"unet|B|fine:2,3,7,12,13,14|coarse:0,5,18,30","fine rank 1 (G6+Lstar, source 5.9208cm) + coarse rank 3 (G4, source 7.1673cm)",0,0.9965095986038395,7.9626,8.4105,1.2795,11.331960995552988,10.661213160147746,20.820771446351614,0.9458460854044871,6.100306422544264,0.7545580673156098,9.632089003864793,8.468445250133254,1.0858121650564667,7.969845701032044,1.0895068266489765
26,unet_c2f_a_fine03_coarse01,"unet|A|fine:2,3,12,14|coarse:5,6,17,18,28,30","fine rank 3 (G4, source 6.3905cm) + coarse rank 1 (Lstar, source 6.7335cm)",0,0.9965095986038395,8.0483,8.6172,1.288,12.025289137972726,11.257841540735873,23.409114856985493,0.9635303015013493,8.459680121910438,0.7348823563772499,9.712263608176922,9.02717883690655,1.0903507700072228,8.0481142172417,1.0980637309904469
27,unet_c2f_a_fine04_coarse01,"unet|A|fine:2,4,6|coarse:5,6,17,18,28,30","fine rank 4 (Rstar, source 6.6111cm) + coarse rank 1 (Lstar, source 6.7335cm)",0,0.9965095986038395,8.2706,8.7875,1.54,12.302547964511508,11.705890423241312,19.290685833743762,1.171992114651281,12.615047631591922,0.7673077470475164,9.700155677364904,8.543534795856997,1.1048944409037555,8.287936197118057,1.111538645606514
28,unet_c2f_a_fine04_coarse05,"unet|A|fine:2,4,6|coarse:0,5","fine rank 4 (Rstar, source 6.6111cm) + coarse rank 5 (G2, source 8.0837cm)",0,0.9965095986038395,8.324,8.8011,1.381,10.683759976184382,10.09638691368016,19.259669022908756,1.0821593938832816,12.439361594031267,0.7465025623249165,9.053208509164143,8.53306793113914,1.0711391879576164,8.337043319008563,1.072103331323158
29,unet_c2f_b_fine05_coarse02,"unet|B|fine:2,3,7,12,13|coarse:0,5,6,17,18,30","fine rank 5 (G5, source 7.0959cm) + coarse rank 2 (G6, source 6.9553cm)",0,0.9965095986038395,8.329,8.9977,1.2806,11.811993968083085,11.160494309170726,22.34036732806902,0.9588184574692821,9.654228147737715,0.7397439549093063,9.87916805549872,9.022052932936674,1.083099183984518,8.3249248563299,1.0888938264613601
30,unet_c2f_b_fine03_coarse01,"unet|B|fine:2,3,12,14|coarse:5,6,17,18,28,30","fine rank 3 (G4, source 6.3905cm) + coarse rank 1 (Lstar, source 6.7335cm)",0,0.9965095986038395,8.4477,8.876100000000001,1.5235,11.619234612653132,11.085593555498553,20.121610654844755,1.154718652497838,15.814557048775926,0.7273980532366376,9.691501784609795,8.888827205885104,1.0850798440347942,8.457971016972406,1.0897271278310585
31,unet_c2f_a_fine01_coarse05,"unet|A|fine:2,3,7,12,13,14|coarse:0,5","fine rank 1 (G6+Lstar, source 5.9208cm) + coarse rank 5 (G2, source 8.0837cm)",0,0.9965095986038395,8.490300000000001,8.831,1.2404,11.101808419725367,10.338026818274129,19.287593947185293,0.9892372280757981,7.2349407392446246,0.7617953505931901,9.27181672899606,8.78600851093032,1.077844769730124,8.495233897656968,1.0807056169397722
32,unet_c2f_b_fine02_coarse06,"unet|B|fine:3,7,12|coarse:0,4,10,22,26","fine rank 2 (G3, source 6.0004cm) + coarse rank 6 (Rstar, source 8.3566cm)",0,0.9965095986038395,8.533399999999999,9.239899999999999,1.3684999999999998,11.329770048187163,10.53310742558013,24.088961012200553,1.031701333511945,9.461430647380135,0.7889123869631106,10.692938666632113,8.908516667708993,1.0712280995877004,8.537876366372203,1.0722957627017127
33,unet_c2f_b_fine02_coarse03,"unet|B|fine:3,7,12|coarse:0,5,18,30","fine rank 2 (G3, source 6.0004cm) + coarse rank 3 (G4, source 7.1673cm)",0,0.9965095986038395,8.5506,9.222199999999999,1.4843,10.83591774161543,9.958257909015263,21.9031501691541,1.131722728830064,14.654231717180027,0.7994952858132747,10.14350802106813,9.197750486597393,1.055365834641008,8.554365861437589,1.0575795569844189
34,unet_c2f_b_fine01_coarse02,"unet|B|fine:2,3,7,12,13,14|coarse:0,5,6,17,18,30","fine rank 1 (G6+Lstar, source 5.9208cm) + coarse rank 2 (G6, source 6.9553cm)",0,0.9965095986038395,8.5553,9.2373,1.3309,11.905153719353905,11.16996762131069,22.037716727713175,0.9790395775454862,10.75875423860063,0.7415277875513724,9.570561128581824,9.29849604659237,1.0799585406527743,8.549671496067555,1.086012386798744
35,unet_c2f_a_fine04_coarse06,"unet|A|fine:2,4,6|coarse:0,4,10,22,26","fine rank 4 (Rstar, source 6.6111cm) + coarse rank 6 (Rstar, source 8.3566cm)",0,0.9965095986038395,8.6218,8.9909,1.4392,11.906451163060256,11.195955109535305,19.633973230948975,1.0461178379441132,11.09678363662227,0.754733948251475,10.557389711319297,9.108299601349408,1.0907263723989886,8.622316625149308,1.0932293819161372
36,unet_c2f_b_fine03_coarse03,"unet|B|fine:2,3,12,14|coarse:0,5,18,30","fine rank 3 (G4, source 6.3905cm) + coarse rank 3 (G4, source 7.1673cm)",0,0.9965095986038395,8.6384,9.045300000000001,1.6313000000000002,10.968913214319937,10.160152827840705,18.705512739171436,1.1967728979597918,15.140280470532485,0.7403349919266966,6.7178695009934435,9.101078987691407,1.0645000486716594,8.64568208214537,1.06706871583051
37,unet_c2f_b_fine01_coarse04,"unet|B|fine:2,3,7,12,13,14|coarse:0,5,6,18,30","fine rank 1 (G6+Lstar, source 5.9208cm) + coarse rank 4 (G5, source 7.6408cm)",0,0.9965095986038395,8.66,9.3115,1.38,12.221964081221,11.346068995391771,23.133583225452465,0.9903988086837419,8.471598753968587,0.8223134684832895,9.925618133711508,9.428055559173849,1.0841127669452508,8.656692384122247,1.0907173176180993
38,unet_c2f_a_fine02_coarse03,"unet|A|fine:3,7,12|coarse:0,5,18,30","fine rank 2 (G3, source 6.0004cm) + coarse rank 3 (G4, source 7.1673cm)",0,0.9965095986038395,8.6616,9.674299999999999,1.4884,11.833233210221424,11.276650290178683,19.63929970105906,1.096106346181195,9.06615195020635,0.8419389310721062,9.835047323312361,9.045224123963607,1.0751309619302392,8.685042431914926,1.0772685768056978
39,unet_c2f_a_fine01_coarse03,"unet|A|fine:2,3,7,12,13,14|coarse:0,5,18,30","fine rank 1 (G6+Lstar, source 5.9208cm) + coarse rank 3 (G4, source 7.1673cm)",0,0.9965095986038395,8.7433,9.3118,1.7493999999999998,11.027814825679707,9.811310916804265,23.19241268160193,1.270910210006098,20.81854583587291,0.9408709645398161,13.19369528512231,9.359650426534046,1.0543833010894574,8.742253401035594,1.056613670022957
40,unet_c2f_a_fine05_coarse02,"unet|A|fine:2,3,7,12,13|coarse:0,5,6,17,18,30","fine rank 5 (G5, source 7.0959cm) + coarse rank 2 (G6, source 6.9553cm)",0,0.9965095986038395,8.7757,9.3972,1.4125999999999999,11.879897835178218,11.207109363610432,22.489276724750194,1.0749389539452547,9.018475898624713,0.8966977077597125,9.988319742788573,9.529744915383198,1.0732970767164856,8.76529546110548,1.0789532839976181
41,unet_c2f_b_fine03_coarse06,"unet|B|fine:2,3,12,14|coarse:0,4,10,22,26","fine rank 3 (G4, source 6.3905cm) + coarse rank 6 (Rstar, source 8.3566cm)",0,0.9965095986038395,8.7855,9.3844,1.3986,11.70112805929402,10.959267904713602,22.99554970743682,1.0340376567978296,9.935925949769944,0.726989900899702,9.321446873889927,9.225868434241978,1.0760615813273153,8.792533647256507,1.079849776125155
42,unet_c2f_a_fine05_coarse03,"unet|A|fine:2,3,7,12,13|coarse:0,5,18,30","fine rank 5 (G5, source 7.0959cm) + coarse rank 3 (G4, source 7.1673cm)",0,0.9965095986038395,8.9114,9.4134,1.6196,11.560608899586734,10.689252228637496,23.291521015002747,1.1587919805622697,15.936932411893542,0.8709938191172129,10.011188970040095,9.302753669436994,1.07140500628709,8.924458299551228,1.0731463168334463
43,unet_c2f_b_fine06_coarse06,"unet|B|fine:0,2,3,11|coarse:0,4,10,22,26","fine rank 6 (R4, source 7.4177cm) + coarse rank 6 (Rstar, source 8.3566cm)",0,0.9965095986038395,9.017,9.7206,1.7377,12.437587690768034,12.015963768739034,19.41118206356735,1.2753523163566383,19.94224093935574,0.7132038478008305,8.3238902451115,9.194433315393646,1.0942696820209006,9.040685031086428,1.0925568090030977
44,unet_c2f_a_fine05_coarse06,"unet|A|fine:2,3,7,12,13|coarse:0,4,10,22,26","fine rank 5 (G5, source 7.0959cm) + coarse rank 6 (Rstar, source 8.3566cm)",0,0.9965095986038395,9.0471,9.433900000000001,1.3393,12.069087416283073,11.216475698107548,24.14772852977298,0.9813770787413719,7.031681706010352,0.7528167557584272,10.675671212786117,9.540121683194732,1.0862523833311701,9.045605755659292,1.089287831812876
45,unet_c2f_b_fine01_coarse01,"unet|B|fine:2,3,7,12,13,14|coarse:5,6,17,18,28,30","fine rank 1 (G6+Lstar, source 5.9208cm) + coarse rank 1 (Lstar, source 6.7335cm)",0,0.9965095986038395,9.2086,9.969999999999999,1.2112,12.634904226018445,11.839531060104381,26.426905839511207,0.9576614520445346,10.076291269204674,0.7135186022801481,9.968012030197123,9.769526957356018,1.088171339466303,9.206959356529998,1.0935423573131893
46,unet_c2f_a_fine03_coarse06,"unet|A|fine:2,3,12,14|coarse:0,4,10,22,26","fine rank 3 (G4, source 6.3905cm) + coarse rank 6 (Rstar, source 8.3566cm)",0,0.9965095986038395,9.2852,9.794500000000001,1.2788000000000002,12.442904201226733,11.622510753100551,23.938998629959354,0.9485958378956858,5.991824879984782,0.7533560008498288,10.467614756648002,9.866720061625863,1.085618237142112,9.283163216750648,1.0896159312487255
47,unet_c2f_b_fine06_coarse02,"unet|B|fine:0,2,3,11|coarse:0,5,6,17,18,30","fine rank 6 (R4, source 7.4177cm) + coarse rank 2 (G6, source 6.9553cm)",0,0.9965095986038395,9.2888,10.1827,1.8381999999999998,12.699494361944568,12.166077376503234,20.87778620670548,1.417786578209447,23.786566064090476,0.7400705753921394,8.107122090730247,9.36475654186368,1.0953203677456784,9.312685088044411,1.0931086311581995
48,unet_c2f_a_fine03_coarse03,"unet|A|fine:2,3,12,14|coarse:0,5,18,30","fine rank 3 (G4, source 6.3905cm) + coarse rank 3 (G4, source 7.1673cm)",0,0.9965095986038395,9.31,10.198400000000001,1.3043,12.287112967962257,11.826437173906244,20.82944325144976,1.0225005769053042,8.80589732831227,0.7059608112038507,6.201611897067725,9.317236446225923,1.0856202122642216,9.334246686609221,1.0877891448276558
49,unet_c2f_b_fine04_coarse03,"unet|B|fine:2,4,6|coarse:0,5,18,30","fine rank 4 (Rstar, source 6.6111cm) + coarse rank 3 (G4, source 7.1673cm)",0,0.9965095986038395,9.6102,10.5134,2.128,12.09454390893785,11.09215951764405,25.070194520492876,1.6310466019707144,24.21710209003641,0.9331923330765493,12.281956515498813,10.005616109318746,1.0603076424928093,9.623961189509052,1.0626118190186524
50,unet_c2f_b_fine03_coarse05,"unet|B|fine:2,3,12,14|coarse:0,5","fine rank 3 (G4, source 6.3905cm) + coarse rank 5 (G2, source 8.0837cm)",0,0.9965095986038395,9.633,10.2655,1.4702,12.10432605804378,11.101328704966711,22.867053102662016,1.0886659751596737,12.271343599430615,0.7315946327112257,8.242012884561195,10.204531348041696,1.0645624356127203,9.632189722504,1.0694928229655507
51,unet_c2f_b_fine06_coarse01,"unet|B|fine:0,2,3,11|coarse:5,6,17,18,28,30","fine rank 6 (R4, source 7.4177cm) + coarse rank 1 (Lstar, source 6.7335cm)",0,0.9965095986038395,9.9931,10.7857,1.8416,13.41882136229826,12.84050512296333,23.479665438790768,1.4179621503213873,24.26067124080317,0.7279956701710869,8.916889735832543,10.092280459315479,1.099349008603739,10.015111132516425,1.0989412300203667
52,unet_c2f_a_fine02_coarse06,"unet|A|fine:3,7,12|coarse:0,4,10,22,26","fine rank 2 (G3, source 6.0004cm) + coarse rank 6 (Rstar, source 8.3566cm)",0,0.9965095986038395,10.0023,10.6955,1.3232000000000002,12.933688719437397,11.878033404010328,27.766386874515227,0.9486588751044772,6.993779696979817,0.7571193579291463,10.621402640504511,10.589469876806739,1.076242140822757,9.99596736941243,1.0801107706983926
53,unet_c2f_b_fine04_coarse01,"unet|B|fine:2,4,6|coarse:5,6,17,18,28,30","fine rank 4 (Rstar, source 6.6111cm) + coarse rank 1 (Lstar, source 6.7335cm)",0,0.9965095986038395,10.1612,10.8073,1.8089000000000002,13.133042308383347,12.46204791116427,19.577526057728857,1.4103917073144934,24.683046534532593,0.7255836261740908,9.110765146703073,10.171786416857971,1.0940998239954587,10.172073026870153,1.0992720116569143
54,unet_c2f_b_fine05_coarse01,"unet|B|fine:2,3,7,12,13|coarse:5,6,17,18,28,30","fine rank 5 (G5, source 7.0959cm) + coarse rank 1 (Lstar, source 6.7335cm)",0,0.9965095986038395,10.2823,11.3177,1.2618,13.387086976885792,12.60646763156393,26.20666522117954,0.9862949720644857,10.832512240116593,0.7232090786324606,9.753117259356287,10.807030008807981,1.078153794283418,10.275067648129273,1.0848502160394684
55,unet_c2f_b_fine06_coarse05,"unet|B|fine:0,2,3,11|coarse:0,5","fine rank 6 (R4, source 7.4177cm) + coarse rank 5 (G2, source 8.0837cm)",0,0.9965095986038395,10.3019,11.0943,1.6702000000000001,13.407665759803908,12.974927946836967,22.303215167925764,1.3017870603258306,21.1179949327755,0.6993471118276252,6.734730201385657,10.251656113850743,1.0953364345453926,10.327509501103819,1.0947699110405404
56,unet_c2f_b_fine04_coarse04,"unet|B|fine:2,4,6|coarse:0,5,6,18,30","fine rank 4 (Rstar, source 6.6111cm) + coarse rank 4 (G5, source 7.6408cm)",0,0.9965095986038395,10.3979,11.326600000000001,1.7696,13.41024745892968,12.672313239941344,19.65586289106795,1.3730965402202542,24.039409529305495,0.7415818103866749,9.210726465976926,10.275280000765536,1.0934522219720328,10.41071819916258,1.0965330278184886
57,unet_c2f_a_fine05_coarse05,"unet|A|fine:2,3,7,12,13|coarse:0,5","fine rank 5 (G5, source 7.0959cm) + coarse rank 5 (G2, source 8.0837cm)",0,0.9965095986038395,10.6598,11.4276,1.4246999999999999,12.77770902093747,11.408147453664053,23.789092601821736,1.0341813602863827,9.081464344720766,0.8032168190233728,8.631741949695426,11.07129463235122,1.0592078134161094,10.652515562264728,1.0616473856817772
58,unet_c2f_a_fine01_coarse06,"unet|A|fine:2,3,7,12,13,14|coarse:0,4,10,22,26","fine rank 1 (G6+Lstar, source 5.9208cm) + coarse rank 6 (Rstar, source 8.3566cm)",0,0.9965095986038395,10.6676,11.0788,1.3422,13.524228958835463,12.513341968426698,27.36496121038176,0.9806543771783574,6.165505252051976,0.756700975133804,10.560247904856025,11.130487079310695,1.0884636647504362,10.66362105216412,1.0928918968693124
59,unet_c2f_a_fine03_coarse05,"unet|A|fine:2,3,12,14|coarse:0,5","fine rank 3 (G4, source 6.3905cm) + coarse rank 5 (G2, source 8.0837cm)",0,0.9965095986038395,10.6914,11.5104,1.4281,12.846335620927436,11.594245457761383,23.493692165952968,1.0651576594234224,11.702641691642068,0.795994975206589,8.61410912964215,11.21438899861518,1.0564592022385353,10.683017625041332,1.0591545175284387
60,unet_c2f_b_fine01_coarse06,"unet|B|fine:2,3,7,12,13,14|coarse:0,4,10,22,26","fine rank 1 (G6+Lstar, source 5.9208cm) + coarse rank 6 (Rstar, source 8.3566cm)",0,0.9965095986038395,10.6976,11.6619,1.3204,13.679721379666992,12.731475616687485,29.09756844067945,0.9983504666172702,11.539905598636985,0.7372365569720074,10.624282520846211,11.138028829241948,1.0784528313871944,10.68967264026691,1.083523412524058
61,unet_c2f_b_fine04_coarse05,"unet|B|fine:2,4,6|coarse:0,5","fine rank 4 (Rstar, source 6.6111cm) + coarse rank 5 (G2, source 8.0837cm)",0,0.9965095986038395,10.7253,11.3742,1.7461,13.456560870296158,12.676510161070311,21.232490295198886,1.3547001720029281,23.062691644481504,0.7503034172388419,9.2742497770272,10.742884984283101,1.0895642879304281,10.735908278147814,1.0939075106214033
62,unet_c2f_a_fine06_coarse06,"unet|A|fine:0,2,3,11|coarse:0,4,10,22,26","fine rank 6 (R4, source 7.4177cm) + coarse rank 6 (Rstar, source 8.3566cm)",0,0.9965095986038395,10.9678,11.7835,1.3719999999999999,14.403895625862706,13.423363492442997,30.14428898275357,0.9729433497475601,6.807728433656416,0.7628490278396793,10.408615325829846,11.536528808503768,1.0913062065256174,10.96513134184059,1.0942791515122512
63,unet_c2f_b_fine05_coarse05,"unet|B|fine:2,3,7,12,13|coarse:0,5","fine rank 5 (G5, source 7.0959cm) + coarse rank 5 (G2, source 8.0837cm)",0,0.9965095986038395,11.0397,12.0678,1.3845,13.465194822052757,12.028397593529512,27.818672263515065,1.0035713792775447,9.600929859165051,0.7625609980176485,8.007396502917555,11.450650796684691,1.0603641329478288,11.031482879815036,1.0640605067176245
