channel,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_30,ch_31,ch_32,ch_33,ch_34,ch_35,ch_36,ch_37,ch_38,ch_39,ch_40,ch_41,ch_42,ch_43,ch_44,ch_45,ch_46,ch_47,ch_48,ch_49,ch_50,ch_51,ch_52,ch_53,ch_54,ch_55,ch_56,ch_57,ch_58,ch_59,ch_60,ch_61,ch_62,ch_63
10,0.13674718,0.06935224,0.24383417,0.04687141,0.28010559,0.02816148,0.10343802,0.20538625,0.07800783,0.01982955,1.00000000,0.06438276,0.12121555,0.41360742,0.04589834,0.42013985,0.16331902,0.17851986,0.06100299,0.05080211,0.05963796,0.37423846,0.04690693,0.24114950,0.08134049,0.05596752,0.10153168,0.02768637,0.08537834,0.33928472,0.08346796,0.10912140,0.02658008,0.19739640,0.23889901,0.03426566,0.24530575,0.12823248,0.02858398,0.05932088,0.11099905,0.10014406,0.33458173,0.08515257,0.32073247,0.06792306,0.06778105,0.06472999,0.05364449,0.12868407,0.10232478,0.06333239,0.09217390,0.15897356,0.03783377,0.26860303,0.16184139,0.05628097,0.06635944,0.03076406,0.23678252,0.10079790,0.06256184,0.05781175
11,0.04939935,0.06836282,0.02505421,0.10105090,0.14257933,0.08513569,0.02621730,0.11697236,0.02653546,0.03272614,0.06438276,1.00000000,0.07964291,0.02971138,0.05585008,0.22011176,0.02250371,0.12306024,0.08275735,0.05067610,0.10306606,0.04609151,0.05673707,0.10723274,0.02516116,0.04025079,0.02645081,0.11288950,0.04809961,0.08961363,0.15747032,0.07629170,0.11283739,0.10912521,0.02877589,0.12613079,0.03531230,0.03663395,0.07814071,0.07654299,0.06055477,0.03001297,0.02785496,0.22862573,0.08847971,0.04980420,0.04182933,0.04127621,0.10787211,0.21498878,0.03000437,0.07946944,0.07311831,0.11945039,0.02692414,0.12203268,0.03670157,0.10009394,0.12996933,0.04569200,0.09685941,0.09443915,0.15287572,0.02695981
12,0.04319573,0.01360261,0.07821026,0.10341845,0.04604302,0.11817513,0.09579989,0.13657129,0.06088113,0.03120241,0.12121555,0.07964291,1.00000000,0.07942031,0.08918850,0.14382103,0.02417320,0.06202170,0.04581182,0.14073950,0.15130168,0.24546614,0.21199888,0.11924267,0.19258229,0.14386430,0.19020347,0.04958482,0.03265965,0.02139423,0.15268666,0.02553515,0.02376281,0.02741279,0.08928244,0.15892935,0.47236824,0.06620812,0.09515488,0.06770252,0.08286688,0.02243802,0.05826087,0.18446784,0.03424440,0.05691510,0.12819582,0.01856215,0.15507931,0.20827973,0.02185081,0.13782203,0.03309666,0.12645547,0.27863950,0.07692495,0.02340198,0.27664998,0.06567968,0.03933124,0.02343984,0.07298303,0.06728006,0.02298226
13,0.23250234,0.05504113,0.07307402,0.07580727,0.36874935,0.07895935,0.13602974,0.25132096,0.09636021,0.02491801,0.41360742,0.02971138,0.07942031,1.00000000,0.01952475,0.24664372,0.13201097,0.09835470,0.08353075,0.04081677,0.01541260,0.26810932,0.12276284,0.24307030,0.09403922,0.07342556,0.12025219,0.03619996,0.15570095,0.24084507,0.11271907,0.04540843,0.05234526,0.14943048,0.23037755,0.04061759,0.25246060,0.04169416,0.02060468,0.02927043,0.04890906,0.28270891,0.27593040,0.03299106,0.24371114,0.05088357,0.10392706,0.11643413,0.03425709,0.08379032,0.06712919,0.10724241,0.08124320,0.23174398,0.11352551,0.25966763,0.11516223,0.12471097,0.12507828,0.03085071,0.21424466,0.05615658,0.08215234,0.07961852
14,0.06505534,0.04775413,0.16151595,0.38606697,0.17438737,0.03531606,0.14939973,0.14714800,0.03034246,0.05866748,0.04589834,0.05585008,0.08918850,0.01952475,1.00000000,0.20085469,0.03381086,0.03336686,0.06759270,0.07172644,0.54915130,0.10330652,0.46812096,0.08984579,0.04142548,0.03948876,0.05270917,0.07238431,0.04491606,0.03476013,0.23361932,0.04322609,0.10938472,0.07914932,0.06194908,0.04706354,0.10485332,0.11352755,0.10742340,0.03525020,0.05101797,0.12773678,0.05971538,0.07881260,0.04542613,0.15775299,0.05558760,0.04576122,0.16764545,0.02500771,0.02428850,0.12472981,0.07063740,0.03323440,0.20503595,0.07232199,0.09947884,0.14649384,0.30052918,0.12739676,0.05405272,0.06886528,0.02403688,0.04440527
15,0.14698246,0.16108508,0.33429116,0.04579359,0.46383643,0.05591276,0.25289989,0.14333048,0.03109518,0.11222877,0.42013985,0.22011176,0.14382103,0.24664372,0.20085469,1.00000000,0.08996285,0.09702517,0.15595159,0.14024277,0.19710529,0.06648730,0.10717836,0.31668982,0.23062873,0.28359705,0.02622446,0.05462074,0.16059658,0.23328680,0.08918884,0.31752071,0.12043977,0.14292228,0.31768867,0.04379473,0.30525923,0.04302764,0.02667003,0.09060542,0.07969724,0.08853132,0.11137857,0.19753355,0.06075716,0.04508118,0.10429084,0.05444877,0.04607415,0.10169482,0.14857493,0.23699673,0.12785777,0.17803481,0.04266159,0.20399547,0.21456173,0.22137433,0.13272730,0.02798806,0.15540859,0.06607410,0.20149198,0.04301144
16,0.05200195,0.28794089,0.07220127,0.10202792,0.03803246,0.09717919,0.07037297,0.04264455,0.03235942,0.02647029,0.16331902,0.02250371,0.02417320,0.13201097,0.03381086,0.08996285,1.00000000,0.16051027,0.16231966,0.07493089,0.06322519,0.07275222,0.02206300,0.36752048,0.13962772,0.07994572,0.03555874,0.04021133,0.02229517,0.20733148,0.10080637,0.32675874,0.03737842,0.16440377,0.09919226,0.18682015,0.08441793,0.10827085,0.04357965,0.05070257,0.02331910,0.03075523,0.02454517,0.02307390,0.06744179,0.01764267,0.06763822,0.02273933,0.03975474,0.14690799,0.03161283,0.13467495,0.07508223,0.04796790,0.02152664,0.07145654,0.06938137,0.03717267,0.03332256,0.01485576,0.10544866,0.37113267,0.02201692,0.02784037
17,0.16586003,0.06472950,0.04010212,0.05057638,0.21001270,0.06259770,0.06417421,0.05037874,0.14907932,0.02097095,0.17851986,0.12306024,0.06202170,0.09835470,0.03336686,0.09702517,0.16051027,1.00000000,0.02487167,0.13589920,0.15466282,0.03026769,0.22078368,0.15594608,0.05597302,0.08129288,0.20849088,0.01872821,0.05938102,0.35475266,0.02741265,0.03267910,0.08960855,0.01808566,0.06193788,0.03687495,0.21827941,0.17704782,0.08980291,0.04103237,0.01696984,0.12437397,0.18473938,0.08688022,0.25236565,0.11032170,0.17226046,0.02110451,0.22834799,0.47970077,0.13907588,0.04297373,0.03964857,0.02745093,0.13610651,0.05514358,0.10411923,0.21846242,0.04286780,0.04055221,0.19410826,0.02292370,0.02104690,0.12647736
18,0.09786597,0.07191893,0.08491226,0.14022909,0.36219907,0.03889917,0.14484985,0.06281813,0.08942239,0.08260685,0.06100299,0.08275735,0.04581182,0.08353075,0.06759270,0.15595159,0.16231966,0.02487167,1.00000000,0.18009245,0.04245166,0.04676899,0.02509065,0.12550218,0.13976249,0.03654128,0.15232140,0.24754871,0.27407274,0.06478658,0.01655967,0.05666563,0.09206939,0.03636696,0.13697775,0.40587017,0.12132925,0.12975705,0.04409222,0.03113556,0.01523244,0.13522181,0.03875634,0.06565329,0.05643769,0.39248446,0.05335976,0.05765487,0.05514819,0.11567821,0.04678337,0.12033390,0.14301813,0.03375337,0.12801029,0.21338290,0.08905969,0.04450785,0.05194981,0.02780451,0.06570482,0.45607966,0.06101507,0.05986599
19,0.07385430,0.22695638,0.32450402,0.24791737,0.15799527,0.12346978,0.33579910,0.41061026,0.12848105,0.02200984,0.05080211,0.05067610,0.14073950,0.04081677,0.07172644,0.14024277,0.07493089,0.13589920,0.18009245,1.00000000,0.07514277,0.12489159,0.06148887,0.31444171,0.13893318,0.27626449,0.20118630,0.11347415,0.04564426,0.41819000,0.08594759,0.02524779,0.12986383,0.02900532,0.19450873,0.18460819,0.05911168,0.26465261,0.04852066,0.08049211,0.07816963,0.12600718,0.12000135,0.10589661,0.05241941,0.28405136,0.03604664,0.06584214,0.37522289,0.14150760,0.03487645,0.13012765,0.10652848,0.07160246,0.27995476,0.06192486,0.12791915,0.48663366,0.03811712,0.02221574,0.14881185,0.22522795,0.08712171,0.03902693
20,0.04697808,0.05263648,0.19830641,0.25222608,0.15671879,0.08836225,0.12768635,0.06619829,0.05117140,0.02158966,0.05963796,0.10306606,0.15130168,0.01541260,0.54915130,0.19710529,0.06322519,0.15466282,0.04245166,0.07514277,1.00000000,0.18736118,0.50184846,0.17963396,0.10668269,0.07967197,0.02276808,0.03085859,0.07167925,0.11372551,0.01840002,0.04020734,0.13449202,0.09608869,0.23353440,0.06904775,0.08408411,0.09274273,0.01937168,0.14196883,0.06630335,0.19497684,0.07027929,0.06261054,0.13133866,0.23289576,0.22624281,0.11224773,0.14120069,0.16804013,0.19448814,0.16256711,0.10501288,0.04610202,0.17321891,0.03713687,0.29052889,0.06158971,0.38994193,0.02832154,0.15141340,0.06073957,0.28488898,0.06893449
21,0.04109193,0.05823296,0.10504083,0.03347431,0.14354217,0.15859371,0.11578209,0.23994693,0.09406877,0.04149967,0.37423846,0.04609151,0.24546614,0.26810932,0.10330652,0.06648730,0.07275222,0.03026769,0.04676899,0.12489159,0.18736118,1.00000000,0.32663250,0.17129052,0.16255403,0.30185103,0.05728970,0.07270671,0.03687984,0.07295465,0.17617315,0.02399760,0.01803159,0.12437525,0.03963163,0.16107771,0.03602085,0.03033074,0.02805370,0.03622755,0.14568624,0.22999012,0.16614369,0.06867757,0.39785272,0.06569707,0.17272893,0.06858613,0.10241027,0.20242833,0.12740105,0.07770619,0.08115163,0.19828236,0.16901630,0.30395502,0.05569033,0.07590255,0.18573472,0.07359274,0.05662358,0.10169343,0.06842780,0.13262019
22,0.02764000,0.08716066,0.10622792,0.40077186,0.13984649,0.10124812,0.13559192,0.01862552,0.15162545,0.02917805,0.04690693,0.05673707,0.21199888,0.12276284,0.46812096,0.10717836,0.02206300,0.22078368,0.02509065,0.06148887,0.50184846,0.32663250,1.00000000,0.13057742,0.06633689,0.07741089,0.02994767,0.04553385,0.13059935,0.04768956,0.05784286,0.07355115,0.06548798,0.02140369,0.13006276,0.01169409,0.16961649,0.04124286,0.03659811,0.02640244,0.02094965,0.09091796,0.04841628,0.18147151,0.09432726,0.12744966,0.30152231,0.10890003,0.34992698,0.16034119,0.20339856,0.02794435,0.16677144,0.03767589,0.06113588,0.09924850,0.33014026,0.06635898,0.24005345,0.13172555,0.10498628,0.02757980,0.08489662,0.15528907
23,0.16326950,0.04117431,0.22911732,0.15543784,0.40884885,0.04769427,0.15870321,0.18395913,0.02531251,0.15005086,0.24114950,0.10723274,0.11924267,0.24307030,0.08984579,0.31668982,0.36752048,0.15594608,0.12550218,0.31444171,0.17963396,0.17129052,0.13057742,1.00000000,0.31034663,0.29838258,0.04698194,0.21832290,0.17980501,0.11402480,0.08135153,0.18596509,0.01734761,0.21994793,0.23263645,0.23876256,0.23242316,0.09641723,0.04287407,0.04548812,0.03393774,0.09850952,0.08136146,0.03447063,0.09469850,0.07651228,0.15633982,0.07085216,0.03203191,0.11616947,0.02607592,0.09706515,0.11746491,0.08312479,0.09325860,0.04847462,0.18709597,0.16092458,0.11309387,0.04756275,0.26554674,0.36712593,0.21729311,0.10873025
24,0.16684316,0.06836508,0.13357115,0.16197637,0.10984837,0.15824738,0.15548238,0.06909853,0.08815520,0.07632791,0.08134049,0.02516116,0.19258229,0.09403922,0.04142548,0.23062873,0.13962772,0.05597302,0.13976249,0.13893318,0.10668269,0.16255403,0.06633689,0.31034663,1.00000000,0.18667591,0.13974869,0.06031803,0.08616636,0.16859394,0.06225882,0.09011881,0.03640727,0.05318902,0.24427712,0.23794264,0.08600822,0.05880157,0.04419465,0.05190082,0.02360419,0.06586376,0.05659524,0.15998617,0.06165735,0.13297567,0.15637493,0.23280522,0.02518311,0.05362479,0.02463287,0.12735885,0.03058118,0.05663107,0.10108912,0.28721029,0.02641777,0.13063404,0.02109924,0.04757857,0.28268659,0.31444678,0.18164630,0.05850895
25,0.15128821,0.04103389,0.33680946,0.33692479,0.29705420,0.16647479,0.13558233,0.02261674,0.05464908,0.14456621,0.05596752,0.04025079,0.14386430,0.07342556,0.03948876,0.28359705,0.07994572,0.08129288,0.03654128,0.27626449,0.07967197,0.30185103,0.07741089,0.29838258,0.18667591,1.00000000,0.03834894,0.06728436,0.11523408,0.08974093,0.15253785,0.08870624,0.06923518,0.08847609,0.19595259,0.20383093,0.04000325,0.09934384,0.05338167,0.03451905,0.16948661,0.20390832,0.30616814,0.06546408,0.39997634,0.05293972,0.14659137,0.06159862,0.09744226,0.02079971,0.09527960,0.16304031,0.02650247,0.15761226,0.07819500,0.11719485,0.40266901,0.13298424,0.37949657,0.13902372,0.06200669,0.14563872,0.27283856,0.02908500
26,0.04582997,0.06439619,0.20607361,0.02699544,0.31675610,0.01466846,0.07001743,0.13712299,0.03957688,0.01711354,0.10153168,0.02645081,0.19020347,0.12025219,0.05270917,0.02622446,0.03555874,0.20849088,0.15232140,0.20118630,0.02276808,0.05728970,0.02994767,0.04698194,0.13974869,0.03834894,1.00000000,0.24156915,0.16705927,0.29930580,0.22586875,0.07108909,0.08703728,0.14475647,0.06252753,0.05863527,0.06176737,0.10806005,0.13058540,0.13287342,0.06466068,0.12985972,0.18126923,0.05237409,0.06186604,0.25798184,0.03983578,0.05925214,0.29900822,0.08635552,0.03587464,0.06912729,0.11714643,0.06924407,0.41736877,0.18918712,0.10964570,0.49951786,0.13195492,0.03294020,0.06184946,0.26696658,0.03434608,0.08956404
27,0.04144356,0.02841870,0.04374140,0.02663881,0.08563799,0.38077468,0.41900218,0.08409801,0.01634741,0.02409350,0.02768637,0.11288950,0.04958482,0.03619996,0.07238431,0.05462074,0.04021133,0.01872821,0.24754871,0.11347415,0.03085859,0.07270671,0.04553385,0.21832290,0.06031803,0.06728436,0.24156915,1.00000000,0.29701829,0.05038581,0.01944300,0.08487367,0.17035379,0.20650053,0.09841499,0.05157937,0.02412591,0.12635025,0.01769822,0.06285554,0.07718217,0.05147820,0.04432263,0.07951732,0.02209003,0.38556153,0.08922119,0.02470119,0.11863610,0.03596446,0.03898602,0.04037692,0.37866479,0.03265077,0.08793107,0.09200346,0.09307642,0.19005042,0.13783059,0.02547924,0.12311215,0.13796550,0.19651023,0.01753420
28,0.13063216,0.07432758,0.03454128,0.17787537,0.19254333,0.10295180,0.13886574,0.06934409,0.06122693,0.07761292,0.08537834,0.04809961,0.03265965,0.15570095,0.04491606,0.16059658,0.02229517,0.05938102,0.27407274,0.04564426,0.07167925,0.03687984,0.13059935,0.17980501,0.08616636,0.11523408,0.16705927,0.29701829,1.00000000,0.16638434,0.01593037,0.05316774,0.17080027,0.03361276,0.04494275,0.18069535,0.09229320,0.14060584,0.03311258,0.07801072,0.03629432,0.14118043,0.02295070,0.01811891,0.05253600,0.52095115,0.03614587,0.06236210,0.18453377,0.08425777,0.03804891,0.02965573,0.21642113,0.02818278,0.07007988,0.07854360,0.19566357,0.04015604,0.10846445,0.08594820,0.02555119,0.06168049,0.04425262,0.07720627
29,0.05708496,0.12918261,0.17847838,0.03774007,0.14998871,0.08020241,0.07422848,0.11942631,0.05298331,0.04167864,0.33928472,0.08961363,0.02139423,0.24084507,0.03476013,0.23328680,0.20733148,0.35475266,0.06478658,0.41819000,0.11372551,0.07295465,0.04768956,0.11402480,0.16859394,0.08974093,0.29930580,0.05038581,0.16638434,1.00000000,0.02418955,0.02942045,0.09967269,0.15796351,0.20641926,0.13262460,0.20198330,0.22380395,0.01418471,0.04649220,0.07144652,0.10628630,0.11175656,0.03100339,0.04299289,0.13658497,0.19814207,0.02121291,0.49697185,0.25175869,0.13043413,0.02799303,0.05348982,0.05088764,0.30378675,0.07160612,0.10984504,0.25391957,0.09293738,0.08830327,0.19436833,0.06459111,0.06965075,0.03990469
30,0.13300125,0.03638695,0.07816342,0.04138158,0.03814920,0.04284252,0.03205184,0.17229830,0.03476567,0.05881713,0.08346796,0.15747032,0.15268666,0.11271907,0.23361932,0.08918884,0.10080637,0.02741265,0.01655967,0.08594759,0.01840002,0.17617315,0.05784286,0.08135153,0.06225882,0.15253785,0.22586875,0.01944300,0.01593037,0.02418955,1.00000000,0.02568582,0.09158902,0.03941475,0.11153252,0.06448634,0.13518897,0.02461983,0.10832042,0.09039827,0.14096779,0.11788099,0.14997822,0.09116855,0.04929226,0.02085074,0.04089527,0.06052517,0.08543704,0.04856662,0.13223711,0.09361445,0.02786570,0.06810035,0.20142883,0.03034939,0.26329786,0.17261080,0.05008063,0.09304321,0.02816858,0.11415561,0.28388137,0.05448857
31,0.05523416,0.16863677,0.04180808,0.08201724,0.02932358,0.13254809,0.08519231,0.03740271,0.02781820,0.03158996,0.10912140,0.07629170,0.02553515,0.04540843,0.04322609,0.31752071,0.32675874,0.03267910,0.05666563,0.02524779,0.04020734,0.02399760,0.07355115,0.18596509,0.09011881,0.08870624,0.07108909,0.08487367,0.05316774,0.02942045,0.02568582,1.00000000,0.15042679,0.01724071,0.05451604,0.02871107,0.02170335,0.16863941,0.07680120,0.02257689,0.01641566,0.04094481,0.07120934,0.02317025,0.03332646,0.08484624,0.08608645,0.06025989,0.05176006,0.16081509,0.05069642,0.09641522,0.09737506,0.02949349,0.02514956,0.06615485,0.04537813,0.04824175,0.02875984,0.02081827,0.03116094,0.05963364,0.01895283,0.03831620
32,0.04732200,0.04864330,0.02341831,0.03394495,0.06097548,0.11354557,0.27757722,0.05766027,0.03201336,0.02417237,0.02658008,0.11283739,0.02376281,0.05234526,0.10938472,0.12043977,0.03737842,0.08960855,0.09206939,0.12986383,0.13449202,0.01803159,0.06548798,0.01734761,0.03640727,0.06923518,0.08703728,0.17035379,0.17080027,0.09967269,0.09158902,0.15042679,1.00000000,0.03544075,0.07081856,0.26422688,0.02455286,0.16006628,0.02315039,0.06693967,0.04565182,0.05958655,0.05869567,0.08821771,0.06466162,0.25699943,0.09636029,0.01904891,0.11413185,0.04477970,0.01622505,0.02236606,0.22990695,0.03264958,0.02409765,0.03903173,0.02715261,0.18191490,0.03662344,0.05940272,0.01931766,0.02796806,0.12539750,0.03356985
33,0.03004470,0.22585779,0.12271014,0.02576299,0.19327249,0.01927007,0.28653362,0.08339454,0.03248896,0.03432864,0.19739640,0.10912521,0.02741279,0.14943048,0.07914932,0.14292228,0.16440377,0.01808566,0.03636696,0.02900532,0.09608869,0.12437525,0.02140369,0.21994793,0.05318902,0.08847609,0.14475647,0.20650053,0.03361276,0.15796351,0.03941475,0.01724071,0.03544075,1.00000000,0.09018761,0.06083846,0.03508504,0.16575596,0.05429034,0.04357594,0.04847259,0.03591552,0.03619572,0.03592266,0.05594803,0.12468582,0.01830807,0.04452996,0.05988625,0.07435600,0.02844991,0.07485804,0.50746763,0.03264342,0.12000042,0.15425128,0.08256307,0.03356130,0.01407674,0.08036207,0.01987826,0.09603355,0.18098700,0.02793167
