stage,label,replicate,candidate_key,channels_json,source_label,role,metadata_json,created_at
direct_greedy,g_pair_seed_sweep_d02_d52,0,"2,52","[2, 52]",g_pair_seed_sweep_d02_d52,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.156979+00:00
direct_greedy,g_pair_seed_sweep_d02_d53,0,"2,53","[2, 53]",g_pair_seed_sweep_d02_d53,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.164043+00:00
direct_greedy,g_pair_seed_sweep_d02_d54,0,"2,54","[2, 54]",g_pair_seed_sweep_d02_d54,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.170761+00:00
direct_greedy,g_pair_seed_sweep_d02_d55,0,"2,55","[2, 55]",g_pair_seed_sweep_d02_d55,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.177385+00:00
direct_greedy,g_pair_seed_sweep_d02_d56,0,"2,56","[2, 56]",g_pair_seed_sweep_d02_d56,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.183874+00:00
direct_greedy,g_pair_seed_sweep_d02_d57,0,"2,57","[2, 57]",g_pair_seed_sweep_d02_d57,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.189956+00:00
direct_greedy,g_pair_seed_sweep_d02_d58,0,"2,58","[2, 58]",g_pair_seed_sweep_d02_d58,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.196212+00:00
direct_greedy,g_pair_seed_sweep_d02_d59,0,"2,59","[2, 59]",g_pair_seed_sweep_d02_d59,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.202479+00:00
direct_greedy,g_pair_seed_sweep_d02_d60,0,"2,60","[2, 60]",g_pair_seed_sweep_d02_d60,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.208753+00:00
direct_greedy,g_pair_seed_sweep_d02_d61,0,"2,61","[2, 61]",g_pair_seed_sweep_d02_d61,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.215107+00:00
direct_greedy,g_pair_seed_sweep_d02_d62,0,"2,62","[2, 62]",g_pair_seed_sweep_d02_d62,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.221385+00:00
direct_greedy,g_pair_seed_sweep_d02_d63,0,"2,63","[2, 63]",g_pair_seed_sweep_d02_d63,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.227657+00:00
direct_greedy,g_pair_seed_sweep_d03_d04,0,"3,4","[3, 4]",g_pair_seed_sweep_d03_d04,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.233872+00:00
direct_greedy,g_pair_seed_sweep_d03_d05,0,"3,5","[3, 5]",g_pair_seed_sweep_d03_d05,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.240281+00:00
direct_greedy,g_pair_seed_sweep_d03_d06,0,"3,6","[3, 6]",g_pair_seed_sweep_d03_d06,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.246836+00:00
direct_greedy,g_pair_seed_sweep_d03_d07,0,"3,7","[3, 7]",g_pair_seed_sweep_d03_d07,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.253220+00:00
direct_greedy,g_pair_seed_sweep_d03_d08,0,"3,8","[3, 8]",g_pair_seed_sweep_d03_d08,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.259560+00:00
direct_greedy,g_pair_seed_sweep_d03_d09,0,"3,9","[3, 9]",g_pair_seed_sweep_d03_d09,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.265813+00:00
direct_greedy,g_pair_seed_sweep_d03_d10,0,"3,10","[3, 10]",g_pair_seed_sweep_d03_d10,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.272582+00:00
direct_greedy,g_pair_seed_sweep_d03_d11,0,"3,11","[3, 11]",g_pair_seed_sweep_d03_d11,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.279881+00:00
direct_greedy,g_pair_seed_sweep_d03_d12,0,"3,12","[3, 12]",g_pair_seed_sweep_d03_d12,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.286873+00:00
direct_greedy,g_pair_seed_sweep_d03_d13,0,"3,13","[3, 13]",g_pair_seed_sweep_d03_d13,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.293501+00:00
direct_greedy,g_pair_seed_sweep_d03_d14,0,"3,14","[3, 14]",g_pair_seed_sweep_d03_d14,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.299889+00:00
direct_greedy,g_pair_seed_sweep_d03_d15,0,"3,15","[3, 15]",g_pair_seed_sweep_d03_d15,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.306710+00:00
direct_greedy,g_pair_seed_sweep_d03_d16,0,"3,16","[3, 16]",g_pair_seed_sweep_d03_d16,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.313103+00:00
direct_greedy,g_pair_seed_sweep_d03_d17,0,"3,17","[3, 17]",g_pair_seed_sweep_d03_d17,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.319420+00:00
direct_greedy,g_pair_seed_sweep_d03_d18,0,"3,18","[3, 18]",g_pair_seed_sweep_d03_d18,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.325708+00:00
direct_greedy,g_pair_seed_sweep_d03_d19,0,"3,19","[3, 19]",g_pair_seed_sweep_d03_d19,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.331924+00:00
direct_greedy,g_pair_seed_sweep_d03_d20,0,"3,20","[3, 20]",g_pair_seed_sweep_d03_d20,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.345058+00:00
direct_greedy,g_pair_seed_sweep_d03_d21,0,"3,21","[3, 21]",g_pair_seed_sweep_d03_d21,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.357983+00:00
direct_greedy,g_pair_seed_sweep_d03_d22,0,"3,22","[3, 22]",g_pair_seed_sweep_d03_d22,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.364907+00:00
direct_greedy,g_pair_seed_sweep_d03_d23,0,"3,23","[3, 23]",g_pair_seed_sweep_d03_d23,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.371949+00:00
direct_greedy,g_pair_seed_sweep_d03_d24,0,"3,24","[3, 24]",g_pair_seed_sweep_d03_d24,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.379159+00:00
direct_greedy,g_pair_seed_sweep_d03_d25,0,"3,25","[3, 25]",g_pair_seed_sweep_d03_d25,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.386186+00:00
direct_greedy,g_pair_seed_sweep_d03_d26,0,"3,26","[3, 26]",g_pair_seed_sweep_d03_d26,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.393100+00:00
direct_greedy,g_pair_seed_sweep_d03_d27,0,"3,27","[3, 27]",g_pair_seed_sweep_d03_d27,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.400345+00:00
direct_greedy,g_pair_seed_sweep_d03_d28,0,"3,28","[3, 28]",g_pair_seed_sweep_d03_d28,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.407878+00:00
direct_greedy,g_pair_seed_sweep_d03_d29,0,"3,29","[3, 29]",g_pair_seed_sweep_d03_d29,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.415053+00:00
direct_greedy,g_pair_seed_sweep_d03_d30,0,"3,30","[3, 30]",g_pair_seed_sweep_d03_d30,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.422128+00:00
direct_greedy,g_pair_seed_sweep_d03_d31,0,"3,31","[3, 31]",g_pair_seed_sweep_d03_d31,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.429126+00:00
direct_greedy,g_pair_seed_sweep_d03_d32,0,"3,32","[3, 32]",g_pair_seed_sweep_d03_d32,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.436014+00:00
direct_greedy,g_pair_seed_sweep_d03_d33,0,"3,33","[3, 33]",g_pair_seed_sweep_d03_d33,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.442747+00:00
direct_greedy,g_pair_seed_sweep_d03_d34,0,"3,34","[3, 34]",g_pair_seed_sweep_d03_d34,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.449676+00:00
direct_greedy,g_pair_seed_sweep_d03_d35,0,"3,35","[3, 35]",g_pair_seed_sweep_d03_d35,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.456664+00:00
direct_greedy,g_pair_seed_sweep_d03_d36,0,"3,36","[3, 36]",g_pair_seed_sweep_d03_d36,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.463994+00:00
direct_greedy,g_pair_seed_sweep_d03_d37,0,"3,37","[3, 37]",g_pair_seed_sweep_d03_d37,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.471608+00:00
direct_greedy,g_pair_seed_sweep_d03_d38,0,"3,38","[3, 38]",g_pair_seed_sweep_d03_d38,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.478969+00:00
direct_greedy,g_pair_seed_sweep_d03_d39,0,"3,39","[3, 39]",g_pair_seed_sweep_d03_d39,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.485739+00:00
direct_greedy,g_pair_seed_sweep_d03_d40,0,"3,40","[3, 40]",g_pair_seed_sweep_d03_d40,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.492163+00:00
direct_greedy,g_pair_seed_sweep_d03_d41,0,"3,41","[3, 41]",g_pair_seed_sweep_d03_d41,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.498382+00:00
direct_greedy,g_pair_seed_sweep_d03_d42,0,"3,42","[3, 42]",g_pair_seed_sweep_d03_d42,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.504506+00:00
direct_greedy,g_pair_seed_sweep_d03_d43,0,"3,43","[3, 43]",g_pair_seed_sweep_d03_d43,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.510961+00:00
direct_greedy,g_pair_seed_sweep_d03_d44,0,"3,44","[3, 44]",g_pair_seed_sweep_d03_d44,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.517534+00:00
direct_greedy,g_pair_seed_sweep_d03_d45,0,"3,45","[3, 45]",g_pair_seed_sweep_d03_d45,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.524142+00:00
direct_greedy,g_pair_seed_sweep_d03_d46,0,"3,46","[3, 46]",g_pair_seed_sweep_d03_d46,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.530883+00:00
direct_greedy,g_pair_seed_sweep_d03_d47,0,"3,47","[3, 47]",g_pair_seed_sweep_d03_d47,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.537766+00:00
direct_greedy,g_pair_seed_sweep_d03_d48,0,"3,48","[3, 48]",g_pair_seed_sweep_d03_d48,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.544879+00:00
direct_greedy,g_pair_seed_sweep_d03_d49,0,"3,49","[3, 49]",g_pair_seed_sweep_d03_d49,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.551401+00:00
direct_greedy,g_pair_seed_sweep_d03_d50,0,"3,50","[3, 50]",g_pair_seed_sweep_d03_d50,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.557888+00:00
direct_greedy,g_pair_seed_sweep_d03_d51,0,"3,51","[3, 51]",g_pair_seed_sweep_d03_d51,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.564620+00:00
direct_greedy,g_pair_seed_sweep_d03_d52,0,"3,52","[3, 52]",g_pair_seed_sweep_d03_d52,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.571157+00:00
direct_greedy,g_pair_seed_sweep_d03_d53,0,"3,53","[3, 53]",g_pair_seed_sweep_d03_d53,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.577608+00:00
direct_greedy,g_pair_seed_sweep_d03_d54,0,"3,54","[3, 54]",g_pair_seed_sweep_d03_d54,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.583910+00:00
direct_greedy,g_pair_seed_sweep_d03_d55,0,"3,55","[3, 55]",g_pair_seed_sweep_d03_d55,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.590156+00:00
direct_greedy,g_pair_seed_sweep_d03_d56,0,"3,56","[3, 56]",g_pair_seed_sweep_d03_d56,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.596495+00:00
direct_greedy,g_pair_seed_sweep_d03_d57,0,"3,57","[3, 57]",g_pair_seed_sweep_d03_d57,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.602915+00:00
direct_greedy,g_pair_seed_sweep_d03_d58,0,"3,58","[3, 58]",g_pair_seed_sweep_d03_d58,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.609395+00:00
direct_greedy,g_pair_seed_sweep_d03_d59,0,"3,59","[3, 59]",g_pair_seed_sweep_d03_d59,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.615712+00:00
direct_greedy,g_pair_seed_sweep_d03_d60,0,"3,60","[3, 60]",g_pair_seed_sweep_d03_d60,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.621871+00:00
direct_greedy,g_pair_seed_sweep_d03_d61,0,"3,61","[3, 61]",g_pair_seed_sweep_d03_d61,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.628066+00:00
direct_greedy,g_pair_seed_sweep_d03_d62,0,"3,62","[3, 62]",g_pair_seed_sweep_d03_d62,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.634259+00:00
direct_greedy,g_pair_seed_sweep_d03_d63,0,"3,63","[3, 63]",g_pair_seed_sweep_d03_d63,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.640600+00:00
direct_greedy,g_pair_seed_sweep_d04_d05,0,"4,5","[4, 5]",g_pair_seed_sweep_d04_d05,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.647557+00:00
direct_greedy,g_pair_seed_sweep_d04_d06,0,"4,6","[4, 6]",g_pair_seed_sweep_d04_d06,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.654589+00:00
direct_greedy,g_pair_seed_sweep_d04_d07,0,"4,7","[4, 7]",g_pair_seed_sweep_d04_d07,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.661856+00:00
direct_greedy,g_pair_seed_sweep_d04_d08,0,"4,8","[4, 8]",g_pair_seed_sweep_d04_d08,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.668884+00:00
direct_greedy,g_pair_seed_sweep_d04_d09,0,"4,9","[4, 9]",g_pair_seed_sweep_d04_d09,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.675937+00:00
direct_greedy,g_pair_seed_sweep_d04_d10,0,"4,10","[4, 10]",g_pair_seed_sweep_d04_d10,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.682609+00:00
direct_greedy,g_pair_seed_sweep_d04_d11,0,"4,11","[4, 11]",g_pair_seed_sweep_d04_d11,exhaustive two-channel full-sequence seed sweep (all_singletons_failed),"{""cardinality"": 2, ""phase"": ""pair_seed_sweep"", ""reused_existing_evaluation"": true, ""sweep_reason"": ""all_singletons_failed""}",2026-08-18T16:39:58.689280+00:00
